 0.00000000e+00  5.46935792e-02  0.00000000e+00  6.68493936e-05 
 1.00000000e-02  5.54677838e-02  1.00000000e-02  6.68377263e-05 
 2.00000000e-02  5.64018842e-02  2.00000000e-02  6.68236626e-05 
 3.00000000e-02  5.75513622e-02  3.00000000e-02  6.68063761e-05 
 4.00000000e-02  5.90015305e-02  4.00000000e-02  6.67845989e-05 
 5.00000000e-02  6.08906505e-02  5.00000000e-02  6.67562819e-05 
 6.00000000e-02  6.34558570e-02  6.00000000e-02  6.67179250e-05 
 7.00000000e-02  6.71195462e-02  7.00000000e-02  6.66633301e-05 
 8.00000000e-02  7.25765806e-02  8.00000000e-02  6.65824193e-05 
 9.00000000e-02  8.04624140e-02  9.00000000e-02  6.64663592e-05 
 1.00000000e-01  9.03181052e-02  1.00000000e-01  6.63227483e-05 
 1.10000000e-01  1.00962570e-01  1.10000000e-01  6.61694690e-05 
 1.20000000e-01  1.11713555e-01  1.20000000e-01  6.60166253e-05 
 1.30000000e-01  1.22361526e-01  1.30000000e-01  6.58672503e-05 
 1.40000000e-01  1.32874795e-01  1.40000000e-01  6.57217705e-05 
 1.50000000e-01  1.43271639e-01  1.50000000e-01  6.55798985e-05 
 1.60000000e-01  1.53578823e-01  1.60000000e-01  6.54412334e-05 
 1.70000000e-01  1.63819774e-01  1.70000000e-01  6.53054266e-05 
 1.80000000e-01  1.74012359e-01  1.80000000e-01  6.51722101e-05 
 1.90000000e-01  1.84169501e-01  1.90000000e-01  6.50413857e-05 
 2.00000000e-01  1.94300361e-01  2.00000000e-01  6.49128080e-05 
 2.10000000e-01  2.04411422e-01  2.10000000e-01  6.47863685e-05 
 2.20000000e-01  2.14507293e-01  2.20000000e-01  6.46619841e-05 
 2.30000000e-01  2.24591295e-01  2.30000000e-01  6.45395895e-05 
 2.40000000e-01  2.34665850e-01  2.40000000e-01  6.44191314e-05 
 2.50000000e-01  2.44732755e-01  2.50000000e-01  6.43005651e-05 
 2.60000000e-01  2.54793363e-01  2.60000000e-01  6.41838517e-05 
 2.70000000e-01  2.64848710e-01  2.70000000e-01  6.40689567e-05 
 2.80000000e-01  2.74899601e-01  2.80000000e-01  6.39558488e-05 
 2.90000000e-01  2.84946673e-01  2.90000000e-01  6.38444991e-05 
 3.00000000e-01  2.94990434e-01  3.00000000e-01  6.37348804e-05 
 3.10000000e-01  3.05031297e-01  3.10000000e-01  6.36269669e-05 
 3.20000000e-01  3.15069601e-01  3.20000000e-01  6.35207339e-05 
 3.30000000e-01  3.25105626e-01  3.30000000e-01  6.34161577e-05 
 3.40000000e-01  3.35139610e-01  3.40000000e-01  6.33132152e-05 
 3.50000000e-01  3.45171752e-01  3.50000000e-01  6.32118839e-05 
 3.60000000e-01  3.55202224e-01  3.60000000e-01  6.31121419e-05 
 3.70000000e-01  3.65231175e-01  3.70000000e-01  6.30139676e-05 
 3.80000000e-01  3.75258731e-01  3.80000000e-01  6.29173400e-05 
 3.90000000e-01  3.85285007e-01  3.90000000e-01  6.28222383e-05 
 4.00000000e-01  3.95310101e-01  4.00000000e-01  6.27286420e-05 
 4.10000000e-01  4.05334101e-01  4.10000000e-01  6.26365310e-05 
 4.20000000e-01  4.15357086e-01  4.20000000e-01  6.25458853e-05 
 4.30000000e-01  4.25379126e-01  4.30000000e-01  6.24566853e-05 
 4.40000000e-01  4.35400283e-01  4.40000000e-01  6.23689116e-05 
 4.50000000e-01  4.45420615e-01  4.50000000e-01  6.22825449e-05 
 4.60000000e-01  4.55440174e-01  4.60000000e-01  6.21975663e-05 
 4.70000000e-01  4.65459006e-01  4.70000000e-01  6.21139570e-05 
 4.80000000e-01  4.75477155e-01  4.80000000e-01  6.20316982e-05 
 4.90000000e-01  4.85494661e-01  4.90000000e-01  6.19507717e-05 
 5.00000000e-01  4.95511558e-01  5.00000000e-01  6.18711591e-05 
 5.10000000e-01  5.05527881e-01  5.10000000e-01  6.17928425e-05 
 5.20000000e-01  5.15543661e-01  5.20000000e-01  6.17158038e-05 
 5.30000000e-01  5.25558925e-01  5.30000000e-01  6.16400253e-05 
 5.40000000e-01  5.35573701e-01  5.40000000e-01  6.15654896e-05 
 5.50000000e-01  5.45588012e-01  5.50000000e-01  6.14921791e-05 
 5.60000000e-01  5.55601881e-01  5.60000000e-01  6.14200767e-05 
 5.70000000e-01  5.65615331e-01  5.70000000e-01  6.13491652e-05 
 5.80000000e-01  5.75628380e-01  5.80000000e-01  6.12794278e-05 
 5.90000000e-01  5.85641047e-01  5.90000000e-01  6.12108476e-05 
 6.00000000e-01  5.95653350e-01  6.00000000e-01  6.11434081e-05 
 6.10000000e-01  6.05665304e-01  6.10000000e-01  6.10770927e-05 
 6.20000000e-01  6.15676926e-01  6.20000000e-01  6.10118852e-05 
 6.30000000e-01  6.25688229e-01  6.30000000e-01  6.09477694e-05 
 6.40000000e-01  6.35699228e-01  6.40000000e-01  6.08847293e-05 
 6.50000000e-01  6.45709934e-01  6.50000000e-01  6.08227489e-05 
 6.60000000e-01  6.55720361e-01  6.60000000e-01  6.07618127e-05 
 6.70000000e-01  6.65730518e-01  6.70000000e-01  6.07019049e-05 
 6.80000000e-01  6.75740418e-01  6.80000000e-01  6.06430102e-05 
 6.90000000e-01  6.85750070e-01  6.90000000e-01  6.05851133e-05 
 7.00000000e-01  6.95759483e-01  7.00000000e-01  6.05281990e-05 
