-4.00000000e+01  1.09761301e-06 -4.00000000e+01  1.16261535e-06 
-3.90000000e+01  1.10175692e-06 -3.90000000e+01  1.16698690e-06 
-3.80000000e+01  1.10589557e-06 -3.80000000e+01  1.17135370e-06 
-3.70000000e+01  1.11002896e-06 -3.70000000e+01  1.17571573e-06 
-3.60000000e+01  1.11415715e-06 -3.60000000e+01  1.18007307e-06 
-3.50000000e+01  1.11827986e-06 -3.50000000e+01  1.18442541e-06 
-3.40000000e+01  1.12239733e-06 -3.40000000e+01  1.18877305e-06 
-3.30000000e+01  1.12650947e-06 -3.30000000e+01  1.19311585e-06 
-3.20000000e+01  1.13061623e-06 -3.20000000e+01  1.19745379e-06 
-3.10000000e+01  1.13471794e-06 -3.10000000e+01  1.20178711e-06 
-3.00000000e+01  1.13881365e-06 -3.00000000e+01  1.20611514e-06 
-2.90000000e+01  1.14290425e-06 -2.90000000e+01  1.21043849e-06 
-2.80000000e+01  1.14698980e-06 -2.80000000e+01  1.21475735e-06 
-2.70000000e+01  1.15106912e-06 -2.70000000e+01  1.21907046e-06 
-2.60000000e+01  1.15514337e-06 -2.60000000e+01  1.22337907e-06 
-2.50000000e+01  1.15921214e-06 -2.50000000e+01  1.22768273e-06 
-2.40000000e+01  1.16327541e-06 -2.40000000e+01  1.23198144e-06 
-2.30000000e+01  1.16733315e-06 -2.30000000e+01  1.23627517e-06 
-2.20000000e+01  1.17138541e-06 -2.20000000e+01  1.24056398e-06 
-2.10000000e+01  1.17543149e-06 -2.10000000e+01  1.24484713e-06 
-2.00000000e+01  1.17947312e-06 -2.00000000e+01  1.24912645e-06 
-1.90000000e+01  1.18350857e-06 -1.90000000e+01  1.25340013e-06 
-1.80000000e+01  1.18753853e-06 -1.80000000e+01  1.25766889e-06 
-1.70000000e+01  1.19156281e-06 -1.70000000e+01  1.26193255e-06 
-1.60000000e+01  1.19558146e-06 -1.60000000e+01  1.26619115e-06 
-1.50000000e+01  1.19959446e-06 -1.50000000e+01  1.27044469e-06 
-1.40000000e+01  1.20360179e-06 -1.40000000e+01  1.27469314e-06 
-1.30000000e+01  1.20760289e-06 -1.30000000e+01  1.27893595e-06 
-1.20000000e+01  1.21159937e-06 -1.20000000e+01  1.28317477e-06 
-1.10000000e+01  1.21558960e-06 -1.10000000e+01  1.28740792e-06 
-1.00000000e+01  1.21957409e-06 -1.00000000e+01  1.29163594e-06 
-9.00000000e+00  1.22355284e-06 -9.00000000e+00  1.29585882e-06 
-8.00000000e+00  1.22752582e-06 -8.00000000e+00  1.30007657e-06 
-7.00000000e+00  1.23149307e-06 -7.00000000e+00  1.30428919e-06 
-6.00000000e+00  1.23545616e-06 -6.00000000e+00  1.30849841e-06 
-5.00000000e+00  1.23940998e-06 -5.00000000e+00  1.31269875e-06 
-4.00000000e+00  1.24335981e-06 -4.00000000e+00  1.31689586e-06 
-3.00000000e+00  1.24730375e-06 -3.00000000e+00  1.32108772e-06 
-2.00000000e+00  1.25124183e-06 -2.00000000e+00  1.32527437e-06 
-1.00000000e+00  1.25517405e-06 -1.00000000e+00  1.32945581e-06 
 0.00000000e+00  1.25910038e-06  0.00000000e+00  1.33363202e-06 
 1.00000000e+00  1.26302082e-06  1.00000000e+00  1.33780301e-06 
 2.00000000e+00  1.26693534e-06  2.00000000e+00  1.34196875e-06 
 3.00000000e+00  1.27084481e-06  3.00000000e+00  1.34613015e-06 
 4.00000000e+00  1.27474660e-06  4.00000000e+00  1.35028448e-06 
 5.00000000e+00  1.27864331e-06  5.00000000e+00  1.35443445e-06 
 6.00000000e+00  1.28253450e-06  6.00000000e+00  1.35857962e-06 
 7.00000000e+00  1.28641881e-06  7.00000000e+00  1.36271856e-06 
 8.00000000e+00  1.29029762e-06  8.00000000e+00  1.36685272e-06 
 9.00000000e+00  1.29417034e-06  9.00000000e+00  1.37098153e-06 
 1.00000000e+01  1.29803708e-06  1.00000000e+01  1.37510506e-06 
 1.10000000e+01  1.30189778e-06  1.10000000e+01  1.37922328e-06 
 1.20000000e+01  1.30575251e-06  1.20000000e+01  1.38333635e-06 
 1.30000000e+01  1.30960095e-06  1.30000000e+01  1.38744369e-06 
 1.40000000e+01  1.31344359e-06  1.40000000e+01  1.39154607e-06 
 1.50000000e+01  1.31728004e-06  1.50000000e+01  1.39564300e-06 
 1.60000000e+01  1.32111041e-06  1.60000000e+01  1.39973461e-06 
 1.70000000e+01  1.32493467e-06  1.70000000e+01  1.40382088e-06 
 1.80000000e+01  1.32875280e-06  1.80000000e+01  1.40790179e-06 
 1.90000000e+01  1.33256481e-06  1.90000000e+01  1.41197736e-06 
 2.00000000e+01  1.33637068e-06  2.00000000e+01  1.41604757e-06 
 2.10000000e+01  1.34017199e-06  2.10000000e+01  1.42011409e-06 
 2.20000000e+01  1.34396396e-06  2.20000000e+01  1.42417193e-06 
 2.30000000e+01  1.34775212e-06  2.30000000e+01  1.42822686e-06 
 2.40000000e+01  1.35153257e-06  2.40000000e+01  1.43227482e-06 
 2.50000000e+01  1.35530752e-06  2.50000000e+01  1.43631818e-06 
