VGS,ID,GM
5.16000000e-01,9.20822318e-07,1.94269822e-05
5.17000000e-01,9.40442024e-07,1.98159564e-05
5.18000000e-01,9.60454231e-07,2.02120356e-05
5.19000000e-01,9.80866095e-07,2.06153241e-05
5.20000000e-01,1.00168488e-06,2.10259334e-05
5.21000000e-01,1.02291796e-06,2.14439759e-05
5.22000000e-01,1.04457283e-06,2.18695604e-05
5.23000000e-01,1.06665708e-06,2.23027996e-05
5.24000000e-01,1.08917843e-06,2.27438055e-05
5.25000000e-01,1.11214469e-06,2.31926922e-05
5.26000000e-01,1.13556381e-06,2.36495747e-05
5.27000000e-01,1.15944384e-06,2.41145672e-05
5.28000000e-01,1.18379295e-06,2.45877860e-05
5.29000000e-01,1.20861942e-06,2.50693453e-05
5.30000000e-01,1.23393164e-06,2.55593635e-05
5.31000000e-01,1.25973814e-06,2.60579567e-05
5.32000000e-01,1.28604755e-06,2.65652411e-05
5.33000000e-01,1.31286862e-06,2.70813385e-05
5.34000000e-01,1.34021023e-06,2.76063647e-05
5.35000000e-01,1.36808135e-06,2.81404380e-05
5.36000000e-01,1.39649111e-06,2.86836777e-05
5.37000000e-01,1.42544871e-06,2.92362023e-05
5.38000000e-01,1.45496351e-06,2.97981329e-05
5.39000000e-01,1.48504497e-06,3.03695855e-05
5.40000000e-01,1.51570268e-06,3.09506816e-05
5.41000000e-01,1.54694634e-06,3.15415414e-05
5.42000000e-01,1.57878576e-06,3.21422804e-05
5.43000000e-01,1.61123090e-06,3.27530194e-05
5.44000000e-01,1.64429180e-06,3.33738779e-05
5.45000000e-01,1.67797865e-06,3.40049731e-05
5.46000000e-01,1.71230175e-06,3.46464208e-05
5.47000000e-01,1.74727150e-06,3.52983403e-05
5.48000000e-01,1.78289843e-06,3.59608507e-05
5.49000000e-01,1.81919320e-06,3.66340651e-05
5.50000000e-01,1.85616656e-06,3.73180993e-05
5.51000000e-01,1.89382940e-06,3.80130696e-05
5.52000000e-01,1.93219270e-06,3.87190862e-05
5.53000000e-01,1.97126757e-06,3.94362636e-05
5.54000000e-01,2.01106523e-06,4.01647169e-05
5.55000000e-01,2.05159700e-06,4.09045535e-05
5.56000000e-01,2.09287433e-06,4.16558827e-05
5.57000000e-01,2.13490877e-06,4.24188129e-05
5.58000000e-01,2.17771196e-06,4.31934506e-05
5.59000000e-01,2.22129567e-06,4.39799019e-05
5.60000000e-01,2.26567176e-06,4.47782700e-05
5.61000000e-01,2.31085221e-06,4.55886560e-05
5.62000000e-01,2.35684908e-06,4.64111607e-05
5.63000000e-01,2.40367453e-06,4.72458832e-05
5.64000000e-01,2.45134084e-06,4.80929185e-05
5.65000000e-01,2.49986037e-06,4.89523591e-05
5.66000000e-01,2.54924556e-06,4.98243007e-05
5.67000000e-01,2.59950897e-06,5.07088318e-05
5.68000000e-01,2.65066322e-06,5.16060386e-05
5.69000000e-01,2.70272105e-06,5.25160089e-05
5.70000000e-01,2.75569524e-06,5.34388200e-05
5.71000000e-01,2.80959869e-06,5.43745546e-05
5.72000000e-01,2.86444435e-06,5.53232917e-05
5.73000000e-01,2.92024527e-06,5.62851028e-05
5.74000000e-01,2.97701456e-06,5.72600594e-05
5.75000000e-01,3.03476539e-06,5.82482294e-05
5.76000000e-01,3.09351101e-06,5.92496785e-05
5.77000000e-01,3.15326475e-06,6.02644672e-05
5.78000000e-01,3.21403995e-06,6.12926563e-05
5.79000000e-01,3.27585006e-06,6.23342995e-05
5.80000000e-01,3.33870855e-06,6.33894479e-05
5.81000000e-01,3.40262895e-06,6.44581482e-05
5.82000000e-01,3.46762484e-06,6.55404460e-05
5.83000000e-01,3.53370985e-06,6.66363835e-05
5.84000000e-01,3.60089761e-06,6.77459933e-05
5.85000000e-01,3.66920183e-06,6.88693111e-05
5.86000000e-01,3.73863623e-06,7.00063638e-05
5.87000000e-01,3.80921456e-06,7.11571753e-05
5.88000000e-01,3.88095058e-06,7.23217681e-05
5.89000000e-01,3.95385810e-06,7.35001571e-05
5.90000000e-01,4.02795090e-06,7.46923536e-05
5.91000000e-01,4.10324280e-06,7.58983645e-05
5.92000000e-01,4.17974763e-06,7.71181923e-05
5.93000000e-01,4.25747919e-06,7.83518375e-05
5.94000000e-01,4.33645130e-06,7.95992907e-05
5.95000000e-01,4.41667777e-06,8.08605436e-05
5.96000000e-01,4.49817239e-06,8.21355801e-05
5.97000000e-01,4.58094893e-06,8.34243772e-05
5.98000000e-01,4.66502114e-06,8.47269122e-05
5.99000000e-01,4.75040275e-06,8.60431544e-05
6.00000000e-01,4.83710745e-06,8.73730683e-05
6.01000000e-01,4.92514889e-06,8.87166132e-05
6.02000000e-01,5.01454068e-06,9.00737462e-05
6.03000000e-01,5.10529638e-06,9.14444187e-05
6.04000000e-01,5.19742952e-06,9.28285715e-05
6.05000000e-01,5.29095353e-06,9.42261460e-05
6.06000000e-01,5.38588181e-06,9.56370809e-05
6.07000000e-01,5.48222769e-06,9.70613026e-05
6.08000000e-01,5.58000441e-06,9.84987372e-05
6.09000000e-01,5.67922516e-06,9.99493039e-05
6.10000000e-01,5.77990302e-06,1.01412917e-04
6.11000000e-01,5.88205100e-06,1.02889490e-04
6.12000000e-01,5.98568200e-06,1.04378924e-04
6.13000000e-01,6.09080884e-06,1.05881119e-04
6.14000000e-01,6.19744424e-06,1.07395972e-04
6.15000000e-01,6.30560079e-06,1.08923369e-04
6.16000000e-01,6.41529098e-06,1.10463199e-04
6.17000000e-01,6.52652718e-06,1.12015340e-04
6.18000000e-01,6.63932166e-06,1.13579663e-04
6.19000000e-01,6.75368651e-06,1.15156045e-04
6.20000000e-01,6.86963375e-06,1.16744346e-04
6.21000000e-01,6.98717520e-06,1.18344428e-04
6.22000000e-01,7.10632260e-06,1.19956149e-04
6.23000000e-01,7.22708750e-06,1.21579356e-04
6.24000000e-01,7.34948131e-06,1.23213896e-04
6.25000000e-01,7.47351529e-06,1.24859614e-04
6.26000000e-01,7.59920054e-06,1.26516345e-04
6.27000000e-01,7.72654798e-06,1.28183924e-04
6.28000000e-01,7.85556839e-06,1.29862179e-04
6.29000000e-01,7.98627234e-06,1.31550933e-04
6.30000000e-01,8.11867026e-06,1.33250007e-04
6.31000000e-01,8.25277236e-06,1.34959217e-04
6.32000000e-01,8.38858869e-06,1.36678377e-04
6.33000000e-01,8.52612911e-06,1.38407295e-04
6.34000000e-01,8.66540328e-06,1.40145775e-04
6.35000000e-01,8.80642066e-06,1.41893619e-04
6.36000000e-01,8.94919052e-06,1.43650622e-04
6.37000000e-01,9.09372190e-06,1.45416581e-04
6.38000000e-01,9.24002368e-06,1.47191283e-04
6.39000000e-01,9.38810447e-06,1.48974519e-04
6.40000000e-01,9.53797272e-06,1.50766073e-04
6.41000000e-01,9.68963662e-06,1.52565724e-04
6.42000000e-01,9.84310416e-06,1.54373252e-04
6.43000000e-01,9.99838312e-06,1.56188432e-04
6.44000000e-01,1.01554810e-05,1.58011037e-04
6.45000000e-01,1.03144052e-05,1.59840837e-04
6.46000000e-01,1.04751627e-05,1.61677601e-04
6.47000000e-01,1.06377604e-05,1.63521094e-04
6.48000000e-01,1.08022049e-05,1.65371080e-04
6.49000000e-01,1.09685026e-05,1.67227322e-04
6.50000000e-01,1.11366595e-05,1.69089578e-04
6.51000000e-01,1.13066817e-05,1.70957605e-04
6.52000000e-01,1.14785747e-05,1.72831164e-04
6.53000000e-01,1.16523440e-05,1.74710006e-04
6.54000000e-01,1.18279948e-05,1.76593884e-04
6.55000000e-01,1.20055318e-05,1.78482554e-04
6.56000000e-01,1.21849599e-05,1.80375766e-04
6.57000000e-01,1.23662833e-05,1.82273270e-04
6.58000000e-01,1.25495064e-05,1.84174818e-04
6.59000000e-01,1.27346330e-05,1.86080154e-04
6.60000000e-01,1.29216667e-05,1.87989032e-04
6.61000000e-01,1.31106110e-05,1.89901199e-04
6.62000000e-01,1.33014691e-05,1.91816401e-04
6.63000000e-01,1.34942438e-05,1.93734387e-04
6.64000000e-01,1.36889379e-05,1.95654906e-04
6.65000000e-01,1.38855537e-05,1.97577706e-04
6.66000000e-01,1.40840933e-05,1.99502532e-04
6.67000000e-01,1.42845587e-05,2.01429137e-04
6.68000000e-01,1.44869516e-05,2.03357271e-04
6.69000000e-01,1.46912733e-05,2.05286679e-04
6.70000000e-01,1.48975249e-05,2.07217115e-04
6.71000000e-01,1.51057075e-05,2.09148332e-04
6.72000000e-01,1.53158216e-05,2.11080081e-04
6.73000000e-01,1.55278677e-05,2.13012115e-04
6.74000000e-01,1.57418458e-05,2.14944192e-04
6.75000000e-01,1.59577560e-05,2.16876068e-04
6.76000000e-01,1.61755980e-05,2.18807499e-04
6.77000000e-01,1.63953710e-05,2.20738245e-04
6.78000000e-01,1.66170744e-05,2.22668070e-04
6.79000000e-01,1.68407072e-05,2.24596737e-04
6.80000000e-01,1.70662679e-05,2.26524008e-04
6.81000000e-01,1.72937552e-05,2.28449653e-04
6.82000000e-01,1.75231672e-05,2.30373441e-04
6.83000000e-01,1.77545021e-05,2.32295143e-04
6.84000000e-01,1.79877575e-05,2.34214532e-04
6.85000000e-01,1.82229311e-05,2.36131387e-04
6.86000000e-01,1.84600203e-05,2.38045486e-04
6.87000000e-01,1.86990221e-05,2.39956607e-04
6.88000000e-01,1.89399335e-05,2.41864540e-04
6.89000000e-01,1.91827512e-05,2.43769067e-04
6.90000000e-01,1.94274716e-05,2.45669979e-04
6.91000000e-01,1.96740911e-05,2.47567068e-04
6.92000000e-01,1.99226058e-05,2.49460129e-04
6.93000000e-01,2.01730114e-05,2.51348961e-04
6.94000000e-01,2.04253037e-05,2.53233366e-04
6.95000000e-01,2.06794781e-05,2.55113148e-04
6.96000000e-01,2.09355300e-05,2.56988115e-04
6.97000000e-01,2.11934544e-05,2.58858077e-04
6.98000000e-01,2.14532461e-05,2.60722847e-04
6.99000000e-01,2.17149001e-05,2.62582248e-04
7.00000000e-01,2.19784106e-05,2.64436094e-04
7.01000000e-01,2.22437722e-05,2.66284212e-04
7.02000000e-01,2.25109791e-05,2.68126433e-04
7.03000000e-01,2.27800251e-05,2.69962583e-04
7.04000000e-01,2.30509042e-05,2.71792501e-04
7.05000000e-01,2.33236101e-05,2.73616021e-04
7.06000000e-01,2.35981363e-05,2.75432988e-04
7.07000000e-01,2.38744761e-05,2.77243247e-04
7.08000000e-01,2.41526228e-05,2.79046647e-04
7.09000000e-01,2.44325694e-05,2.80843039e-04
7.10000000e-01,2.47143088e-05,2.82632282e-04
7.11000000e-01,2.49978339e-05,2.84414233e-04
7.12000000e-01,2.52831373e-05,2.86188757e-04
7.13000000e-01,2.55702115e-05,2.87955721e-04
7.14000000e-01,2.58590488e-05,2.89714998e-04
7.15000000e-01,2.61496415e-05,2.91466460e-04
7.16000000e-01,2.64419817e-05,2.93209985e-04
7.17000000e-01,2.67360614e-05,2.94945457e-04
7.18000000e-01,2.70318726e-05,2.96672760e-04
7.19000000e-01,2.73294069e-05,2.98391783e-04
7.20000000e-01,2.76286562e-05,3.00102421e-04
7.21000000e-01,2.79296118e-05,3.01804569e-04
7.22000000e-01,2.82322653e-05,3.03498125e-04
7.23000000e-01,2.85366080e-05,3.05182996e-04
7.24000000e-01,2.88426313e-05,3.06859089e-04
7.25000000e-01,2.91503262e-05,3.08526312e-04
7.26000000e-01,2.94596839e-05,3.10184582e-04
7.27000000e-01,2.97706954e-05,3.11833818e-04
7.28000000e-01,3.00833515e-05,3.13473938e-04
7.29000000e-01,3.03976433e-05,3.15104867e-04
7.30000000e-01,3.07135613e-05,3.16726537e-04
7.31000000e-01,3.10310963e-05,3.18338875e-04
7.32000000e-01,3.13502390e-05,3.19941818e-04
7.33000000e-01,3.16709800e-05,3.21535309e-04
7.34000000e-01,3.19933096e-05,3.23119280e-04
7.35000000e-01,3.23172185e-05,3.24693681e-04
7.36000000e-01,3.26426970e-05,3.26258462e-04
7.37000000e-01,3.29697355e-05,3.27813573e-04
7.38000000e-01,3.32983242e-05,3.29358966e-04
7.39000000e-01,3.36284534e-05,3.30894602e-04
7.40000000e-01,3.39601134e-05,3.32420440e-04
7.41000000e-01,3.42932943e-05,3.33936442e-04
7.42000000e-01,3.46279862e-05,3.35442578e-04
7.43000000e-01,3.49641794e-05,3.36938815e-04
7.44000000e-01,3.53018639e-05,3.38425126e-04
7.45000000e-01,3.56410297e-05,3.39901486e-04
7.46000000e-01,3.59816668e-05,3.41367874e-04
7.47000000e-01,3.63237654e-05,3.42824273e-04
7.48000000e-01,3.66673154e-05,3.44270661e-04
7.49000000e-01,3.70123067e-05,3.45707027e-04
7.50000000e-01,3.73587294e-05,3.47133362e-04
7.51000000e-01,3.77065735e-05,3.48549655e-04
7.52000000e-01,3.80558288e-05,3.49955900e-04
7.53000000e-01,3.84064853e-05,3.51352093e-04
7.54000000e-01,3.87585329e-05,3.52738235e-04
7.55000000e-01,3.91119617e-05,3.54114326e-04
7.56000000e-01,3.94667616e-05,3.55480366e-04
7.57000000e-01,3.98229225e-05,3.56836366e-04
7.58000000e-01,4.01804343e-05,3.58182332e-04
7.59000000e-01,4.05392871e-05,3.59518272e-04
7.60000000e-01,4.08994709e-05,3.60844203e-04
7.61000000e-01,4.12609755e-05,3.62160133e-04
7.62000000e-01,4.16237911e-05,3.63466084e-04
7.63000000e-01,4.19879077e-05,3.64762073e-04
7.64000000e-01,4.23533153e-05,3.66048116e-04
7.65000000e-01,4.27200039e-05,3.67324240e-04
7.66000000e-01,4.30879638e-05,3.68590467e-04
7.67000000e-01,4.34571849e-05,3.69846825e-04
7.68000000e-01,4.38276574e-05,3.71093337e-04
7.69000000e-01,4.41993716e-05,3.72330034e-04
7.70000000e-01,4.45723175e-05,3.73556948e-04
7.71000000e-01,4.49464854e-05,3.74774110e-04
7.72000000e-01,4.53218657e-05,3.75981556e-04
7.73000000e-01,4.56984486e-05,3.77179318e-04
7.74000000e-01,4.60762243e-05,3.78367434e-04
7.75000000e-01,4.64551834e-05,3.79545943e-04
7.76000000e-01,4.68353162e-05,3.80714885e-04
7.77000000e-01,4.72166132e-05,3.81874301e-04
7.78000000e-01,4.75990648e-05,3.83024229e-04
7.79000000e-01,4.79826617e-05,3.84164716e-04
7.80000000e-01,4.83673943e-05,3.85295809e-04
7.81000000e-01,4.87532533e-05,3.86417548e-04
7.82000000e-01,4.91402294e-05,3.87529982e-04
7.83000000e-01,4.95283132e-05,3.88633160e-04
7.84000000e-01,4.99174957e-05,3.89727129e-04
7.85000000e-01,5.03077675e-05,3.90811941e-04
7.86000000e-01,5.06991196e-05,3.91887644e-04
7.87000000e-01,5.10915428e-05,3.92954292e-04
7.88000000e-01,5.14850281e-05,3.94011936e-04
7.89000000e-01,5.18795667e-05,3.95060630e-04
7.90000000e-01,5.22751494e-05,3.96100427e-04
7.91000000e-01,5.26717675e-05,3.97131384e-04
7.92000000e-01,5.30694122e-05,3.98153554e-04
7.93000000e-01,5.34680746e-05,3.99166991e-04
7.94000000e-01,5.38677462e-05,4.00171760e-04
7.95000000e-01,5.42684181e-05,4.01167911e-04
7.96000000e-01,5.46700820e-05,4.02155504e-04
7.97000000e-01,5.50727291e-05,4.03134598e-04
7.98000000e-01,5.54763512e-05,4.04105251e-04
7.99000000e-01,5.58809396e-05,4.05067525e-04
8.00000000e-01,5.62864862e-05,4.06021477e-04
8.01000000e-01,5.66929826e-05,4.06967168e-04
8.02000000e-01,5.71004206e-05,4.07904659e-04
8.03000000e-01,5.75087919e-05,4.08834012e-04
8.04000000e-01,5.79180886e-05,4.09755287e-04
8.05000000e-01,5.83283025e-05,4.10668546e-04
8.06000000e-01,5.87394257e-05,4.11573852e-04
8.07000000e-01,5.91514502e-05,4.12471266e-04
8.08000000e-01,5.95643682e-05,4.13360849e-04
8.09000000e-01,5.99781719e-05,4.14242665e-04
8.10000000e-01,6.03928535e-05,4.15116779e-04
8.11000000e-01,6.08084055e-05,4.15983251e-04
8.12000000e-01,6.12248200e-05,4.16842143e-04
8.13000000e-01,6.16420897e-05,4.17693522e-04
8.14000000e-01,6.20602071e-05,4.18537450e-04
8.15000000e-01,6.24791646e-05,4.19373984e-04
8.16000000e-01,6.28989551e-05,4.20203195e-04
8.17000000e-01,6.33195710e-05,4.21025145e-04
8.18000000e-01,6.37410053e-05,4.21839895e-04
8.19000000e-01,6.41632508e-05,4.22647504e-04
8.20000000e-01,6.45863003e-05,4.23448031e-04
8.21000000e-01,6.50101469e-05,4.24241546e-04
8.22000000e-01,6.54347834e-05,4.25028113e-04
8.23000000e-01,6.58602031e-05,4.25807796e-04
8.24000000e-01,6.62863990e-05,4.26580660e-04
8.25000000e-01,6.67133644e-05,4.27346762e-04
8.26000000e-01,6.71410926e-05,4.28106170e-04
8.27000000e-01,6.75695768e-05,4.28858945e-04
8.28000000e-01,6.79988104e-05,4.29605147e-04
8.29000000e-01,6.84287871e-05,4.30344840e-04
8.30000000e-01,6.88595001e-05,4.31078085e-04
8.31000000e-01,6.92909432e-05,4.31804943e-04
8.32000000e-01,6.97231100e-05,4.32525478e-04
8.33000000e-01,7.01559942e-05,4.33239747e-04
8.34000000e-01,7.05895895e-05,4.33947814e-04
8.35000000e-01,7.10238898e-05,4.34649738e-04
8.36000000e-01,7.14588890e-05,4.35345580e-04
8.37000000e-01,7.18945810e-05,4.36035398e-04
8.38000000e-01,7.23309598e-05,4.36719255e-04
8.39000000e-01,7.27680195e-05,4.37397208e-04
8.40000000e-01,7.32057542e-05,4.38069316e-04
8.41000000e-01,7.36441581e-05,4.38735638e-04
8.42000000e-01,7.40832255e-05,4.39396232e-04
8.43000000e-01,7.45229506e-05,4.40051160e-04
8.44000000e-01,7.49633278e-05,4.40700474e-04
8.45000000e-01,7.54043515e-05,4.41344232e-04
8.46000000e-01,7.58460163e-05,4.41982495e-04
8.47000000e-01,7.62883165e-05,4.42615317e-04
8.48000000e-01,7.67312469e-05,4.43242755e-04
8.49000000e-01,7.71748020e-05,4.43864863e-04
8.50000000e-01,7.76189766e-05,4.44481695e-04
8.51000000e-01,7.80637654e-05,4.45093312e-04
8.52000000e-01,7.85091632e-05,4.45699766e-04
8.53000000e-01,7.89551649e-05,4.46301108e-04
8.54000000e-01,7.94017655e-05,4.46897394e-04
8.55000000e-01,7.98489597e-05,4.47488680e-04
8.56000000e-01,8.02967428e-05,4.48075015e-04
8.57000000e-01,8.07451098e-05,4.48656453e-04
8.58000000e-01,8.11940557e-05,4.49233048e-04
8.59000000e-01,8.16435759e-05,4.49804849e-04
8.60000000e-01,8.20936654e-05,4.50371907e-04
8.61000000e-01,8.25443197e-05,4.50934276e-04
8.62000000e-01,8.29955340e-05,4.51492003e-04
8.63000000e-01,8.34473037e-05,4.52045142e-04
8.64000000e-01,8.38996243e-05,4.52593738e-04
8.65000000e-01,8.43524912e-05,4.53137842e-04
8.66000000e-01,8.48058999e-05,4.53677504e-04
8.67000000e-01,8.52598462e-05,4.54212770e-04
8.68000000e-01,8.57143255e-05,4.54743689e-04
8.69000000e-01,8.61693336e-05,4.55270310e-04
8.70000000e-01,8.66248661e-05,4.55792675e-04
8.71000000e-01,8.70809189e-05,4.56310834e-04
8.72000000e-01,8.75374878e-05,4.56824835e-04
8.73000000e-01,8.79945686e-05,4.57334719e-04
8.74000000e-01,8.84521572e-05,4.57840531e-04
8.75000000e-01,8.89102496e-05,4.58342319e-04
8.76000000e-01,8.93688418e-05,4.58840127e-04
8.77000000e-01,8.98279299e-05,4.59333998e-04
8.78000000e-01,9.02875098e-05,4.59823972e-04
8.79000000e-01,9.07475778e-05,4.60310096e-04
8.80000000e-01,9.12081300e-05,4.60792412e-04
8.81000000e-01,9.16691627e-05,4.61270958e-04
8.82000000e-01,9.21306719e-05,4.61745782e-04
8.83000000e-01,9.25926542e-05,4.62216922e-04
8.84000000e-01,9.30551058e-05,4.62684415e-04
8.85000000e-01,9.35180230e-05,4.63148306e-04
8.86000000e-01,9.39814024e-05,4.63608633e-04
8.87000000e-01,9.44452403e-05,4.64065437e-04
8.88000000e-01,9.49095333e-05,4.64518754e-04
8.89000000e-01,9.53742778e-05,4.64968623e-04
8.90000000e-01,9.58394705e-05,4.65415085e-04
8.91000000e-01,9.63051080e-05,4.65858176e-04
8.92000000e-01,9.67711869e-05,4.66297932e-04
8.93000000e-01,9.72377039e-05,4.66734390e-04
8.94000000e-01,9.77046557e-05,4.67167586e-04
8.95000000e-01,9.81720390e-05,4.67597558e-04
8.96000000e-01,9.86398508e-05,4.68024341e-04
8.97000000e-01,9.91080877e-05,4.68447969e-04
8.98000000e-01,9.95767467e-05,4.68868476e-04
8.99000000e-01,1.00045825e-04,4.69285898e-04
9.00000000e-01,1.00515319e-04,4.69700268e-04
9.01000000e-01,1.00985225e-04,4.70111622e-04
9.02000000e-01,1.01455542e-04,4.70519989e-04
9.03000000e-01,1.01926265e-04,4.70925403e-04
9.04000000e-01,1.02397393e-04,4.71327897e-04
9.05000000e-01,1.02868921e-04,4.71727505e-04
9.06000000e-01,1.03340848e-04,4.72124253e-04
9.07000000e-01,1.03813169e-04,4.72518177e-04
9.08000000e-01,1.04285884e-04,4.72909307e-04
9.09000000e-01,1.04758988e-04,4.73297671e-04
9.10000000e-01,1.05232479e-04,4.73683300e-04
9.11000000e-01,1.05706355e-04,4.74066225e-04
9.12000000e-01,1.06180612e-04,4.74446474e-04
9.13000000e-01,1.06655248e-04,4.74824077e-04
9.14000000e-01,1.07130260e-04,4.75199061e-04
9.15000000e-01,1.07605646e-04,4.75571454e-04
9.16000000e-01,1.08081403e-04,4.75941285e-04
9.17000000e-01,1.08557528e-04,4.76308583e-04
9.18000000e-01,1.09034020e-04,4.76673372e-04
9.19000000e-01,1.09510875e-04,4.77035678e-04
9.20000000e-01,1.09988091e-04,4.77395532e-04
9.21000000e-01,1.10465666e-04,4.77752956e-04
9.22000000e-01,1.10943597e-04,4.78107977e-04
9.23000000e-01,1.11421882e-04,4.78460622e-04
9.24000000e-01,1.11900518e-04,4.78810914e-04
9.25000000e-01,1.12379504e-04,4.79158877e-04
9.26000000e-01,1.12858836e-04,4.79504537e-04
9.27000000e-01,1.13338513e-04,4.79847919e-04
9.28000000e-01,1.13818532e-04,4.80189046e-04
9.29000000e-01,1.14298891e-04,4.80527939e-04
9.30000000e-01,1.14779588e-04,4.80864624e-04
9.31000000e-01,1.15260620e-04,4.81199125e-04
9.32000000e-01,1.15741986e-04,4.81531460e-04
9.33000000e-01,1.16223683e-04,4.81861655e-04
9.34000000e-01,1.16705709e-04,4.82189731e-04
9.35000000e-01,1.17188063e-04,4.82515708e-04
9.36000000e-01,1.17670741e-04,4.82839611e-04
9.37000000e-01,1.18153742e-04,4.83161458e-04
9.38000000e-01,1.18637064e-04,4.83481269e-04
9.39000000e-01,1.19120704e-04,4.83799068e-04
9.40000000e-01,1.19604662e-04,4.84114874e-04
9.41000000e-01,1.20088934e-04,4.84428705e-04
9.42000000e-01,1.20573519e-04,4.84740583e-04
9.43000000e-01,1.21058415e-04,4.85050525e-04
9.44000000e-01,1.21543620e-04,4.85358552e-04
9.45000000e-01,1.22029132e-04,4.85664684e-04
9.46000000e-01,1.22514950e-04,4.85968936e-04
9.47000000e-01,1.23001070e-04,4.86271330e-04
9.48000000e-01,1.23487492e-04,4.86571882e-04
9.49000000e-01,1.23974214e-04,4.86870610e-04
9.50000000e-01,1.24461234e-04,4.87167533e-04
9.51000000e-01,1.24948549e-04,4.87462666e-04
9.52000000e-01,1.25436159e-04,4.87756030e-04
9.53000000e-01,1.25924061e-04,4.88047638e-04
9.54000000e-01,1.26412254e-04,4.88337508e-04
9.55000000e-01,1.26900736e-04,4.88625658e-04
9.56000000e-01,1.27389506e-04,4.88912101e-04
9.57000000e-01,1.27878560e-04,4.89196856e-04
9.58000000e-01,1.28367899e-04,4.89479939e-04
9.59000000e-01,1.28857520e-04,4.89761363e-04
9.60000000e-01,1.29347422e-04,4.90041142e-04
9.61000000e-01,1.29837603e-04,4.90319295e-04
9.62000000e-01,1.30328061e-04,4.90595838e-04
9.63000000e-01,1.30818794e-04,4.90870780e-04
9.64000000e-01,1.31309802e-04,4.91144140e-04
9.65000000e-01,1.31801083e-04,4.91415932e-04
9.66000000e-01,1.32292634e-04,4.91686168e-04
9.67000000e-01,1.32784455e-04,4.91954862e-04
9.68000000e-01,1.33276544e-04,4.92222030e-04
9.69000000e-01,1.33768899e-04,4.92487684e-04
9.70000000e-01,1.34261519e-04,4.92751837e-04
9.71000000e-01,1.34754403e-04,4.93014502e-04
9.72000000e-01,1.35247548e-04,4.93275693e-04
9.73000000e-01,1.35740954e-04,4.93535422e-04
9.74000000e-01,1.36234619e-04,4.93793702e-04
9.75000000e-01,1.36728541e-04,4.94050546e-04
9.76000000e-01,1.37222720e-04,4.94305965e-04
9.77000000e-01,1.37717153e-04,4.94559971e-04
9.78000000e-01,1.38211840e-04,4.94812578e-04
9.79000000e-01,1.38706779e-04,4.95063793e-04
9.80000000e-01,1.39201968e-04,4.95313633e-04
9.81000000e-01,1.39697406e-04,4.95562106e-04
9.82000000e-01,1.40193092e-04,4.95809224e-04
9.83000000e-01,1.40689024e-04,4.96055000e-04
9.84000000e-01,1.41185202e-04,4.96299441e-04
9.85000000e-01,1.41681623e-04,4.96542562e-04
9.86000000e-01,1.42178287e-04,4.96784371e-04
9.87000000e-01,1.42675192e-04,4.97024879e-04
9.88000000e-01,1.43172337e-04,4.97264095e-04
9.89000000e-01,1.43669720e-04,4.97502033e-04
9.90000000e-01,1.44167341e-04,4.97738700e-04
9.91000000e-01,1.44665197e-04,4.97974105e-04
9.92000000e-01,1.45163289e-04,4.98208261e-04
9.93000000e-01,1.45661614e-04,4.98441175e-04
9.94000000e-01,1.46160171e-04,4.98672856e-04
9.95000000e-01,1.46658960e-04,4.98903317e-04
9.96000000e-01,1.47157978e-04,4.99132563e-04
9.97000000e-01,1.47657225e-04,4.99360606e-04
9.98000000e-01,1.48156699e-04,4.99587452e-04
9.99000000e-01,1.48656400e-04,4.99813114e-04
1.00000000e+00,1.49156325e-04,5.00037599e-04
1.00100000e+00,1.49656475e-04,5.00260914e-04
1.00200000e+00,1.50156847e-04,5.00483068e-04
1.00300000e+00,1.50657441e-04,5.00704070e-04
1.00400000e+00,1.51158255e-04,5.00923928e-04
1.00500000e+00,1.51659289e-04,5.01142650e-04
1.00600000e+00,1.52160541e-04,5.01360245e-04
1.00700000e+00,1.52662009e-04,5.01576719e-04
1.00800000e+00,1.53163694e-04,5.01792081e-04
1.00900000e+00,1.53665594e-04,5.02006341e-04
1.01000000e+00,1.54167707e-04,5.02219502e-04
1.01100000e+00,1.54670033e-04,5.02431573e-04
1.01200000e+00,1.55172570e-04,5.02642564e-04
1.01300000e+00,1.55675318e-04,5.02852480e-04
1.01400000e+00,1.56178275e-04,5.03061327e-04
1.01500000e+00,1.56681440e-04,5.03269113e-04
1.01600000e+00,1.57184813e-04,5.03475849e-04
1.01700000e+00,1.57688392e-04,5.03681536e-04
1.01800000e+00,1.58192176e-04,5.03886183e-04
1.01900000e+00,1.58696164e-04,5.04089798e-04
1.02000000e+00,1.59200356e-04,5.04292386e-04
1.02100000e+00,1.59704749e-04,5.04493953e-04
1.02200000e+00,1.60209344e-04,5.04694508e-04
1.02300000e+00,1.60714138e-04,5.04894055e-04
1.02400000e+00,1.61219132e-04,5.05092602e-04
1.02500000e+00,1.61724323e-04,5.05290154e-04
1.02600000e+00,1.62229712e-04,5.05486716e-04
1.02700000e+00,1.62735297e-04,5.05682296e-04
1.02800000e+00,1.63241077e-04,5.05876901e-04
1.02900000e+00,1.63747051e-04,5.06070534e-04
1.03000000e+00,1.64253218e-04,5.06263199e-04
1.03100000e+00,1.64759577e-04,5.06454909e-04
1.03200000e+00,1.65266128e-04,5.06645665e-04
1.03300000e+00,1.65772868e-04,5.06835471e-04
