VGS,ID,GM
2.06000000e-01,5.84846838e-10,1.46003210e-08
2.07000000e-01,5.99629679e-10,1.49698032e-08
2.08000000e-01,6.14786444e-10,1.53468349e-08
2.09000000e-01,6.30323349e-10,1.57345248e-08
2.10000000e-01,6.46255494e-10,1.61328728e-08
2.11000000e-01,6.62589095e-10,1.65396585e-08
2.12000000e-01,6.79334811e-10,1.69579906e-08
2.13000000e-01,6.96505076e-10,1.73856485e-08
2.14000000e-01,7.14106108e-10,1.78244086e-08
2.15000000e-01,7.32153893e-10,1.82747151e-08
2.16000000e-01,7.50655538e-10,1.87356797e-08
2.17000000e-01,7.69625252e-10,1.92081906e-08
2.18000000e-01,7.89071919e-10,1.96922478e-08
2.19000000e-01,8.09009748e-10,2.01896277e-08
2.20000000e-01,8.29451174e-10,2.06989981e-08
2.21000000e-01,8.50407744e-10,2.12203588e-08
2.22000000e-01,8.71891892e-10,2.17559304e-08
2.23000000e-01,8.93919605e-10,2.23043806e-08
2.24000000e-01,9.16500653e-10,2.28665975e-08
2.25000000e-01,9.39652800e-10,2.34425812e-08
2.26000000e-01,9.63385816e-10,2.40332199e-08
2.27000000e-01,9.87719240e-10,2.46398457e-08
2.28000000e-01,1.01266551e-09,2.52593502e-08
2.29000000e-01,1.03823794e-09,2.58952859e-08
2.30000000e-01,1.06445608e-09,2.65476530e-08
2.31000000e-01,1.09133325e-09,2.72160072e-08
2.32000000e-01,1.11888809e-09,2.79012369e-08
2.33000000e-01,1.14713572e-09,2.86028978e-08
2.34000000e-01,1.17609389e-09,2.93223223e-08
2.35000000e-01,1.20578036e-09,3.00612868e-08
2.36000000e-01,1.23621646e-09,3.08171266e-08
2.37000000e-01,1.26741462e-09,3.15916182e-08
2.38000000e-01,1.29939970e-09,3.23869820e-08
2.39000000e-01,1.33218858e-09,3.32005534e-08
2.40000000e-01,1.36580081e-09,3.40345530e-08
2.41000000e-01,1.40025769e-09,3.48903129e-08
2.42000000e-01,1.43558143e-09,3.57678331e-08
2.43000000e-01,1.47179335e-09,3.66653374e-08
2.44000000e-01,1.50891211e-09,3.75854903e-08
2.45000000e-01,1.54696433e-09,3.85300680e-08
2.46000000e-01,1.58597224e-09,3.94977384e-08
2.47000000e-01,1.62595981e-09,4.04889455e-08
2.48000000e-01,1.66695013e-09,4.15054657e-08
2.49000000e-01,1.70897074e-09,4.25459667e-08
2.50000000e-01,1.75204207e-09,4.36126690e-08
2.51000000e-01,1.79619608e-09,4.47077930e-08
2.52000000e-01,1.84145765e-09,4.58282301e-08
2.53000000e-01,1.88785254e-09,4.69766448e-08
2.54000000e-01,1.93541094e-09,4.81543694e-08
2.55000000e-01,1.98416128e-09,4.93614039e-08
2.56000000e-01,2.03413375e-09,5.05973041e-08
2.57000000e-01,2.08535589e-09,5.18642906e-08
2.58000000e-01,2.13786233e-09,5.31632516e-08
2.59000000e-01,2.19168239e-09,5.44937429e-08
2.60000000e-01,2.24684982e-09,5.58579849e-08
2.61000000e-01,2.30339836e-09,5.72555336e-08
2.62000000e-01,2.36136088e-09,5.86877213e-08
2.63000000e-01,2.42077380e-09,6.01558803e-08
2.64000000e-01,2.48167265e-09,6.16591223e-08
2.65000000e-01,2.54409205e-09,6.32005559e-08
2.66000000e-01,2.60807376e-09,6.47806253e-08
2.67000000e-01,2.67365330e-09,6.63993305e-08
2.68000000e-01,2.74087242e-09,6.80575596e-08
2.69000000e-01,2.80976842e-09,6.97557567e-08
2.70000000e-01,2.88038393e-09,7.14974746e-08
2.71000000e-01,2.95276337e-09,7.32822691e-08
2.72000000e-01,3.02694847e-09,7.51101403e-08
2.73000000e-01,3.10298365e-09,7.69837527e-08
2.74000000e-01,3.18091598e-09,7.89035504e-08
2.75000000e-01,3.26079075e-09,8.08708656e-08
2.76000000e-01,3.34265771e-09,8.28865865e-08
2.77000000e-01,3.42656392e-09,8.49507131e-08
2.78000000e-01,3.51255913e-09,8.70663541e-08
2.79000000e-01,3.60069663e-09,8.92343976e-08
2.80000000e-01,3.69102793e-09,9.14557319e-08
2.81000000e-01,3.78360809e-09,9.37316891e-08
2.82000000e-01,3.87849131e-09,9.60640456e-08
2.83000000e-01,3.97573618e-09,9.84523574e-08
2.84000000e-01,4.07539602e-09,1.00899733e-07
2.85000000e-01,4.17753565e-09,1.03408393e-07
2.86000000e-01,4.28221281e-09,1.05976561e-07
2.87000000e-01,4.38948877e-09,1.08609122e-07
2.88000000e-01,4.49943105e-09,1.11305631e-07
2.89000000e-01,4.61210004e-09,1.14068310e-07
2.90000000e-01,4.72756767e-09,1.16898935e-07
2.91000000e-01,4.84589791e-09,1.19798393e-07
2.92000000e-01,4.96716446e-09,1.22768462e-07
2.93000000e-01,5.09143483e-09,1.25811361e-07
2.94000000e-01,5.21878718e-09,1.28929756e-07
2.95000000e-01,5.34929434e-09,1.32122313e-07
2.96000000e-01,5.48303181e-09,1.35393474e-07
2.97000000e-01,5.62008129e-09,1.38745460e-07
2.98000000e-01,5.76052273e-09,1.42178269e-07
2.99000000e-01,5.90443783e-09,1.45695012e-07
3.00000000e-01,6.05191275e-09,1.49297019e-07
3.01000000e-01,6.20303187e-09,1.52985624e-07
3.02000000e-01,6.35788400e-09,1.56765712e-07
3.03000000e-01,6.51656329e-09,1.60638614e-07
3.04000000e-01,6.67916122e-09,1.64602110e-07
3.05000000e-01,6.84576751e-09,1.68663750e-07
3.06000000e-01,7.01648872e-09,1.72825310e-07
3.07000000e-01,7.19141813e-09,1.77085457e-07
3.08000000e-01,7.37065964e-09,1.81449966e-07
3.09000000e-01,7.55431806e-09,1.85920168e-07
3.10000000e-01,7.74249997e-09,1.90497840e-07
3.11000000e-01,7.93531374e-09,1.95187422e-07
3.12000000e-01,8.13287482e-09,1.99990691e-07
3.13000000e-01,8.33529512e-09,2.04908979e-07
3.14000000e-01,8.54269278e-09,2.09945394e-07
3.15000000e-01,8.75518591e-09,2.15103935e-07
3.16000000e-01,8.97290064e-09,2.20387708e-07
3.17000000e-01,9.19596133e-09,2.25799379e-07
3.18000000e-01,9.42449940e-09,2.31339392e-07
3.19000000e-01,9.65864011e-09,2.37013076e-07
3.20000000e-01,9.89852555e-09,2.42824427e-07
3.21000000e-01,1.01442890e-08,2.48773890e-07
3.22000000e-01,1.03960733e-08,2.54867683e-07
3.23000000e-01,1.06540243e-08,2.61107580e-07
3.24000000e-01,1.09182885e-08,2.67496247e-07
3.25000000e-01,1.11890168e-08,2.74039014e-07
3.26000000e-01,1.14663665e-08,2.80738988e-07
3.27000000e-01,1.17504948e-08,2.87597501e-07
3.28000000e-01,1.20415615e-08,2.94620328e-07
3.29000000e-01,1.23397355e-08,3.01811021e-07
3.30000000e-01,1.26451836e-08,3.09174464e-07
3.31000000e-01,1.29580844e-08,3.16714655e-07
3.32000000e-01,1.32786129e-08,3.24432037e-07
3.33000000e-01,1.36069485e-08,3.32334604e-07
3.34000000e-01,1.39432821e-08,3.40425466e-07
3.35000000e-01,1.42877994e-08,3.48707729e-07
3.36000000e-01,1.46406975e-08,3.57187613e-07
3.37000000e-01,1.50021746e-08,3.65869113e-07
3.38000000e-01,1.53724358e-08,3.74756670e-07
3.39000000e-01,1.57516880e-08,3.83854726e-07
3.40000000e-01,1.61401452e-08,3.93168609e-07
3.41000000e-01,1.65380252e-08,4.02702316e-07
3.42000000e-01,1.69455499e-08,4.12462509e-07
3.43000000e-01,1.73629502e-08,4.22453628e-07
3.44000000e-01,1.77904571e-08,4.32680114e-07
3.45000000e-01,1.82283104e-08,4.43147297e-07
3.46000000e-01,1.86767517e-08,4.53861393e-07
3.47000000e-01,1.91360332e-08,4.64829508e-07
3.48000000e-01,1.96064107e-08,4.76054307e-07
3.49000000e-01,2.00881418e-08,4.87542895e-07
3.50000000e-01,2.05814965e-08,4.99301933e-07
3.51000000e-01,2.10867457e-08,5.11336751e-07
3.52000000e-01,2.16041700e-08,5.23654453e-07
3.53000000e-01,2.21340546e-08,5.36259481e-07
3.54000000e-01,2.26766890e-08,5.49161161e-07
3.55000000e-01,2.32323769e-08,5.62363489e-07
3.56000000e-01,2.38014159e-08,5.75874459e-07
3.57000000e-01,2.43841258e-08,5.89702065e-07
3.58000000e-01,2.49808201e-08,6.03850303e-07
3.59000000e-01,2.55918264e-08,6.18329388e-07
3.60000000e-01,2.62174789e-08,6.33144204e-07
3.61000000e-01,2.68581148e-08,6.48304521e-07
3.62000000e-01,2.75140879e-08,6.63817001e-07
3.63000000e-01,2.81857488e-08,6.79689194e-07
3.64000000e-01,2.88734663e-08,6.95930868e-07
3.65000000e-01,2.95776106e-08,7.12546466e-07
3.66000000e-01,3.02985592e-08,7.29546645e-07
3.67000000e-01,3.10367039e-08,7.46941176e-07
3.68000000e-01,3.17924416e-08,7.64737162e-07
3.69000000e-01,3.25661782e-08,7.82943488e-07
3.70000000e-01,3.33583285e-08,8.01569033e-07
3.71000000e-01,3.41693163e-08,8.20623569e-07
3.72000000e-01,3.49995757e-08,8.40116421e-07
3.73000000e-01,3.58495491e-08,8.60056026e-07
3.74000000e-01,3.67196877e-08,8.80453932e-07
3.75000000e-01,3.76104570e-08,9.01320352e-07
3.76000000e-01,3.85223284e-08,9.22662835e-07
3.77000000e-01,3.94557826e-08,9.44493816e-07
3.78000000e-01,4.04113161e-08,9.66823954e-07
3.79000000e-01,4.13894305e-08,9.89663906e-07
3.80000000e-01,4.23906439e-08,1.01302433e-06
3.81000000e-01,4.34154792e-08,1.03691589e-06
3.82000000e-01,4.44644757e-08,1.06135145e-06
3.83000000e-01,4.55381821e-08,1.08634213e-06
3.84000000e-01,4.66371599e-08,1.11190079e-06
3.85000000e-01,4.77619837e-08,1.13803722e-06
3.86000000e-01,4.89132344e-08,1.16476606e-06
3.87000000e-01,5.00915158e-08,1.19210020e-06
3.88000000e-01,5.12974347e-08,1.22004984e-06
3.89000000e-01,5.25316155e-08,1.24863053e-06
3.90000000e-01,5.37946958e-08,1.27785604e-06
3.91000000e-01,5.50873276e-08,1.30774014e-06
3.92000000e-01,5.64101761e-08,1.33829392e-06
3.93000000e-01,5.77639154e-08,1.36953293e-06
3.94000000e-01,5.91492419e-08,1.40147538e-06
3.95000000e-01,6.05668662e-08,1.43413281e-06
3.96000000e-01,6.20175076e-08,1.46751944e-06
3.97000000e-01,6.35019051e-08,1.50165258e-06
3.98000000e-01,6.50208127e-08,1.53654689e-06
3.99000000e-01,6.65749988e-08,1.57221924e-06
4.00000000e-01,6.81652512e-08,1.60868607e-06
4.01000000e-01,6.97923710e-08,1.64596248e-06
4.02000000e-01,7.14571762e-08,1.68406711e-06
4.03000000e-01,7.31605052e-08,1.72301728e-06
4.04000000e-01,7.49032107e-08,1.76282899e-06
4.05000000e-01,7.66861632e-08,1.80352133e-06
4.06000000e-01,7.85102534e-08,1.84511428e-06
4.07000000e-01,8.03763918e-08,1.88762339e-06
4.08000000e-01,8.22855002e-08,1.93106819e-06
4.09000000e-01,8.42385282e-08,1.97546957e-06
4.10000000e-01,8.62364393e-08,2.02084660e-06
4.11000000e-01,8.82802214e-08,2.06721973e-06
4.12000000e-01,9.03708788e-08,2.11460982e-06
4.13000000e-01,9.25094410e-08,2.16303642e-06
4.14000000e-01,9.46969516e-08,2.21252217e-06
4.15000000e-01,9.69344853e-08,2.26308750e-06
4.16000000e-01,9.92231266e-08,2.31475328e-06
4.17000000e-01,1.01563992e-07,2.36754616e-06
4.18000000e-01,1.03958219e-07,2.42148657e-06
4.19000000e-01,1.06406965e-07,2.47659804e-06
4.20000000e-01,1.08911415e-07,2.53290411e-06
4.21000000e-01,1.11472773e-07,2.59042876e-06
4.22000000e-01,1.14092273e-07,2.64919819e-06
4.23000000e-01,1.16771170e-07,2.70923595e-06
4.24000000e-01,1.19510744e-07,2.77056866e-06
4.25000000e-01,1.22312307e-07,2.83322166e-06
4.26000000e-01,1.25177188e-07,2.89722202e-06
4.27000000e-01,1.28106751e-07,2.96259683e-06
4.28000000e-01,1.31102381e-07,3.02937320e-06
4.29000000e-01,1.34165497e-07,3.09758086e-06
4.30000000e-01,1.37297543e-07,3.16724513e-06
4.31000000e-01,1.40499988e-07,3.23839666e-06
4.32000000e-01,1.43774336e-07,3.31106831e-06
4.33000000e-01,1.47122124e-07,3.38528583e-06
4.34000000e-01,1.50544908e-07,3.46107942e-06
4.35000000e-01,1.54044283e-07,3.53848373e-06
4.36000000e-01,1.57621876e-07,3.61752939e-06
4.37000000e-01,1.61279342e-07,3.69824971e-06
4.38000000e-01,1.65018375e-07,3.78067710e-06
4.39000000e-01,1.68840696e-07,3.86484222e-06
4.40000000e-01,1.72748059e-07,3.95078104e-06
4.41000000e-01,1.76742258e-07,4.03853084e-06
4.42000000e-01,1.80825121e-07,4.12812495e-06
4.43000000e-01,1.84998508e-07,4.21959978e-06
4.44000000e-01,1.89264321e-07,4.31299174e-06
4.45000000e-01,1.93624492e-07,4.40833814e-06
4.46000000e-01,1.98080997e-07,4.50567761e-06
4.47000000e-01,2.02635847e-07,4.60504790e-06
4.48000000e-01,2.07291093e-07,4.70648898e-06
4.49000000e-01,2.12048825e-07,4.81004125e-06
4.50000000e-01,2.16911175e-07,4.91574426e-06
4.51000000e-01,2.21880313e-07,5.02364061e-06
4.52000000e-01,2.26958456e-07,5.13377163e-06
4.53000000e-01,2.32147856e-07,5.24618038e-06
4.54000000e-01,2.37450817e-07,5.36091171e-06
4.55000000e-01,2.42869680e-07,5.47800960e-06
4.56000000e-01,2.48406836e-07,5.59751800e-06
4.57000000e-01,2.54064716e-07,5.71948444e-06
4.58000000e-01,2.59845805e-07,5.84395421e-06
4.59000000e-01,2.65752624e-07,5.97097483e-06
4.60000000e-01,2.71787755e-07,6.10059603e-06
4.61000000e-01,2.77953816e-07,6.23286445e-06
4.62000000e-01,2.84253484e-07,6.36783559e-06
4.63000000e-01,2.90689488e-07,6.50555565e-06
4.64000000e-01,2.97264595e-07,6.64607569e-06
4.65000000e-01,3.03981639e-07,6.78945122e-06
4.66000000e-01,3.10843498e-07,6.93573421e-06
4.67000000e-01,3.17853107e-07,7.08498016e-06
4.68000000e-01,3.25013458e-07,7.23724281e-06
4.69000000e-01,3.32327593e-07,7.39257722e-06
4.70000000e-01,3.39798612e-07,7.55104423e-06
4.71000000e-01,3.47429681e-07,7.71269981e-06
4.72000000e-01,3.55224012e-07,7.87760213e-06
4.73000000e-01,3.63184886e-07,8.04581290e-06
4.74000000e-01,3.71315638e-07,8.21739166e-06
4.75000000e-01,3.79619669e-07,8.39240055e-06
4.76000000e-01,3.88100439e-07,8.57090221e-06
4.77000000e-01,3.96761473e-07,8.75296013e-06
4.78000000e-01,4.05606359e-07,8.93863961e-06
4.79000000e-01,4.14638753e-07,9.12800813e-06
4.80000000e-01,4.23862375e-07,9.32113053e-06
4.81000000e-01,4.33281014e-07,9.51807566e-06
4.82000000e-01,4.42898527e-07,9.71891101e-06
4.83000000e-01,4.52718836e-07,9.92370719e-06
4.84000000e-01,4.62745941e-07,1.01325384e-05
4.85000000e-01,4.72983912e-07,1.03454725e-05
4.86000000e-01,4.83436886e-07,1.05625833e-05
4.87000000e-01,4.94109079e-07,1.07839475e-05
4.88000000e-01,5.05004781e-07,1.10096385e-05
4.89000000e-01,5.16128356e-07,1.12397340e-05
4.90000000e-01,5.27484249e-07,1.14743104e-05
4.91000000e-01,5.39076977e-07,1.17134467e-05
4.92000000e-01,5.50911142e-07,1.19572232e-05
4.93000000e-01,5.62991423e-07,1.22057204e-05
4.94000000e-01,5.75322583e-07,1.24590223e-05
4.95000000e-01,5.87909468e-07,1.27172077e-05
4.96000000e-01,6.00756999e-07,1.29803643e-05
4.97000000e-01,6.13870196e-07,1.32485787e-05
4.98000000e-01,6.27254156e-07,1.35219329e-05
4.99000000e-01,6.40914062e-07,1.38005172e-05
5.00000000e-01,6.54855191e-07,1.40844203e-05
5.01000000e-01,6.69082903e-07,1.43737329e-05
5.02000000e-01,6.83602656e-07,1.46685455e-05
5.03000000e-01,6.98419994e-07,1.49689492e-05
5.04000000e-01,7.13540555e-07,1.52750372e-05
5.05000000e-01,7.28970068e-07,1.55869060e-05
5.06000000e-01,7.44714367e-07,1.59046496e-05
5.07000000e-01,7.60779368e-07,1.62283640e-05
5.08000000e-01,7.77171095e-07,1.65581491e-05
5.09000000e-01,7.93895666e-07,1.68940999e-05
5.10000000e-01,8.10959294e-07,1.72363204e-05
5.11000000e-01,8.28368306e-07,1.75849091e-05
5.12000000e-01,8.46129113e-07,1.79399668e-05
5.13000000e-01,8.64248240e-07,1.83015998e-05
5.14000000e-01,8.82732312e-07,1.86699096e-05
5.15000000e-01,9.01588059e-07,1.90450029e-05
