 0.00000000e+00  3.27709516e-12  0.00000000e+00  8.25766512e-11  0.00000000e+00  5.87184741e-01 
 1.00000000e-04  3.28536325e-12  1.00000000e-04  8.27852003e-11  1.00000000e-04  5.87184741e-01 
 2.00000000e-04  3.29365220e-12  2.00000000e-04  8.29940123e-11  2.00000000e-04  5.87184741e-01 
 3.00000000e-04  3.30196205e-12  3.00000000e-04  8.32033508e-11  3.00000000e-04  5.87184741e-01 
 4.00000000e-04  3.31029287e-12  4.00000000e-04  8.34132170e-11  4.00000000e-04  5.87184741e-01 
 5.00000000e-04  3.31864470e-12  5.00000000e-04  8.36236125e-11  5.00000000e-04  5.87184741e-01 
 6.00000000e-04  3.32701759e-12  6.00000000e-04  8.38345384e-11  6.00000000e-04  5.87184741e-01 
 7.00000000e-04  3.33541161e-12  7.00000000e-04  8.40459961e-11  7.00000000e-04  5.87184741e-01 
 8.00000000e-04  3.34382679e-12  8.00000000e-04  8.42579870e-11  8.00000000e-04  5.87184741e-01 
 9.00000000e-04  3.35226320e-12  9.00000000e-04  8.44705124e-11  9.00000000e-04  5.87184741e-01 
 1.00000000e-03  3.36072089e-12  1.00000000e-03  8.46835736e-11  1.00000000e-03  5.87184741e-01 
 1.10000000e-03  3.36919992e-12  1.10000000e-03  8.48971720e-11  1.10000000e-03  5.87184741e-01 
 1.20000000e-03  3.37770033e-12  1.20000000e-03  8.51113090e-11  1.20000000e-03  5.87184741e-01 
 1.30000000e-03  3.38622218e-12  1.30000000e-03  8.53259858e-11  1.30000000e-03  5.87184741e-01 
 1.40000000e-03  3.39476553e-12  1.40000000e-03  8.55412040e-11  1.40000000e-03  5.87184741e-01 
 1.50000000e-03  3.40333042e-12  1.50000000e-03  8.57569647e-11  1.50000000e-03  5.87184741e-01 
 1.60000000e-03  3.41191692e-12  1.60000000e-03  8.59732695e-11  1.60000000e-03  5.87184741e-01 
 1.70000000e-03  3.42052507e-12  1.70000000e-03  8.61901196e-11  1.70000000e-03  5.87184741e-01 
 1.80000000e-03  3.42915494e-12  1.80000000e-03  8.64075165e-11  1.80000000e-03  5.87184741e-01 
 1.90000000e-03  3.43780658e-12  1.90000000e-03  8.66254615e-11  1.90000000e-03  5.87184741e-01 
 2.00000000e-03  3.44648003e-12  2.00000000e-03  8.68439560e-11  2.00000000e-03  5.87184741e-01 
 2.10000000e-03  3.45517537e-12  2.10000000e-03  8.70630014e-11  2.10000000e-03  5.87184741e-01 
 2.20000000e-03  3.46389264e-12  2.20000000e-03  8.72825990e-11  2.20000000e-03  5.87184741e-01 
 2.30000000e-03  3.47263189e-12  2.30000000e-03  8.75027503e-11  2.30000000e-03  5.87184741e-01 
 2.40000000e-03  3.48139319e-12  2.40000000e-03  8.77234567e-11  2.40000000e-03  5.87184741e-01 
 2.50000000e-03  3.49017658e-12  2.50000000e-03  8.79447195e-11  2.50000000e-03  5.87184741e-01 
 2.60000000e-03  3.49898213e-12  2.60000000e-03  8.81665402e-11  2.60000000e-03  5.87184741e-01 
 2.70000000e-03  3.50780989e-12  2.70000000e-03  8.83889202e-11  2.70000000e-03  5.87184741e-01 
 2.80000000e-03  3.51665991e-12  2.80000000e-03  8.86118608e-11  2.80000000e-03  5.87184741e-01 
 2.90000000e-03  3.52553226e-12  2.90000000e-03  8.88353636e-11  2.90000000e-03  5.87184741e-01 
 3.00000000e-03  3.53442699e-12  3.00000000e-03  8.90594298e-11  3.00000000e-03  5.87184741e-01 
 3.10000000e-03  3.54334415e-12  3.10000000e-03  8.92840610e-11  3.10000000e-03  5.87184741e-01 
 3.20000000e-03  3.55228380e-12  3.20000000e-03  8.95092585e-11  3.20000000e-03  5.87184741e-01 
 3.30000000e-03  3.56124600e-12  3.30000000e-03  8.97350237e-11  3.30000000e-03  5.87184741e-01 
 3.40000000e-03  3.57023080e-12  3.40000000e-03  8.99613582e-11  3.40000000e-03  5.87184741e-01 
 3.50000000e-03  3.57923827e-12  3.50000000e-03  9.01882634e-11  3.50000000e-03  5.87184741e-01 
 3.60000000e-03  3.58826846e-12  3.60000000e-03  9.04157406e-11  3.60000000e-03  5.87184741e-01 
 3.70000000e-03  3.59732142e-12  3.70000000e-03  9.06437913e-11  3.70000000e-03  5.87184741e-01 
 3.80000000e-03  3.60639721e-12  3.80000000e-03  9.08724170e-11  3.80000000e-03  5.87184741e-01 
 3.90000000e-03  3.61549590e-12  3.90000000e-03  9.11016191e-11  3.90000000e-03  5.87184741e-01 
 4.00000000e-03  3.62461754e-12  4.00000000e-03  9.13313991e-11  4.00000000e-03  5.87184741e-01 
 4.10000000e-03  3.63376218e-12  4.10000000e-03  9.15617583e-11  4.10000000e-03  5.87184741e-01 
 4.20000000e-03  3.64292989e-12  4.20000000e-03  9.17926984e-11  4.20000000e-03  5.87184741e-01 
 4.30000000e-03  3.65212072e-12  4.30000000e-03  9.20242207e-11  4.30000000e-03  5.87184741e-01 
 4.40000000e-03  3.66133473e-12  4.40000000e-03  9.22563268e-11  4.40000000e-03  5.87184741e-01 
 4.50000000e-03  3.67057199e-12  4.50000000e-03  9.24890180e-11  4.50000000e-03  5.87184741e-01 
 4.60000000e-03  3.67983254e-12  4.60000000e-03  9.27222958e-11  4.60000000e-03  5.87184741e-01 
 4.70000000e-03  3.68911645e-12  4.70000000e-03  9.29561618e-11  4.70000000e-03  5.87184741e-01 
 4.80000000e-03  3.69842377e-12  4.80000000e-03  9.31906175e-11  4.80000000e-03  5.87184741e-01 
 4.90000000e-03  3.70775457e-12  4.90000000e-03  9.34256642e-11  4.90000000e-03  5.87184741e-01 
 5.00000000e-03  3.71710890e-12  5.00000000e-03  9.36613035e-11  5.00000000e-03  5.87184741e-01 
 5.10000000e-03  3.72648683e-12  5.10000000e-03  9.38975369e-11  5.10000000e-03  5.87184741e-01 
 5.20000000e-03  3.73588841e-12  5.20000000e-03  9.41343659e-11  5.20000000e-03  5.87184741e-01 
 5.30000000e-03  3.74531370e-12  5.30000000e-03  9.43717919e-11  5.30000000e-03  5.87184741e-01 
 5.40000000e-03  3.75476277e-12  5.40000000e-03  9.46098166e-11  5.40000000e-03  5.87184741e-01 
 5.50000000e-03  3.76423567e-12  5.50000000e-03  9.48484413e-11  5.50000000e-03  5.87184741e-01 
 5.60000000e-03  3.77373246e-12  5.60000000e-03  9.50876677e-11  5.60000000e-03  5.87184741e-01 
 5.70000000e-03  3.78325320e-12  5.70000000e-03  9.53274972e-11  5.70000000e-03  5.87184741e-01 
 5.80000000e-03  3.79279796e-12  5.80000000e-03  9.55679313e-11  5.80000000e-03  5.87184741e-01 
 5.90000000e-03  3.80236679e-12  5.90000000e-03  9.58089716e-11  5.90000000e-03  5.87184741e-01 
 6.00000000e-03  3.81195975e-12  6.00000000e-03  9.60506195e-11  6.00000000e-03  5.87184741e-01 
 6.10000000e-03  3.82157691e-12  6.10000000e-03  9.62928767e-11  6.10000000e-03  5.87184741e-01 
 6.20000000e-03  3.83121833e-12  6.20000000e-03  9.65357447e-11  6.20000000e-03  5.87184741e-01 
 6.30000000e-03  3.84088406e-12  6.30000000e-03  9.67792250e-11  6.30000000e-03  5.87184741e-01 
 6.40000000e-03  3.85057417e-12  6.40000000e-03  9.70233191e-11  6.40000000e-03  5.87184741e-01 
 6.50000000e-03  3.86028872e-12  6.50000000e-03  9.72680285e-11  6.50000000e-03  5.87184741e-01 
 6.60000000e-03  3.87002778e-12  6.60000000e-03  9.75133550e-11  6.60000000e-03  5.87184741e-01 
 6.70000000e-03  3.87979139e-12  6.70000000e-03  9.77592999e-11  6.70000000e-03  5.87184741e-01 
 6.80000000e-03  3.88957964e-12  6.80000000e-03  9.80058648e-11  6.80000000e-03  5.87184741e-01 
 6.90000000e-03  3.89939257e-12  6.90000000e-03  9.82530514e-11  6.90000000e-03  5.87184741e-01 
 7.00000000e-03  3.90923025e-12  7.00000000e-03  9.85008612e-11  7.00000000e-03  5.87184741e-01 
 7.10000000e-03  3.91909274e-12  7.10000000e-03  9.87492957e-11  7.10000000e-03  5.87184741e-01 
 7.20000000e-03  3.92898011e-12  7.20000000e-03  9.89983565e-11  7.20000000e-03  5.87184741e-01 
 7.30000000e-03  3.93889241e-12  7.30000000e-03  9.92480452e-11  7.30000000e-03  5.87184741e-01 
 7.40000000e-03  3.94882971e-12  7.40000000e-03  9.94983634e-11  7.40000000e-03  5.87184741e-01 
 7.50000000e-03  3.95879208e-12  7.50000000e-03  9.97493127e-11  7.50000000e-03  5.87184741e-01 
 7.60000000e-03  3.96877958e-12  7.60000000e-03  1.00000895e-10  7.60000000e-03  5.87184741e-01 
 7.70000000e-03  3.97879226e-12  7.70000000e-03  1.00253111e-10  7.70000000e-03  5.87184741e-01 
 7.80000000e-03  3.98883020e-12  7.80000000e-03  1.00505963e-10  7.80000000e-03  5.87184741e-01 
 7.90000000e-03  3.99889345e-12  7.90000000e-03  1.00759452e-10  7.90000000e-03  5.87184741e-01 
 8.00000000e-03  4.00898209e-12  8.00000000e-03  1.01013581e-10  8.00000000e-03  5.87184741e-01 
 8.10000000e-03  4.01909617e-12  8.10000000e-03  1.01268350e-10  8.10000000e-03  5.87184741e-01 
 8.20000000e-03  4.02923576e-12  8.20000000e-03  1.01523762e-10  8.20000000e-03  5.87184741e-01 
 8.30000000e-03  4.03940092e-12  8.30000000e-03  1.01779817e-10  8.30000000e-03  5.87184741e-01 
 8.40000000e-03  4.04959172e-12  8.40000000e-03  1.02036518e-10  8.40000000e-03  5.87184741e-01 
 8.50000000e-03  4.05980823e-12  8.50000000e-03  1.02293866e-10  8.50000000e-03  5.87184741e-01 
 8.60000000e-03  4.07005050e-12  8.60000000e-03  1.02551863e-10  8.60000000e-03  5.87184741e-01 
 8.70000000e-03  4.08031860e-12  8.70000000e-03  1.02810510e-10  8.70000000e-03  5.87184741e-01 
 8.80000000e-03  4.09061260e-12  8.80000000e-03  1.03069810e-10  8.80000000e-03  5.87184741e-01 
 8.90000000e-03  4.10093256e-12  8.90000000e-03  1.03329763e-10  8.90000000e-03  5.87184741e-01 
