dc,V
7.41000000e-01,-8.43967208e-02
7.42000000e-01,-8.59210392e-02
7.43000000e-01,-8.74721225e-02
7.44000000e-01,-8.90497828e-02
7.45000000e-01,-9.06499191e-02
7.46000000e-01,-9.22804438e-02
7.47000000e-01,-9.39394514e-02
7.48000000e-01,-9.56186220e-02
7.49000000e-01,-9.73291591e-02
7.50000000e-01,-9.90703244e-02
7.51000000e-01,-1.00836601e-01
7.52000000e-01,-1.02630198e-01
7.53000000e-01,-1.04451177e-01
7.54000000e-01,-1.06302697e-01
7.55000000e-01,-1.08183272e-01
7.56000000e-01,-1.10094740e-01
7.57000000e-01,-1.12032819e-01
7.58000000e-01,-1.14002505e-01
7.59000000e-01,-1.16003606e-01
7.60000000e-01,-1.18032007e-01
7.61000000e-01,-1.20094145e-01
7.62000000e-01,-1.22189691e-01
7.63000000e-01,-1.24311624e-01
7.64000000e-01,-1.26463716e-01
7.65000000e-01,-1.28654612e-01
7.66000000e-01,-1.30875033e-01
7.67000000e-01,-1.33124562e-01
7.68000000e-01,-1.35409297e-01
7.69000000e-01,-1.37727464e-01
7.70000000e-01,-1.40082341e-01
7.71000000e-01,-1.42465120e-01
7.72000000e-01,-1.44879697e-01
7.73000000e-01,-1.47333227e-01
7.74000000e-01,-1.49817996e-01
7.75000000e-01,-1.52337785e-01
7.76000000e-01,-1.54896834e-01
7.77000000e-01,-1.57484765e-01
7.78000000e-01,-1.60108493e-01
7.79000000e-01,-1.62767608e-01
7.80000000e-01,-1.65459399e-01
7.81000000e-01,-1.68193011e-01
7.82000000e-01,-1.70960534e-01
7.83000000e-01,-1.73762808e-01
7.84000000e-01,-1.76599932e-01
7.85000000e-01,-1.79472043e-01
7.86000000e-01,-1.82380733e-01
7.87000000e-01,-1.85326000e-01
7.88000000e-01,-1.88310885e-01
7.89000000e-01,-1.91330889e-01
7.90000000e-01,-1.94385064e-01
7.91000000e-01,-1.97477983e-01
7.92000000e-01,-2.00609360e-01
7.93000000e-01,-2.03774952e-01
7.94000000e-01,-2.06978134e-01
7.95000000e-01,-2.10220170e-01
7.96000000e-01,-2.13495210e-01
7.97000000e-01,-2.16811108e-01
7.98000000e-01,-2.20164362e-01
7.99000000e-01,-2.23555323e-01
8.00000000e-01,-2.26982575e-01
8.01000000e-01,-2.30439021e-01
8.02000000e-01,-2.33938406e-01
8.03000000e-01,-2.37483965e-01
8.04000000e-01,-2.41059432e-01
8.05000000e-01,-2.44670577e-01
8.06000000e-01,-2.48322783e-01
8.07000000e-01,-2.52006864e-01
8.08000000e-01,-2.55726505e-01
8.09000000e-01,-2.59490131e-01
8.10000000e-01,-2.63291196e-01
8.11000000e-01,-2.67122954e-01
8.12000000e-01,-2.70994692e-01
8.13000000e-01,-2.74902707e-01
8.14000000e-01,-2.78844346e-01
8.15000000e-01,-2.82824160e-01
8.16000000e-01,-2.86841725e-01
8.17000000e-01,-2.90894103e-01
8.18000000e-01,-2.94982933e-01
8.19000000e-01,-2.99106568e-01
8.20000000e-01,-3.03265067e-01
8.21000000e-01,-3.07461252e-01
8.22000000e-01,-3.11693350e-01
8.23000000e-01,-3.15959955e-01
8.24000000e-01,-3.20258188e-01
8.25000000e-01,-3.24589640e-01
8.26000000e-01,-3.28959883e-01
8.27000000e-01,-3.33366882e-01
8.28000000e-01,-3.37803407e-01
8.29000000e-01,-3.42268487e-01
8.30000000e-01,-3.46776599e-01
8.31000000e-01,-3.51316266e-01
8.32000000e-01,-3.55880975e-01
8.33000000e-01,-3.60488563e-01
8.34000000e-01,-3.65122939e-01
8.35000000e-01,-3.69789534e-01
8.36000000e-01,-3.74490713e-01
8.37000000e-01,-3.79220286e-01
8.38000000e-01,-3.83982928e-01
8.39000000e-01,-3.88773757e-01
8.40000000e-01,-3.93598764e-01
8.41000000e-01,-3.98450057e-01
8.42000000e-01,-4.03332399e-01
8.43000000e-01,-4.08248151e-01
8.44000000e-01,-4.13189657e-01
8.45000000e-01,-4.18161667e-01
8.46000000e-01,-4.23162184e-01
8.47000000e-01,-4.28191136e-01
8.48000000e-01,-4.33246882e-01
8.49000000e-01,-4.38329338e-01
8.50000000e-01,-4.43439751e-01
8.51000000e-01,-4.48577803e-01
8.52000000e-01,-4.53744738e-01
8.53000000e-01,-4.58934450e-01
8.54000000e-01,-4.64147183e-01
8.55000000e-01,-4.69388511e-01
8.56000000e-01,-4.74656321e-01
8.57000000e-01,-4.79947622e-01
8.58000000e-01,-4.85262424e-01
8.59000000e-01,-4.90603401e-01
8.60000000e-01,-4.95964328e-01
8.61000000e-01,-5.01346875e-01
8.62000000e-01,-5.06759386e-01
8.63000000e-01,-5.12192302e-01
8.64000000e-01,-5.17641723e-01
8.65000000e-01,-5.23114993e-01
8.66000000e-01,-5.28611335e-01
8.67000000e-01,-5.34127631e-01
8.68000000e-01,-5.39663879e-01
8.69000000e-01,-5.45221302e-01
8.70000000e-01,-5.50799565e-01
8.71000000e-01,-5.56391227e-01
8.72000000e-01,-5.62006702e-01
8.73000000e-01,-5.67642146e-01
8.74000000e-01,-5.73290308e-01
8.75000000e-01,-5.78964501e-01
8.76000000e-01,-5.84649130e-01
8.77000000e-01,-5.90349325e-01
8.78000000e-01,-5.96071806e-01
8.79000000e-01,-6.01807151e-01
8.80000000e-01,-6.07558643e-01
8.81000000e-01,-6.13327322e-01
8.82000000e-01,-6.19111412e-01
8.83000000e-01,-6.24906478e-01
8.84000000e-01,-6.30718382e-01
8.85000000e-01,-6.36545075e-01
8.86000000e-01,-6.42383542e-01
8.87000000e-01,-6.48238109e-01
8.88000000e-01,-6.54102513e-01
8.89000000e-01,-6.59982690e-01
8.90000000e-01,-6.65876624e-01
8.91000000e-01,-6.71776982e-01
8.92000000e-01,-6.77691274e-01
8.93000000e-01,-6.83618828e-01
8.94000000e-01,-6.89553658e-01
8.95000000e-01,-6.95501720e-01
8.96000000e-01,-7.01462458e-01
8.97000000e-01,-7.07425582e-01
8.98000000e-01,-7.13403088e-01
8.99000000e-01,-7.19392632e-01
9.00000000e-01,-7.25386866e-01
9.01000000e-01,-7.31391857e-01
9.02000000e-01,-7.37404207e-01
9.03000000e-01,-7.43425323e-01
9.04000000e-01,-7.49456396e-01
9.05000000e-01,-7.55491403e-01
9.06000000e-01,-7.61533412e-01
9.07000000e-01,-7.67586410e-01
9.08000000e-01,-7.73644189e-01
9.09000000e-01,-7.79706929e-01
9.10000000e-01,-7.85777382e-01
9.11000000e-01,-7.91852332e-01
9.12000000e-01,-7.97934650e-01
9.13000000e-01,-8.04019728e-01
9.14000000e-01,-8.10109090e-01
9.15000000e-01,-8.16208267e-01
9.16000000e-01,-8.22312440e-01
9.17000000e-01,-8.28417394e-01
9.18000000e-01,-8.34524724e-01
9.19000000e-01,-8.40639960e-01
9.20000000e-01,-8.46759737e-01
9.21000000e-01,-8.52879754e-01
9.22000000e-01,-8.59001602e-01
9.23000000e-01,-8.65125103e-01
9.24000000e-01,-8.71257254e-01
9.25000000e-01,-8.77393231e-01
9.26000000e-01,-8.83524514e-01
9.27000000e-01,-8.89662970e-01
9.28000000e-01,-8.95799329e-01
9.29000000e-01,-9.01939549e-01
9.30000000e-01,-9.08084733e-01
9.31000000e-01,-9.14223189e-01
9.32000000e-01,-9.20369726e-01
9.33000000e-01,-9.26513576e-01
9.34000000e-01,-9.32660717e-01
9.35000000e-01,-9.38810880e-01
9.36000000e-01,-9.44956743e-01
9.37000000e-01,-9.51104324e-01
9.38000000e-01,-9.57251869e-01
9.39000000e-01,-9.63402141e-01
9.40000000e-01,-9.69549223e-01
9.41000000e-01,-9.75696143e-01
9.42000000e-01,-9.81842742e-01
9.43000000e-01,-9.87988893e-01
9.44000000e-01,-9.94133097e-01
9.45000000e-01,-1.00028104e+00
9.46000000e-01,-1.00642384e+00
9.47000000e-01,-1.01256319e+00
9.48000000e-01,-1.01871046e+00
9.49000000e-01,-1.02485076e+00
9.50000000e-01,-1.03098740e+00
9.51000000e-01,-1.03712610e+00
9.52000000e-01,-1.04325933e+00
9.53000000e-01,-1.04939441e+00
9.54000000e-01,-1.05552820e+00
9.55000000e-01,-1.06165498e+00
9.56000000e-01,-1.06778213e+00
9.57000000e-01,-1.07390649e+00
9.58000000e-01,-1.08003086e+00
9.59000000e-01,-1.08615086e+00
9.60000000e-01,-1.09226800e+00
9.61000000e-01,-1.09838508e+00
9.62000000e-01,-1.10449622e+00
9.63000000e-01,-1.11060584e+00
9.64000000e-01,-1.11671522e+00
9.65000000e-01,-1.12281993e+00
9.66000000e-01,-1.12892150e+00
9.67000000e-01,-1.13501710e+00
9.68000000e-01,-1.14110959e+00
9.69000000e-01,-1.14720312e+00
9.70000000e-01,-1.15329317e+00
9.71000000e-01,-1.15937981e+00
9.72000000e-01,-1.16545887e+00
9.73000000e-01,-1.17153612e+00
9.74000000e-01,-1.17761420e+00
9.75000000e-01,-1.18368159e+00
9.76000000e-01,-1.18974851e+00
9.77000000e-01,-1.19581620e+00
9.78000000e-01,-1.20187449e+00
9.79000000e-01,-1.20792936e+00
9.80000000e-01,-1.21398078e+00
9.81000000e-01,-1.22002860e+00
9.82000000e-01,-1.22607702e+00
9.83000000e-01,-1.23212025e+00
9.84000000e-01,-1.23815416e+00
9.85000000e-01,-1.24418744e+00
9.86000000e-01,-1.25021566e+00
9.87000000e-01,-1.25624014e+00
9.88000000e-01,-1.26226235e+00
9.89000000e-01,-1.26827656e+00
9.90000000e-01,-1.27428995e+00
9.91000000e-01,-1.28029818e+00
9.92000000e-01,-1.28630121e+00
9.93000000e-01,-1.29230335e+00
9.94000000e-01,-1.29829604e+00
9.95000000e-01,-1.30428783e+00
9.96000000e-01,-1.31027728e+00
9.97000000e-01,-1.31625720e+00
9.98000000e-01,-1.32223622e+00
9.99000000e-01,-1.32821008e+00
1.00000000e+00,-1.33418008e+00
1.00100000e+00,-1.34014628e+00
1.00200000e+00,-1.34610444e+00
1.00300000e+00,-1.35206166e+00
1.00400000e+00,-1.35801368e+00
1.00500000e+00,-1.36396041e+00
1.00600000e+00,-1.36990616e+00
1.00700000e+00,-1.37584383e+00
1.00800000e+00,-1.38178047e+00
1.00900000e+00,-1.38771052e+00
1.01000000e+00,-1.39363530e+00
1.01100000e+00,-1.39955635e+00
1.01200000e+00,-1.40547078e+00
1.01300000e+00,-1.41138422e+00
1.01400000e+00,-1.41729383e+00
1.01500000e+00,-1.42319394e+00
1.01600000e+00,-1.42909311e+00
1.01700000e+00,-1.43498994e+00
1.01800000e+00,-1.44088003e+00
1.01900000e+00,-1.44676771e+00
1.02000000e+00,-1.45264882e+00
1.02100000e+00,-1.45852474e+00
1.02200000e+00,-1.46439694e+00
1.02300000e+00,-1.47026537e+00
1.02400000e+00,-1.47612720e+00
1.02500000e+00,-1.48198944e+00
1.02600000e+00,-1.48784513e+00
1.02700000e+00,-1.49369278e+00
1.02800000e+00,-1.49954095e+00
1.02900000e+00,-1.50538541e+00
1.03000000e+00,-1.51122181e+00
1.03100000e+00,-1.51705450e+00
1.03200000e+00,-1.52288632e+00
1.03300000e+00,-1.52871159e+00
1.03400000e+00,-1.53452891e+00
1.03500000e+00,-1.54034539e+00
1.03600000e+00,-1.54615824e+00
1.03700000e+00,-1.55196727e+00
1.03800000e+00,-1.55777120e+00
1.03900000e+00,-1.56356868e+00
1.04000000e+00,-1.56936528e+00
1.04100000e+00,-1.57515826e+00
1.04200000e+00,-1.58094470e+00
1.04300000e+00,-1.58672747e+00
1.04400000e+00,-1.59250805e+00
1.04500000e+00,-1.59828221e+00
1.04600000e+00,-1.60405267e+00
1.04700000e+00,-1.60981958e+00
1.04800000e+00,-1.61558148e+00
1.04900000e+00,-1.62134112e+00
1.05000000e+00,-1.62709717e+00
1.05100000e+00,-1.63284820e+00
1.05200000e+00,-1.63859287e+00
1.05300000e+00,-1.64433399e+00
1.05400000e+00,-1.65007573e+00
1.05500000e+00,-1.65581114e+00
1.05600000e+00,-1.66154145e+00
1.05700000e+00,-1.66727103e+00
1.05800000e+00,-1.67299573e+00
1.05900000e+00,-1.67871266e+00
1.06000000e+00,-1.68442746e+00
1.06100000e+00,-1.69014161e+00
1.06200000e+00,-1.69584944e+00
1.06300000e+00,-1.70155636e+00
1.06400000e+00,-1.70725578e+00
1.06500000e+00,-1.71295157e+00
1.06600000e+00,-1.71864673e+00
1.06700000e+00,-1.72433841e+00
1.06800000e+00,-1.73002649e+00
1.06900000e+00,-1.73570426e+00
1.07000000e+00,-1.74138259e+00
1.07100000e+00,-1.74706183e+00
1.07200000e+00,-1.75273475e+00
1.07300000e+00,-1.75840401e+00
1.07400000e+00,-1.76406993e+00
1.07500000e+00,-1.76973239e+00
1.07600000e+00,-1.77538869e+00
1.07700000e+00,-1.78104287e+00
1.07800000e+00,-1.78669781e+00
1.07900000e+00,-1.79234660e+00
1.08000000e+00,-1.79798633e+00
1.08100000e+00,-1.80362945e+00
1.08200000e+00,-1.80927218e+00
1.08300000e+00,-1.81490583e+00
1.08400000e+00,-1.82053858e+00
1.08500000e+00,-1.82616683e+00
1.08600000e+00,-1.83179156e+00
1.08700000e+00,-1.83741562e+00
1.08800000e+00,-1.84303499e+00
1.08900000e+00,-1.84864947e+00
1.09000000e+00,-1.85426193e+00
1.09100000e+00,-1.85987378e+00
1.09200000e+00,-1.86548224e+00
1.09300000e+00,-1.87108449e+00
1.09400000e+00,-1.87668195e+00
1.09500000e+00,-1.88228016e+00
1.09600000e+00,-1.88787916e+00
1.09700000e+00,-1.89347200e+00
1.09800000e+00,-1.89905986e+00
1.09900000e+00,-1.90464578e+00
1.10000000e+00,-1.91022841e+00
1.10100000e+00,-1.91580894e+00
1.10200000e+00,-1.92138879e+00
1.10300000e+00,-1.92696393e+00
1.10400000e+00,-1.93253553e+00
1.10500000e+00,-1.93810246e+00
1.10600000e+00,-1.94366999e+00
1.10700000e+00,-1.94923831e+00
1.10800000e+00,-1.95479915e+00
1.10900000e+00,-1.96035631e+00
1.11000000e+00,-1.96591292e+00
1.11100000e+00,-1.97146488e+00
1.11200000e+00,-1.97701462e+00
1.11300000e+00,-1.98256639e+00
1.11400000e+00,-1.98811218e+00
1.11500000e+00,-1.99365557e+00
1.11600000e+00,-1.99919703e+00
1.11700000e+00,-2.00473506e+00
1.11800000e+00,-2.01027094e+00
1.11900000e+00,-2.01580342e+00
1.12000000e+00,-2.02133508e+00
1.12100000e+00,-2.02686471e+00
1.12200000e+00,-2.03239083e+00
1.12300000e+00,-2.03791608e+00
1.12400000e+00,-2.04343796e+00
1.12500000e+00,-2.04895759e+00
1.12600000e+00,-2.05447645e+00
1.12700000e+00,-2.05998921e+00
1.12800000e+00,-2.06550225e+00
1.12900000e+00,-2.07101338e+00
1.13000000e+00,-2.07652089e+00
1.13100000e+00,-2.08203011e+00
1.13200000e+00,-2.08753205e+00
1.13300000e+00,-2.09303271e+00
1.13400000e+00,-2.09853540e+00
1.13500000e+00,-2.10403466e+00
1.13600000e+00,-2.10952877e+00
1.13700000e+00,-2.11502190e+00
1.13800000e+00,-2.12051560e+00
1.13900000e+00,-2.12600576e+00
1.14000000e+00,-2.13149476e+00
1.14100000e+00,-2.13697894e+00
1.14200000e+00,-2.14246460e+00
1.14300000e+00,-2.14794955e+00
1.14400000e+00,-2.15342679e+00
1.14500000e+00,-2.15890399e+00
1.14600000e+00,-2.16438186e+00
1.14700000e+00,-2.16985868e+00
1.14800000e+00,-2.17532909e+00
1.14900000e+00,-2.18080210e+00
1.15000000e+00,-2.18627446e+00
1.15100000e+00,-2.19174160e+00
1.15200000e+00,-2.19720870e+00
1.15300000e+00,-2.20266968e+00
1.15400000e+00,-2.20813313e+00
1.15500000e+00,-2.21359585e+00
1.15600000e+00,-2.21905459e+00
1.15700000e+00,-2.22451457e+00
1.15800000e+00,-2.22997099e+00
1.15900000e+00,-2.23542592e+00
1.16000000e+00,-2.24087840e+00
1.16100000e+00,-2.24632956e+00
1.16200000e+00,-2.25178340e+00
1.16300000e+00,-2.25723093e+00
1.16400000e+00,-2.26267536e+00
1.16500000e+00,-2.26812382e+00
1.16600000e+00,-2.27356871e+00
1.16700000e+00,-2.27901179e+00
1.16800000e+00,-2.28445488e+00
1.16900000e+00,-2.28989405e+00
1.17000000e+00,-2.29533416e+00
1.17100000e+00,-2.30077049e+00
1.17200000e+00,-2.30620766e+00
1.17300000e+00,-2.31164361e+00
1.17400000e+00,-2.31707791e+00
1.17500000e+00,-2.32251195e+00
1.17600000e+00,-2.32794191e+00
1.17700000e+00,-2.33337266e+00
1.17800000e+00,-2.33880080e+00
1.17900000e+00,-2.34422969e+00
1.18000000e+00,-2.34965714e+00
1.18100000e+00,-2.35508149e+00
1.18200000e+00,-2.36050664e+00
1.18300000e+00,-2.36592901e+00
1.18400000e+00,-2.37135072e+00
1.18500000e+00,-2.37677336e+00
1.18600000e+00,-2.38219432e+00
1.18700000e+00,-2.38761332e+00
1.18800000e+00,-2.39303303e+00
1.18900000e+00,-2.39845105e+00
1.19000000e+00,-2.40386449e+00
1.19100000e+00,-2.40928095e+00
1.19200000e+00,-2.41469723e+00
1.19300000e+00,-2.42011009e+00
1.19400000e+00,-2.42552077e+00
1.19500000e+00,-2.43093205e+00
1.19600000e+00,-2.43634404e+00
1.19700000e+00,-2.44175271e+00
1.19800000e+00,-2.44716414e+00
1.19900000e+00,-2.45257130e+00
1.20000000e+00,-2.45797842e+00
1.20100000e+00,-2.46338619e+00
1.20200000e+00,-2.46879181e+00
1.20300000e+00,-2.47419758e+00
1.20400000e+00,-2.47960124e+00
1.20500000e+00,-2.48500630e+00
1.20600000e+00,-2.49040928e+00
1.20700000e+00,-2.49580970e+00
1.20800000e+00,-2.50121279e+00
1.20900000e+00,-2.50661257e+00
1.21000000e+00,-2.51201461e+00
1.21100000e+00,-2.51741584e+00
1.21200000e+00,-2.52281187e+00
1.21300000e+00,-2.52821266e+00
1.21400000e+00,-2.53361032e+00
1.21500000e+00,-2.53900742e+00
1.21600000e+00,-2.54440840e+00
1.21700000e+00,-2.54980202e+00
1.21800000e+00,-2.55519473e+00
1.21900000e+00,-2.56059270e+00
1.22000000e+00,-2.56598966e+00
1.22100000e+00,-2.57138222e+00
1.22200000e+00,-2.57677550e+00
1.22300000e+00,-2.58217133e+00
1.22400000e+00,-2.58756446e+00
1.22500000e+00,-2.59295561e+00
1.22600000e+00,-2.59835014e+00
1.22700000e+00,-2.60374211e+00
1.22800000e+00,-2.60913069e+00
1.22900000e+00,-2.61452619e+00
1.23000000e+00,-2.61991689e+00
1.23100000e+00,-2.62530622e+00
1.23200000e+00,-2.63069763e+00
1.23300000e+00,-2.63608864e+00
1.23400000e+00,-2.64148006e+00
1.23500000e+00,-2.64686833e+00
1.23600000e+00,-2.65225681e+00
1.23700000e+00,-2.65764597e+00
1.23800000e+00,-2.66303434e+00
1.23900000e+00,-2.66842424e+00
1.24000000e+00,-2.67381591e+00
1.24100000e+00,-2.67920171e+00
1.24200000e+00,-2.68458843e+00
1.24300000e+00,-2.68997956e+00
1.24400000e+00,-2.69536622e+00
1.24500000e+00,-2.70075487e+00
1.24600000e+00,-2.70614409e+00
1.24700000e+00,-2.71152958e+00
1.24800000e+00,-2.71691972e+00
1.24900000e+00,-2.72230925e+00
1.25000000e+00,-2.72769468e+00
1.25100000e+00,-2.73308220e+00
1.25200000e+00,-2.73847003e+00
1.25300000e+00,-2.74385636e+00
1.25400000e+00,-2.74924605e+00
1.25500000e+00,-2.75463588e+00
1.25600000e+00,-2.76002153e+00
1.25700000e+00,-2.76540895e+00
1.25800000e+00,-2.77079521e+00
1.25900000e+00,-2.77618453e+00
1.26000000e+00,-2.78157498e+00
1.26100000e+00,-2.78696362e+00
1.26200000e+00,-2.79235028e+00
1.26300000e+00,-2.79773631e+00
1.26400000e+00,-2.80312670e+00
1.26500000e+00,-2.80851687e+00
1.26600000e+00,-2.81390361e+00
1.26700000e+00,-2.81929421e+00
1.26800000e+00,-2.82468338e+00
1.26900000e+00,-2.83007135e+00
1.27000000e+00,-2.83546333e+00
1.27100000e+00,-2.84085118e+00
1.27200000e+00,-2.84624355e+00
1.27300000e+00,-2.85163318e+00
1.27400000e+00,-2.85702244e+00
1.27500000e+00,-2.86241565e+00
1.27600000e+00,-2.86780690e+00
1.27700000e+00,-2.87319778e+00
1.27800000e+00,-2.87858876e+00
1.27900000e+00,-2.88398217e+00
1.28000000e+00,-2.88937692e+00
1.28100000e+00,-2.89476790e+00
1.28200000e+00,-2.90015827e+00
1.28300000e+00,-2.90555224e+00
1.28400000e+00,-2.91094755e+00
1.28500000e+00,-2.91634486e+00
1.28600000e+00,-2.92173710e+00
1.28700000e+00,-2.92713076e+00
1.28800000e+00,-2.93252806e+00
1.28900000e+00,-2.93792393e+00
1.29000000e+00,-2.94332132e+00
1.29100000e+00,-2.94871717e+00
1.29200000e+00,-2.95411336e+00
1.29300000e+00,-2.95951264e+00
1.29400000e+00,-2.96491027e+00
1.29500000e+00,-2.97030921e+00
1.29600000e+00,-2.97570997e+00
1.29700000e+00,-2.98110879e+00
1.29800000e+00,-2.98650882e+00
1.29900000e+00,-2.99190935e+00
1.30000000e+00,-2.99731126e+00
1.30100000e+00,-3.00271345e+00
1.30200000e+00,-3.00811333e+00
1.30300000e+00,-3.01351780e+00
1.30400000e+00,-3.01892410e+00
1.30500000e+00,-3.02432550e+00
1.30600000e+00,-3.02973220e+00
1.30700000e+00,-3.03513725e+00
1.30800000e+00,-3.04054046e+00
1.30900000e+00,-3.04594933e+00
1.31000000e+00,-3.05135744e+00
1.31100000e+00,-3.05676482e+00
1.31200000e+00,-3.06217422e+00
1.31300000e+00,-3.06758347e+00
1.31400000e+00,-3.07299097e+00
1.31500000e+00,-3.07840019e+00
1.31600000e+00,-3.08381272e+00
1.31700000e+00,-3.08922725e+00
1.31800000e+00,-3.09463879e+00
1.31900000e+00,-3.10005161e+00
1.32000000e+00,-3.10546639e+00
1.32100000e+00,-3.11087818e+00
1.32200000e+00,-3.11629463e+00
1.32300000e+00,-3.12171205e+00
1.32400000e+00,-3.12712839e+00
1.32500000e+00,-3.13254831e+00
1.32600000e+00,-3.13796532e+00
1.32700000e+00,-3.14338430e+00
1.32800000e+00,-3.14880610e+00
1.32900000e+00,-3.15422576e+00
1.33000000e+00,-3.15964504e+00
1.33100000e+00,-3.16506671e+00
1.33200000e+00,-3.17049205e+00
1.33300000e+00,-3.17591630e+00
1.33400000e+00,-3.18134002e+00
1.33500000e+00,-3.18676703e+00
1.33600000e+00,-3.19219296e+00
1.33700000e+00,-3.19761941e+00
1.33800000e+00,-3.20304679e+00
1.33900000e+00,-3.20847729e+00
1.34000000e+00,-3.21390642e+00
1.34100000e+00,-3.21933473e+00
1.34200000e+00,-3.22476828e+00
1.34300000e+00,-3.23020065e+00
1.34400000e+00,-3.23563194e+00
1.34500000e+00,-3.24106944e+00
1.34600000e+00,-3.24650460e+00
1.34700000e+00,-3.25193721e+00
1.34800000e+00,-3.25737581e+00
1.34900000e+00,-3.26281315e+00
1.35000000e+00,-3.26825024e+00
1.35100000e+00,-3.27368874e+00
1.35200000e+00,-3.27912985e+00
1.35300000e+00,-3.28457354e+00
1.35400000e+00,-3.29001739e+00
1.35500000e+00,-3.29545883e+00
1.35600000e+00,-3.30090001e+00
1.35700000e+00,-3.30634467e+00
1.35800000e+00,-3.31179301e+00
1.35900000e+00,-3.31724023e+00
1.36000000e+00,-3.32268691e+00
1.36100000e+00,-3.32813451e+00
1.36200000e+00,-3.33358310e+00
1.36300000e+00,-3.33903709e+00
1.36400000e+00,-3.34449007e+00
1.36500000e+00,-3.34993994e+00
1.36600000e+00,-3.35539252e+00
1.36700000e+00,-3.36084961e+00
1.36800000e+00,-3.36630418e+00
1.36900000e+00,-3.37175880e+00
1.37000000e+00,-3.37721976e+00
1.37100000e+00,-3.38267842e+00
1.37200000e+00,-3.38813466e+00
1.37300000e+00,-3.39359571e+00
1.37400000e+00,-3.39905661e+00
1.37500000e+00,-3.40451978e+00
1.37600000e+00,-3.40998459e+00
1.37700000e+00,-3.41544741e+00
1.37800000e+00,-3.42091351e+00
1.37900000e+00,-3.42638132e+00
1.38000000e+00,-3.43184812e+00
1.38100000e+00,-3.43731592e+00
1.38200000e+00,-3.44278280e+00
1.38300000e+00,-3.44825513e+00
1.38400000e+00,-3.45372691e+00
1.38500000e+00,-3.45919824e+00
1.38600000e+00,-3.46467393e+00
1.38700000e+00,-3.47014657e+00
1.38800000e+00,-3.47562407e+00
1.38900000e+00,-3.48109977e+00
1.39000000e+00,-3.48657699e+00
1.39100000e+00,-3.49205641e+00
1.39200000e+00,-3.49753563e+00
1.39300000e+00,-3.50301658e+00
1.39400000e+00,-3.50849732e+00
1.39500000e+00,-3.51398085e+00
1.39600000e+00,-3.51946420e+00
1.39700000e+00,-3.52495021e+00
1.39800000e+00,-3.53043487e+00
1.39900000e+00,-3.53592091e+00
1.40000000e+00,-3.54141098e+00
1.40100000e+00,-3.54689966e+00
1.40200000e+00,-3.55238733e+00
1.40300000e+00,-3.55787981e+00
1.40400000e+00,-3.56337430e+00
1.40500000e+00,-3.56886251e+00
1.40600000e+00,-3.57435692e+00
1.40700000e+00,-3.57985367e+00
1.40800000e+00,-3.58534948e+00
1.40900000e+00,-3.59084753e+00
1.41000000e+00,-3.59634496e+00
1.41100000e+00,-3.60184677e+00
1.41200000e+00,-3.60734593e+00
1.41300000e+00,-3.61284365e+00
1.41400000e+00,-3.61834586e+00
1.41500000e+00,-3.62384974e+00
1.41600000e+00,-3.62935469e+00
1.41700000e+00,-3.63486295e+00
1.41800000e+00,-3.64036931e+00
1.41900000e+00,-3.64587423e+00
1.42000000e+00,-3.65138126e+00
1.42100000e+00,-3.65688850e+00
1.42200000e+00,-3.66240314e+00
1.42300000e+00,-3.66791620e+00
1.42400000e+00,-3.67342539e+00
1.42500000e+00,-3.67893955e+00
1.42600000e+00,-3.68445313e+00
1.42700000e+00,-3.68996732e+00
1.42800000e+00,-3.69548568e+00
1.42900000e+00,-3.70100312e+00
1.43000000e+00,-3.70652003e+00
1.43100000e+00,-3.71204098e+00
1.43200000e+00,-3.71755993e+00
1.43300000e+00,-3.72307928e+00
1.43400000e+00,-3.72860382e+00
1.43500000e+00,-3.73412849e+00
1.43600000e+00,-3.73965048e+00
1.43700000e+00,-3.74517614e+00
1.43800000e+00,-3.75070404e+00
1.43900000e+00,-3.75622841e+00
1.44000000e+00,-3.76175519e+00
1.44100000e+00,-3.76728620e+00
1.44200000e+00,-3.77281709e+00
1.44300000e+00,-3.77834525e+00
1.44400000e+00,-3.78387805e+00
1.44500000e+00,-3.78941308e+00
1.44600000e+00,-3.79494555e+00
1.44700000e+00,-3.80047937e+00
1.44800000e+00,-3.80601510e+00
1.44900000e+00,-3.81155048e+00
1.45000000e+00,-3.81708846e+00
1.45100000e+00,-3.82262832e+00
1.45200000e+00,-3.82816671e+00
1.45300000e+00,-3.83370444e+00
1.45400000e+00,-3.83924695e+00
1.45500000e+00,-3.84478943e+00
1.45600000e+00,-3.85033123e+00
1.45700000e+00,-3.85587460e+00
1.45800000e+00,-3.86141975e+00
1.45900000e+00,-3.86696660e+00
1.46000000e+00,-3.87251201e+00
1.46100000e+00,-3.87805884e+00
1.46200000e+00,-3.88360644e+00
1.46300000e+00,-3.88915463e+00
1.46400000e+00,-3.89470342e+00
1.46500000e+00,-3.90025594e+00
1.46600000e+00,-3.90580726e+00
1.46700000e+00,-3.91135790e+00
1.46800000e+00,-3.91691327e+00
1.46900000e+00,-3.92246658e+00
1.47000000e+00,-3.92802015e+00
1.47100000e+00,-3.93357548e+00
1.47200000e+00,-3.93913159e+00
1.47300000e+00,-3.94468937e+00
1.47400000e+00,-3.95024587e+00
1.47500000e+00,-3.95580491e+00
1.47600000e+00,-3.96136592e+00
