dc,V
1.47700000e+00,-3.96692564e+00
1.47800000e+00,-3.97248487e+00
1.47900000e+00,-3.97804688e+00
1.48000000e+00,-3.98361089e+00
1.48100000e+00,-3.98917468e+00
1.48200000e+00,-3.99473814e+00
1.48300000e+00,-4.00030237e+00
1.48400000e+00,-4.00586748e+00
1.48500000e+00,-4.01143245e+00
1.48600000e+00,-4.01699823e+00
1.48700000e+00,-4.02256797e+00
1.48800000e+00,-4.02813887e+00
1.48900000e+00,-4.03370558e+00
1.49000000e+00,-4.03927286e+00
1.49100000e+00,-4.04484532e+00
1.49200000e+00,-4.05041712e+00
1.49300000e+00,-4.05598767e+00
1.49400000e+00,-4.06156120e+00
1.49500000e+00,-4.06713404e+00
1.49600000e+00,-4.07270780e+00
1.49700000e+00,-4.07828277e+00
1.49800000e+00,-4.08385694e+00
1.49900000e+00,-4.08943117e+00
1.50000000e+00,-4.09500764e+00
1.50100000e+00,-4.10058748e+00
1.50200000e+00,-4.10616477e+00
1.50300000e+00,-4.11174106e+00
1.50400000e+00,-4.11731969e+00
1.50500000e+00,-4.12289888e+00
1.50600000e+00,-4.12847844e+00
1.50700000e+00,-4.13405943e+00
1.50800000e+00,-4.13964197e+00
1.50900000e+00,-4.14522312e+00
1.51000000e+00,-4.15080367e+00
1.51100000e+00,-4.15638581e+00
1.51200000e+00,-4.16197066e+00
1.51300000e+00,-4.16755534e+00
1.51400000e+00,-4.17313965e+00
1.51500000e+00,-4.17872468e+00
1.51600000e+00,-4.18430861e+00
1.51700000e+00,-4.18989426e+00
1.51800000e+00,-4.19548191e+00
1.51900000e+00,-4.20106959e+00
1.52000000e+00,-4.20665623e+00
1.52100000e+00,-4.21224381e+00
1.52200000e+00,-4.21783448e+00
1.52300000e+00,-4.22342352e+00
1.52400000e+00,-4.22900868e+00
1.52500000e+00,-4.23459967e+00
1.52600000e+00,-4.24019239e+00
1.52700000e+00,-4.24578153e+00
1.52800000e+00,-4.25137270e+00
1.52900000e+00,-4.25696454e+00
1.53000000e+00,-4.26255685e+00
1.53100000e+00,-4.26815066e+00
1.53200000e+00,-4.27374323e+00
1.53300000e+00,-4.27933538e+00
1.53400000e+00,-4.28492918e+00
1.53500000e+00,-4.29052480e+00
1.53600000e+00,-4.29611845e+00
1.53700000e+00,-4.30171279e+00
1.53800000e+00,-4.30731004e+00
1.53900000e+00,-4.31290558e+00
1.54000000e+00,-4.31850104e+00
1.54100000e+00,-4.32409572e+00
1.54200000e+00,-4.32969340e+00
1.54300000e+00,-4.33529303e+00
1.54400000e+00,-4.34088916e+00
1.54500000e+00,-4.34648614e+00
1.54600000e+00,-4.35208635e+00
1.54700000e+00,-4.35768426e+00
1.54800000e+00,-4.36328239e+00
1.54900000e+00,-4.36888294e+00
1.55000000e+00,-4.37448419e+00
1.55100000e+00,-4.38008417e+00
1.55200000e+00,-4.38568569e+00
1.55300000e+00,-4.39128809e+00
1.55400000e+00,-4.39688854e+00
1.55500000e+00,-4.40248977e+00
1.55600000e+00,-4.40809205e+00
1.55700000e+00,-4.41369635e+00
1.55800000e+00,-4.41929908e+00
1.55900000e+00,-4.42490193e+00
1.56000000e+00,-4.43050517e+00
1.56100000e+00,-4.43610975e+00
1.56200000e+00,-4.44171579e+00
1.56300000e+00,-4.44732060e+00
1.56400000e+00,-4.45292411e+00
1.56500000e+00,-4.45853010e+00
1.56600000e+00,-4.46413795e+00
1.56700000e+00,-4.46974302e+00
1.56800000e+00,-4.47534885e+00
1.56900000e+00,-4.48095667e+00
1.57000000e+00,-4.48656474e+00
1.57100000e+00,-4.49217211e+00
1.57200000e+00,-4.49778066e+00
1.57300000e+00,-4.50338876e+00
1.57400000e+00,-4.50899637e+00
1.57500000e+00,-4.51460541e+00
1.57600000e+00,-4.52021605e+00
1.57700000e+00,-4.52582652e+00
1.57800000e+00,-4.53143502e+00
1.57900000e+00,-4.53704607e+00
1.58000000e+00,-4.54265728e+00
1.58100000e+00,-4.54826766e+00
1.58200000e+00,-4.55387816e+00
1.58300000e+00,-4.55948892e+00
1.58400000e+00,-4.56510270e+00
1.58500000e+00,-4.57071612e+00
1.58600000e+00,-4.57632727e+00
1.58700000e+00,-4.58193976e+00
1.58800000e+00,-4.58755385e+00
1.58900000e+00,-4.59316781e+00
1.59000000e+00,-4.59878073e+00
1.59100000e+00,-4.60439534e+00
1.59200000e+00,-4.61001006e+00
1.59300000e+00,-4.61562488e+00
1.59400000e+00,-4.62124165e+00
1.59500000e+00,-4.62685699e+00
1.59600000e+00,-4.63247169e+00
1.59700000e+00,-4.63808766e+00
1.59800000e+00,-4.64370504e+00
1.59900000e+00,-4.64932214e+00
1.60000000e+00,-4.65493982e+00
1.60100000e+00,-4.66055734e+00
1.60200000e+00,-4.66617299e+00
1.60300000e+00,-4.67179200e+00
1.60400000e+00,-4.67741206e+00
1.60500000e+00,-4.68303136e+00
1.60600000e+00,-4.68865163e+00
1.60700000e+00,-4.69427045e+00
1.60800000e+00,-4.69989036e+00
1.60900000e+00,-4.70487062e+00
1.61000000e+00,-4.71012344e+00
1.61100000e+00,-4.71600759e+00
1.61200000e+00,-4.72160839e+00
1.61300000e+00,-4.72721061e+00
1.61400000e+00,-4.73281311e+00
1.61500000e+00,-4.73841547e+00
1.61600000e+00,-4.74401773e+00
1.61700000e+00,-4.74961996e+00
1.61800000e+00,-4.75522392e+00
1.61900000e+00,-4.76082547e+00
1.62000000e+00,-4.76642790e+00
1.62100000e+00,-4.77203141e+00
1.62200000e+00,-4.77763518e+00
1.62300000e+00,-4.78323924e+00
1.62400000e+00,-4.78884363e+00
1.62500000e+00,-4.79444672e+00
1.62600000e+00,-4.80004935e+00
1.62700000e+00,-4.80565327e+00
1.62800000e+00,-4.81126026e+00
1.62900000e+00,-4.81686622e+00
1.63000000e+00,-4.82246771e+00
1.63100000e+00,-4.82807300e+00
1.63200000e+00,-4.83367995e+00
1.63300000e+00,-4.83928431e+00
1.63400000e+00,-4.84488930e+00
1.63500000e+00,-4.85049592e+00
1.63600000e+00,-4.85610256e+00
1.63700000e+00,-4.86170920e+00
1.63800000e+00,-4.86731585e+00
1.63900000e+00,-4.87292256e+00
1.64000000e+00,-4.87852854e+00
1.64100000e+00,-4.88413623e+00
1.64200000e+00,-4.88974493e+00
1.64300000e+00,-4.89535217e+00
1.64400000e+00,-4.90096034e+00
1.64500000e+00,-4.90656873e+00
1.64600000e+00,-4.91217732e+00
1.64700000e+00,-4.91778775e+00
1.64800000e+00,-4.92339683e+00
1.64900000e+00,-4.92900449e+00
1.65000000e+00,-4.93461476e+00
1.65100000e+00,-4.94022537e+00
1.65200000e+00,-4.94583542e+00
1.65300000e+00,-4.95144651e+00
1.65400000e+00,-4.95705708e+00
1.65500000e+00,-4.96266948e+00
1.65600000e+00,-4.96828137e+00
1.65700000e+00,-4.97389189e+00
1.65800000e+00,-4.97950497e+00
1.65900000e+00,-4.98511835e+00
1.66000000e+00,-4.99073035e+00
1.66100000e+00,-4.99634407e+00
1.66200000e+00,-5.00195802e+00
1.66300000e+00,-5.00757210e+00
1.66400000e+00,-5.01318711e+00
1.66500000e+00,-5.01880144e+00
1.66600000e+00,-5.02441740e+00
1.66700000e+00,-5.03003344e+00
1.66800000e+00,-5.03564870e+00
1.66900000e+00,-5.04126547e+00
1.67000000e+00,-5.04688221e+00
1.67100000e+00,-5.05249884e+00
1.67200000e+00,-5.05811765e+00
1.67300000e+00,-5.06373632e+00
1.67400000e+00,-5.06935319e+00
1.67500000e+00,-5.07497203e+00
1.67600000e+00,-5.08059212e+00
1.67700000e+00,-5.08621184e+00
1.67800000e+00,-5.09183261e+00
1.67900000e+00,-5.09745441e+00
1.68000000e+00,-5.10307488e+00
1.68100000e+00,-5.10869389e+00
1.68200000e+00,-5.11431822e+00
1.68300000e+00,-5.11994189e+00
1.68400000e+00,-5.12556238e+00
1.68500000e+00,-5.13118789e+00
1.68600000e+00,-5.13681097e+00
1.68700000e+00,-5.14243436e+00
1.68800000e+00,-5.14806031e+00
1.68900000e+00,-5.15368501e+00
1.69000000e+00,-5.15931053e+00
1.69100000e+00,-5.16493756e+00
1.69200000e+00,-5.17056526e+00
1.69300000e+00,-5.17619126e+00
1.69400000e+00,-5.18181987e+00
1.69500000e+00,-5.18744883e+00
1.69600000e+00,-5.19307650e+00
1.69700000e+00,-5.19870567e+00
1.69800000e+00,-5.20433555e+00
1.69900000e+00,-5.20996524e+00
1.70000000e+00,-5.21559606e+00
1.70100000e+00,-5.22122864e+00
1.70200000e+00,-5.22685918e+00
1.70300000e+00,-5.23249037e+00
1.70400000e+00,-5.23812505e+00
1.70500000e+00,-5.24375731e+00
1.70600000e+00,-5.24939046e+00
1.70700000e+00,-5.25502589e+00
1.70800000e+00,-5.26065983e+00
1.70900000e+00,-5.26629421e+00
1.71000000e+00,-5.27192959e+00
1.71100000e+00,-5.27756581e+00
1.71200000e+00,-5.28320270e+00
1.71300000e+00,-5.28883861e+00
1.71400000e+00,-5.29447618e+00
1.71500000e+00,-5.30011527e+00
1.71600000e+00,-5.30575282e+00
1.71700000e+00,-5.31139068e+00
1.71800000e+00,-5.31703009e+00
1.71900000e+00,-5.32266946e+00
1.72000000e+00,-5.32830852e+00
1.72100000e+00,-5.33394985e+00
1.72200000e+00,-5.33959047e+00
1.72300000e+00,-5.34523006e+00
1.72400000e+00,-5.35087188e+00
1.72500000e+00,-5.35651293e+00
1.72600000e+00,-5.36215501e+00
1.72700000e+00,-5.36779788e+00
1.72800000e+00,-5.37344126e+00
1.72900000e+00,-5.37908418e+00
1.73000000e+00,-5.38472495e+00
1.73100000e+00,-5.39036876e+00
1.73200000e+00,-5.39601337e+00
1.73300000e+00,-5.40165705e+00
1.73400000e+00,-5.40730016e+00
1.73500000e+00,-5.41294440e+00
1.73600000e+00,-5.41858951e+00
1.73700000e+00,-5.42423380e+00
1.73800000e+00,-5.42987756e+00
1.73900000e+00,-5.43552248e+00
1.74000000e+00,-5.44116623e+00
1.74100000e+00,-5.44681108e+00
1.74200000e+00,-5.45245739e+00
1.74300000e+00,-5.45810010e+00
1.74400000e+00,-5.46374473e+00
1.74500000e+00,-5.46939033e+00
1.74600000e+00,-5.47503448e+00
1.74700000e+00,-5.48067673e+00
1.74800000e+00,-5.48632060e+00
1.74900000e+00,-5.49196707e+00
1.75000000e+00,-5.49760978e+00
1.75100000e+00,-5.50325210e+00
1.75200000e+00,-5.50889624e+00
1.75300000e+00,-5.51453784e+00
1.75400000e+00,-5.52017832e+00
1.75500000e+00,-5.52582109e+00
1.75600000e+00,-5.53146311e+00
1.75700000e+00,-5.53710188e+00
1.75800000e+00,-5.54274262e+00
1.75900000e+00,-5.54838229e+00
1.76000000e+00,-5.55401965e+00
1.76100000e+00,-5.55965861e+00
1.76200000e+00,-5.56529540e+00
1.76300000e+00,-5.57093004e+00
1.76400000e+00,-5.57656572e+00
1.76500000e+00,-5.58219994e+00
1.76600000e+00,-5.58783205e+00
1.76700000e+00,-5.59346513e+00
1.76800000e+00,-5.59909604e+00
1.76900000e+00,-5.60472467e+00
1.77000000e+00,-5.61035279e+00
1.77100000e+00,-5.61597907e+00
1.77200000e+00,-5.62160463e+00
1.77300000e+00,-5.62722931e+00
1.77400000e+00,-5.63285047e+00
1.77500000e+00,-5.63846973e+00
1.77600000e+00,-5.64408873e+00
1.77700000e+00,-5.64970479e+00
1.77800000e+00,-5.65531886e+00
1.77900000e+00,-5.66093248e+00
1.78000000e+00,-5.66654289e+00
1.78100000e+00,-5.67215034e+00
1.78200000e+00,-5.67775565e+00
1.78300000e+00,-5.68335783e+00
1.78400000e+00,-5.68895825e+00
1.78500000e+00,-5.69455646e+00
1.78600000e+00,-5.70015075e+00
1.78700000e+00,-5.70574238e+00
1.78800000e+00,-5.71133077e+00
1.78900000e+00,-5.71691653e+00
1.79000000e+00,-5.72249902e+00
1.79100000e+00,-5.72807757e+00
1.79200000e+00,-5.73365144e+00
1.79300000e+00,-5.73922223e+00
1.79400000e+00,-5.74479092e+00
1.79500000e+00,-5.75035317e+00
1.79600000e+00,-5.75591158e+00
1.79700000e+00,-5.76146694e+00
1.79800000e+00,-5.76701599e+00
1.79900000e+00,-5.77255941e+00
1.80000000e+00,-5.77809958e+00
1.80100000e+00,-5.78363654e+00
1.80200000e+00,-5.78916622e+00
1.80300000e+00,-5.79468852e+00
1.80400000e+00,-5.80020609e+00
1.80500000e+00,-5.80571871e+00
1.80600000e+00,-5.81122555e+00
1.80700000e+00,-5.81672453e+00
1.80800000e+00,-5.82221689e+00
1.80900000e+00,-5.82770322e+00
1.81000000e+00,-5.83318240e+00
1.81100000e+00,-5.83865318e+00
1.81200000e+00,-5.84411647e+00
1.81300000e+00,-5.84957366e+00
1.81400000e+00,-5.85502102e+00
1.81500000e+00,-5.86045922e+00
1.81600000e+00,-5.86588930e+00
1.81700000e+00,-5.87131003e+00
1.81800000e+00,-5.87672177e+00
1.81900000e+00,-5.88212358e+00
1.82000000e+00,-5.88751557e+00
1.82100000e+00,-5.89289660e+00
1.82200000e+00,-5.89826650e+00
1.82300000e+00,-5.90362551e+00
1.82400000e+00,-5.90897212e+00
1.82500000e+00,-5.91430684e+00
1.82600000e+00,-5.91962946e+00
1.82700000e+00,-5.92493911e+00
1.82800000e+00,-5.93023476e+00
1.82900000e+00,-5.93551732e+00
1.83000000e+00,-5.94078592e+00
1.83100000e+00,-5.94603850e+00
1.83200000e+00,-5.95127491e+00
1.83300000e+00,-5.95649736e+00
1.83400000e+00,-5.96170263e+00
1.83500000e+00,-5.96688952e+00
1.83600000e+00,-5.97206008e+00
1.83700000e+00,-5.97721142e+00
1.83800000e+00,-5.98234476e+00
1.83900000e+00,-5.98745771e+00
1.84000000e+00,-5.99255092e+00
1.84100000e+00,-5.99762354e+00
1.84200000e+00,-6.00267251e+00
1.84300000e+00,-6.00769959e+00
1.84400000e+00,-6.01270346e+00
1.84500000e+00,-6.01768371e+00
1.84600000e+00,-6.02263844e+00
1.84700000e+00,-6.02756649e+00
1.84800000e+00,-6.03246771e+00
1.84900000e+00,-6.03734105e+00
1.85000000e+00,-6.04218513e+00
1.85100000e+00,-6.04700003e+00
1.85200000e+00,-6.05178386e+00
1.85300000e+00,-6.05653484e+00
1.85400000e+00,-6.06125309e+00
1.85500000e+00,-6.06593611e+00
1.85600000e+00,-6.07058304e+00
1.85700000e+00,-6.07519270e+00
1.85800000e+00,-6.07976434e+00
1.85900000e+00,-6.08429556e+00
1.86000000e+00,-6.08878437e+00
1.86100000e+00,-6.09323084e+00
1.86200000e+00,-6.09763272e+00
1.86300000e+00,-6.10198866e+00
1.86400000e+00,-6.10629492e+00
1.86500000e+00,-6.11055130e+00
1.86600000e+00,-6.11475682e+00
1.86700000e+00,-6.11890742e+00
1.86800000e+00,-6.12300150e+00
1.86900000e+00,-6.12703882e+00
1.87000000e+00,-6.13101573e+00
1.87100000e+00,-6.13492779e+00
1.87200000e+00,-6.13877564e+00
1.87300000e+00,-6.14255625e+00
1.87400000e+00,-6.14626590e+00
1.87500000e+00,-6.14990155e+00
1.87600000e+00,-6.15346123e+00
1.87700000e+00,-6.15694135e+00
1.87800000e+00,-6.16033954e+00
1.87900000e+00,-6.16365232e+00
1.88000000e+00,-6.16687415e+00
1.88100000e+00,-6.17000434e+00
1.88200000e+00,-6.17303761e+00
1.88300000e+00,-6.17596882e+00
1.88400000e+00,-6.17879584e+00
1.88500000e+00,-6.18151417e+00
1.88600000e+00,-6.18411823e+00
1.88700000e+00,-6.18660321e+00
1.88800000e+00,-6.18896556e+00
1.88900000e+00,-6.19119865e+00
1.89000000e+00,-6.19329680e+00
1.89100000e+00,-6.19525525e+00
1.89200000e+00,-6.19706784e+00
1.89300000e+00,-6.19872889e+00
1.89400000e+00,-6.20023076e+00
1.89500000e+00,-6.20156606e+00
1.89600000e+00,-6.20272863e+00
1.89700000e+00,-6.20371139e+00
1.89800000e+00,-6.20450618e+00
1.89900000e+00,-6.20510377e+00
1.90000000e+00,-6.20549604e+00
1.90100000e+00,-6.20567506e+00
1.90200000e+00,-6.20562974e+00
1.90300000e+00,-6.20534960e+00
1.90400000e+00,-6.20482642e+00
1.90500000e+00,-6.20404803e+00
1.90600000e+00,-6.20300332e+00
1.90700000e+00,-6.20168049e+00
1.90800000e+00,-6.20006661e+00
1.90900000e+00,-6.19814858e+00
1.91000000e+00,-6.19591282e+00
1.91100000e+00,-6.19334551e+00
1.91200000e+00,-6.19043134e+00
1.91300000e+00,-6.18715484e+00
1.91400000e+00,-6.18349998e+00
1.91500000e+00,-6.17944911e+00
1.91600000e+00,-6.17498425e+00
1.91700000e+00,-6.17008876e+00
1.91800000e+00,-6.16474169e+00
1.91900000e+00,-6.15892215e+00
1.92000000e+00,-6.15261166e+00
1.92100000e+00,-6.14578801e+00
1.92200000e+00,-6.13842789e+00
1.92300000e+00,-6.13050787e+00
1.92400000e+00,-6.12200418e+00
1.92500000e+00,-6.11289274e+00
1.92600000e+00,-6.10314715e+00
1.92700000e+00,-6.09274013e+00
1.92800000e+00,-6.08164566e+00
1.92900000e+00,-6.06983540e+00
1.93000000e+00,-6.05727987e+00
1.93100000e+00,-6.04395117e+00
1.93200000e+00,-6.02981809e+00
1.93300000e+00,-6.01485044e+00
1.93400000e+00,-5.99901826e+00
1.93500000e+00,-5.98228963e+00
1.93600000e+00,-5.96463450e+00
1.93700000e+00,-5.94602118e+00
1.93800000e+00,-5.92641743e+00
1.93900000e+00,-5.90579376e+00
1.94000000e+00,-5.88411977e+00
1.94100000e+00,-5.86136559e+00
1.94200000e+00,-5.83750276e+00
1.94300000e+00,-5.81250375e+00
1.94400000e+00,-5.78634246e+00
1.94500000e+00,-5.75899465e+00
1.94600000e+00,-5.73043846e+00
1.94700000e+00,-5.70065311e+00
1.94800000e+00,-5.66962168e+00
1.94900000e+00,-5.63732982e+00
1.95000000e+00,-5.60376680e+00
1.95100000e+00,-5.56892408e+00
1.95200000e+00,-5.53279775e+00
1.95300000e+00,-5.49538906e+00
1.95400000e+00,-5.45670154e+00
1.95500000e+00,-5.41674526e+00
1.95600000e+00,-5.37553399e+00
1.95700000e+00,-5.33308700e+00
1.95800000e+00,-5.28942760e+00
1.95900000e+00,-5.24458531e+00
1.96000000e+00,-5.19859551e+00
1.96100000e+00,-5.15149606e+00
1.96200000e+00,-5.10333267e+00
1.96300000e+00,-5.05415365e+00
1.96400000e+00,-5.00401279e+00
1.96500000e+00,-4.95296913e+00
1.96600000e+00,-4.90108424e+00
1.96700000e+00,-4.84842383e+00
1.96800000e+00,-4.79505644e+00
1.96900000e+00,-4.74105464e+00
1.97000000e+00,-4.68649145e+00
1.97100000e+00,-4.63144162e+00
1.97200000e+00,-4.57598256e+00
1.97300000e+00,-4.52019096e+00
1.97400000e+00,-4.46414403e+00
1.97500000e+00,-4.40791865e+00
1.97600000e+00,-4.35158998e+00
1.97700000e+00,-4.29523262e+00
1.97800000e+00,-4.23891881e+00
1.97900000e+00,-4.18271826e+00
1.98000000e+00,-4.12669858e+00
1.98100000e+00,-4.07092436e+00
1.98200000e+00,-4.01545693e+00
1.98300000e+00,-3.96035394e+00
1.98400000e+00,-3.90566966e+00
1.98500000e+00,-3.85145393e+00
1.98600000e+00,-3.79775423e+00
1.98700000e+00,-3.74461336e+00
1.98800000e+00,-3.69206963e+00
1.98900000e+00,-3.64015937e+00
1.99000000e+00,-3.58891345e+00
1.99100000e+00,-3.53835972e+00
1.99200000e+00,-3.48852314e+00
1.99300000e+00,-3.43942410e+00
1.99400000e+00,-3.39108011e+00
1.99500000e+00,-3.34350700e+00
1.99600000e+00,-3.29671641e+00
1.99700000e+00,-3.25071670e+00
1.99800000e+00,-3.20551483e+00
1.99900000e+00,-3.16111544e+00
2.00000000e+00,-3.11752008e+00
2.00100000e+00,-3.07472919e+00
2.00200000e+00,-3.03274116e+00
2.00300000e+00,-2.99155227e+00
2.00400000e+00,-2.95115779e+00
2.00500000e+00,-2.91155165e+00
2.00600000e+00,-2.87272616e+00
2.00700000e+00,-2.83467298e+00
2.00800000e+00,-2.79738290e+00
2.00900000e+00,-2.76084509e+00
2.01000000e+00,-2.72504921e+00
2.01100000e+00,-2.68998338e+00
2.01200000e+00,-2.65563564e+00
2.01300000e+00,-2.62199363e+00
2.01400000e+00,-2.58904419e+00
2.01500000e+00,-2.55677447e+00
2.01600000e+00,-2.52517103e+00
2.01700000e+00,-2.49422045e+00
2.01800000e+00,-2.46390935e+00
2.01900000e+00,-2.43422402e+00
2.02000000e+00,-2.40515087e+00
2.02100000e+00,-2.37667656e+00
2.02200000e+00,-2.34878710e+00
2.02300000e+00,-2.32146950e+00
2.02400000e+00,-2.29471051e+00
2.02500000e+00,-2.26849701e+00
2.02600000e+00,-2.24281624e+00
2.02700000e+00,-2.21765514e+00
2.02800000e+00,-2.19300132e+00
2.02900000e+00,-2.16884250e+00
2.03000000e+00,-2.14516675e+00
2.03100000e+00,-2.12196208e+00
2.03200000e+00,-2.09921652e+00
2.03300000e+00,-2.07691922e+00
2.03400000e+00,-2.05505911e+00
2.03500000e+00,-2.03362476e+00
2.03600000e+00,-2.01260610e+00
2.03700000e+00,-1.99199243e+00
2.03800000e+00,-1.97177359e+00
2.03900000e+00,-1.95194017e+00
2.04000000e+00,-1.93248218e+00
2.04100000e+00,-1.91339000e+00
2.04200000e+00,-1.89465494e+00
2.04300000e+00,-1.87626814e+00
2.04400000e+00,-1.85822046e+00
2.04500000e+00,-1.84050394e+00
2.04600000e+00,-1.82311028e+00
2.04700000e+00,-1.80603119e+00
2.04800000e+00,-1.78925919e+00
2.04900000e+00,-1.77278660e+00
2.05000000e+00,-1.75660629e+00
2.05100000e+00,-1.74071102e+00
2.05200000e+00,-1.72509359e+00
2.05300000e+00,-1.70974745e+00
2.05400000e+00,-1.69466619e+00
2.05500000e+00,-1.67984317e+00
2.05600000e+00,-1.66527236e+00
2.05700000e+00,-1.65094774e+00
2.05800000e+00,-1.63686324e+00
2.05900000e+00,-1.62301340e+00
2.06000000e+00,-1.60939263e+00
2.06100000e+00,-1.59599559e+00
2.06200000e+00,-1.58281692e+00
2.06300000e+00,-1.56985156e+00
2.06400000e+00,-1.55709468e+00
2.06500000e+00,-1.54454153e+00
2.06600000e+00,-1.53218730e+00
2.06700000e+00,-1.52002742e+00
2.06800000e+00,-1.50805761e+00
2.06900000e+00,-1.49627352e+00
2.07000000e+00,-1.48467101e+00
2.07100000e+00,-1.47324610e+00
2.07200000e+00,-1.46199470e+00
2.07300000e+00,-1.45091298e+00
2.07400000e+00,-1.43999723e+00
2.07500000e+00,-1.42924400e+00
2.07600000e+00,-1.41864965e+00
2.07700000e+00,-1.40821055e+00
2.07800000e+00,-1.39792364e+00
2.07900000e+00,-1.38778562e+00
2.08000000e+00,-1.37779317e+00
2.08100000e+00,-1.36794331e+00
2.08200000e+00,-1.35823323e+00
2.08300000e+00,-1.34865973e+00
2.08400000e+00,-1.33921996e+00
2.08500000e+00,-1.32991137e+00
2.08600000e+00,-1.32073111e+00
2.08700000e+00,-1.31167660e+00
2.08800000e+00,-1.30274539e+00
2.08900000e+00,-1.29393485e+00
2.09000000e+00,-1.28524258e+00
2.09100000e+00,-1.27666628e+00
2.09200000e+00,-1.26820361e+00
2.09300000e+00,-1.25985229e+00
2.09400000e+00,-1.25161026e+00
2.09500000e+00,-1.24347524e+00
2.09600000e+00,-1.23544510e+00
2.09700000e+00,-1.22751808e+00
2.09800000e+00,-1.21969204e+00
2.09900000e+00,-1.21196495e+00
2.10000000e+00,-1.20433512e+00
2.10100000e+00,-1.19680071e+00
2.10200000e+00,-1.18935980e+00
2.10300000e+00,-1.18201066e+00
2.10400000e+00,-1.17475168e+00
2.10500000e+00,-1.16758120e+00
2.10600000e+00,-1.16049753e+00
2.10700000e+00,-1.15349906e+00
2.10800000e+00,-1.14658431e+00
2.10900000e+00,-1.13975180e+00
2.11000000e+00,-1.13299996e+00
2.11100000e+00,-1.12632744e+00
2.11200000e+00,-1.11973270e+00
2.11300000e+00,-1.11321451e+00
2.11400000e+00,-1.10677156e+00
2.11500000e+00,-1.10040239e+00
2.11600000e+00,-1.09410580e+00
2.11700000e+00,-1.08788044e+00
2.11800000e+00,-1.08172527e+00
2.11900000e+00,-1.07563904e+00
2.12000000e+00,-1.06962045e+00
2.12100000e+00,-1.06366838e+00
2.12200000e+00,-1.05778190e+00
2.12300000e+00,-1.05195973e+00
2.12400000e+00,-1.04620079e+00
2.12500000e+00,-1.04050431e+00
2.12600000e+00,-1.03486903e+00
2.12700000e+00,-1.02929380e+00
2.12800000e+00,-1.02377793e+00
2.12900000e+00,-1.01832041e+00
2.13000000e+00,-1.01292012e+00
2.13100000e+00,-1.00757636e+00
2.13200000e+00,-1.00228813e+00
2.13300000e+00,-9.97054517e-01
2.13400000e+00,-9.91874694e-01
2.13500000e+00,-9.86747900e-01
2.13600000e+00,-9.81673269e-01
2.13700000e+00,-9.76649813e-01
2.13800000e+00,-9.71676959e-01
2.13900000e+00,-9.66753996e-01
2.14000000e+00,-9.61879889e-01
2.14100000e+00,-9.57053966e-01
2.14200000e+00,-9.52275605e-01
2.14300000e+00,-9.47544144e-01
2.14400000e+00,-9.42858730e-01
2.14500000e+00,-9.38218687e-01
2.14600000e+00,-9.33623470e-01
2.14700000e+00,-9.29072296e-01
2.14800000e+00,-9.24564578e-01
2.14900000e+00,-9.20099679e-01
2.15000000e+00,-9.15676917e-01
2.15100000e+00,-9.11295729e-01
2.15200000e+00,-9.06955492e-01
2.15300000e+00,-9.02655708e-01
2.15400000e+00,-8.98395712e-01
2.15500000e+00,-8.94174927e-01
2.15600000e+00,-8.89992904e-01
2.15700000e+00,-8.85848985e-01
2.15800000e+00,-8.81742685e-01
2.15900000e+00,-8.77673519e-01
2.16000000e+00,-8.73640892e-01
2.16100000e+00,-8.69644296e-01
2.16200000e+00,-8.65683310e-01
2.16300000e+00,-8.61757436e-01
2.16400000e+00,-8.57866208e-01
2.16500000e+00,-8.54009021e-01
2.16600000e+00,-8.50185669e-01
2.16700000e+00,-8.46395539e-01
2.16800000e+00,-8.42638058e-01
2.16900000e+00,-8.38913076e-01
2.17000000e+00,-8.35220031e-01
2.17100000e+00,-8.31558418e-01
2.17200000e+00,-8.27927883e-01
2.17300000e+00,-8.24328090e-01
2.17400000e+00,-8.20758636e-01
2.17500000e+00,-8.17219088e-01
2.17600000e+00,-8.13708991e-01
2.17700000e+00,-8.10228079e-01
2.17800000e+00,-8.06775898e-01
2.17900000e+00,-8.03352121e-01
2.18000000e+00,-7.99956446e-01
2.18100000e+00,-7.96588468e-01
2.18200000e+00,-7.93247741e-01
2.18300000e+00,-7.89934039e-01
2.18400000e+00,-7.86647123e-01
2.18500000e+00,-7.83386468e-01
2.18600000e+00,-7.80151825e-01
2.18700000e+00,-7.76942852e-01
2.18800000e+00,-7.73759272e-01
2.18900000e+00,-7.70600817e-01
2.19000000e+00,-7.67467141e-01
2.19100000e+00,-7.64357891e-01
2.19200000e+00,-7.61272843e-01
2.19300000e+00,-7.58211665e-01
2.19400000e+00,-7.55174044e-01
2.19500000e+00,-7.52159833e-01
2.19600000e+00,-7.49168673e-01
2.19700000e+00,-7.46200275e-01
2.19800000e+00,-7.43254376e-01
2.19900000e+00,-7.40330706e-01
2.20000000e+00,-7.37429102e-01
2.20100000e+00,-7.34549193e-01
2.20200000e+00,-7.31690728e-01
2.20300000e+00,-7.28853539e-01
2.20400000e+00,-7.26037389e-01
2.20500000e+00,-7.23241991e-01
2.20600000e+00,-7.20467095e-01
2.20700000e+00,-7.17712480e-01
2.20800000e+00,-7.14977948e-01
2.20900000e+00,-7.12263197e-01
2.21000000e+00,-7.09568149e-01
2.21100000e+00,-7.06892559e-01
2.21200000e+00,-7.04236044e-01
