-4.00000000e+01  3.71739187e-06 -4.00000000e+01  3.63890790e-06 
-3.90000000e+01  3.73717842e-06 -3.90000000e+01  3.65927852e-06 
-3.80000000e+01  3.75697820e-06 -3.80000000e+01  3.67966417e-06 
-3.70000000e+01  3.77679093e-06 -3.70000000e+01  3.70006456e-06 
-3.60000000e+01  3.79661632e-06 -3.60000000e+01  3.72047941e-06 
-3.50000000e+01  3.81645408e-06 -3.50000000e+01  3.74090846e-06 
-3.40000000e+01  3.83630393e-06 -3.40000000e+01  3.76135141e-06 
-3.30000000e+01  3.85616559e-06 -3.30000000e+01  3.78180799e-06 
-3.20000000e+01  3.87603876e-06 -3.20000000e+01  3.80227793e-06 
-3.10000000e+01  3.89592316e-06 -3.10000000e+01  3.82276095e-06 
-3.00000000e+01  3.91581851e-06 -3.00000000e+01  3.84325676e-06 
-2.90000000e+01  3.93572451e-06 -2.90000000e+01  3.86376509e-06 
-2.80000000e+01  3.95564089e-06 -2.80000000e+01  3.88428566e-06 
-2.70000000e+01  3.97556735e-06 -2.70000000e+01  3.90481820e-06 
-2.60000000e+01  3.99550360e-06 -2.60000000e+01  3.92536242e-06 
-2.50000000e+01  4.01544937e-06 -2.50000000e+01  3.94591804e-06 
-2.40000000e+01  4.03540436e-06 -2.40000000e+01  3.96648479e-06 
-2.30000000e+01  4.05536828e-06 -2.30000000e+01  3.98706239e-06 
-2.20000000e+01  4.07534085e-06 -2.20000000e+01  4.00765055e-06 
-2.10000000e+01  4.09532178e-06 -2.10000000e+01  4.02824901e-06 
-2.00000000e+01  4.11531078e-06 -2.00000000e+01  4.04885747e-06 
-1.90000000e+01  4.13530757e-06 -1.90000000e+01  4.06947567e-06 
-1.80000000e+01  4.15531184e-06 -1.80000000e+01  4.09010331e-06 
-1.70000000e+01  4.17532333e-06 -1.70000000e+01  4.11074014e-06 
-1.60000000e+01  4.19534174e-06 -1.60000000e+01  4.13138586e-06 
-1.50000000e+01  4.21536678e-06 -1.50000000e+01  4.15204020e-06 
-1.40000000e+01  4.23539816e-06 -1.40000000e+01  4.17270287e-06 
-1.30000000e+01  4.25543560e-06 -1.30000000e+01  4.19337361e-06 
-1.20000000e+01  4.27547880e-06 -1.20000000e+01  4.21405213e-06 
-1.10000000e+01  4.29552749e-06 -1.10000000e+01  4.23473816e-06 
-1.00000000e+01  4.31558137e-06 -1.00000000e+01  4.25543142e-06 
-9.00000000e+00  4.33564015e-06 -9.00000000e+00  4.27613163e-06 
-8.00000000e+00  4.35570356e-06 -8.00000000e+00  4.29683852e-06 
-7.00000000e+00  4.37577129e-06 -7.00000000e+00  4.31755180e-06 
-6.00000000e+00  4.39584307e-06 -6.00000000e+00  4.33827121e-06 
-5.00000000e+00  4.41591861e-06 -5.00000000e+00  4.35899646e-06 
-4.00000000e+00  4.43599762e-06 -4.00000000e+00  4.37972728e-06 
-3.00000000e+00  4.45607981e-06 -3.00000000e+00  4.40046340e-06 
-2.00000000e+00  4.47616490e-06 -2.00000000e+00  4.42120454e-06 
-1.00000000e+00  4.49625261e-06 -1.00000000e+00  4.44195043e-06 
 0.00000000e+00  4.51634264e-06  0.00000000e+00  4.46270078e-06 
 1.00000000e+00  4.53643471e-06  1.00000000e+00  4.48345534e-06 
 2.00000000e+00  4.55652854e-06  2.00000000e+00  4.50421382e-06 
 3.00000000e+00  4.57662384e-06  3.00000000e+00  4.52497596e-06 
 4.00000000e+00  4.59672033e-06  4.00000000e+00  4.54574147e-06 
 5.00000000e+00  4.61681773e-06  5.00000000e+00  4.56651009e-06 
 6.00000000e+00  4.63691574e-06  6.00000000e+00  4.58728155e-06 
