 0.00000000e+00  5.88967473e-02  0.00000000e+00  7.45411064e-05 
 1.00000000e-02  5.96638801e-02  1.00000000e-02  7.45287460e-05 
 2.00000000e-02  6.05774584e-02  2.00000000e-02  7.45140401e-05 
 3.00000000e-02  6.16840850e-02  3.00000000e-02  7.44962474e-05 
 4.00000000e-02  6.30530480e-02  4.00000000e-02  7.44742678e-05 
 5.00000000e-02  6.47921593e-02  5.00000000e-02  7.44463948e-05 
 6.00000000e-02  6.70780971e-02  6.00000000e-02  7.44098417e-05 
 7.00000000e-02  7.02150681e-02  7.00000000e-02  7.43598349e-05 
 8.00000000e-02  7.47308797e-02  8.00000000e-02  7.42881602e-05 
 9.00000000e-02  8.13835801e-02  9.00000000e-02  7.41832369e-05 
 1.00000000e-01  9.05201635e-02  1.00000000e-01  7.40404293e-05 
 1.10000000e-01  1.01244198e-01  1.10000000e-01  7.38747137e-05 
 1.20000000e-01  1.12412861e-01  1.20000000e-01  7.37043310e-05 
 1.30000000e-01  1.23504487e-01  1.30000000e-01  7.35373868e-05 
 1.40000000e-01  1.34388278e-01  1.40000000e-01  7.33758130e-05 
 1.50000000e-01  1.45068950e-01  1.50000000e-01  7.32194630e-05 
 1.60000000e-01  1.55585855e-01  1.60000000e-01  7.30676881e-05 
 1.70000000e-01  1.65979897e-01  1.70000000e-01  7.29198366e-05 
 1.80000000e-01  1.76284420e-01  1.80000000e-01  7.27753834e-05 
 1.90000000e-01  1.86524243e-01  1.90000000e-01  7.26339372e-05 
 2.00000000e-01  1.96717115e-01  2.00000000e-01  7.24952145e-05 
 2.10000000e-01  2.06875533e-01  2.10000000e-01  7.23590108e-05 
 2.20000000e-01  2.17008277e-01  2.20000000e-01  7.22251764e-05 
 2.30000000e-01  2.27121550e-01  2.30000000e-01  7.20935998e-05 
 2.40000000e-01  2.37219784e-01  2.40000000e-01  7.19641946e-05 
 2.50000000e-01  2.47306187e-01  2.50000000e-01  7.18368927e-05 
 2.60000000e-01  2.57383115e-01  2.60000000e-01  7.17116377e-05 
 2.70000000e-01  2.67452329e-01  2.70000000e-01  7.15883822e-05 
 2.80000000e-01  2.77515164e-01  2.80000000e-01  7.14670848e-05 
 2.90000000e-01  2.87572646e-01  2.90000000e-01  7.13477085e-05 
 3.00000000e-01  2.97625580e-01  3.00000000e-01  7.12302196e-05 
 3.10000000e-01  3.07674603e-01  3.10000000e-01  7.11145869e-05 
 3.20000000e-01  3.17720227e-01  3.20000000e-01  7.10007810e-05 
 3.30000000e-01  3.27762869e-01  3.30000000e-01  7.08887742e-05 
 3.40000000e-01  3.37802872e-01  3.40000000e-01  7.07785396e-05 
 3.50000000e-01  3.47840523e-01  3.50000000e-01  7.06700516e-05 
 3.60000000e-01  3.57876064e-01  3.60000000e-01  7.05632852e-05 
 3.70000000e-01  3.67909698e-01  3.70000000e-01  7.04582161e-05 
 3.80000000e-01  3.77941602e-01  3.80000000e-01  7.03548206e-05 
 3.90000000e-01  3.87971928e-01  3.90000000e-01  7.02530754e-05 
 4.00000000e-01  3.98000807e-01  4.00000000e-01  7.01529576e-05 
 4.10000000e-01  4.08028356e-01  4.10000000e-01  7.00544449e-05 
 4.20000000e-01  4.18054677e-01  4.20000000e-01  6.99575151e-05 
 4.30000000e-01  4.28079860e-01  4.30000000e-01  6.98621464e-05 
 4.40000000e-01  4.38103987e-01  4.40000000e-01  6.97683174e-05 
 4.50000000e-01  4.48127131e-01  4.50000000e-01  6.96760068e-05 
 4.60000000e-01  4.58149356e-01  4.60000000e-01  6.95851936e-05 
 4.70000000e-01  4.68170722e-01  4.70000000e-01  6.94958571e-05 
 4.80000000e-01  4.78191283e-01  4.80000000e-01  6.94079768e-05 
 4.90000000e-01  4.88211087e-01  4.90000000e-01  6.93215325e-05 
 5.00000000e-01  4.98230179e-01  5.00000000e-01  6.92365040e-05 
 5.10000000e-01  5.08248600e-01  5.10000000e-01  6.91528716e-05 
 5.20000000e-01  5.18266388e-01  5.20000000e-01  6.90706155e-05 
 5.30000000e-01  5.28283577e-01  5.30000000e-01  6.89897164e-05 
 5.40000000e-01  5.38300199e-01  5.40000000e-01  6.89101550e-05 
 5.50000000e-01  5.48316284e-01  5.50000000e-01  6.88319121e-05 
 5.60000000e-01  5.58331859e-01  5.60000000e-01  6.87549689e-05 
 5.70000000e-01  5.68346950e-01  5.70000000e-01  6.86793067e-05 
 5.80000000e-01  5.78361580e-01  5.80000000e-01  6.86049070e-05 
 5.90000000e-01  5.88375772e-01  5.90000000e-01  6.85317514e-05 
 6.00000000e-01  5.98389546e-01  6.00000000e-01  6.84598217e-05 
 6.10000000e-01  6.08402922e-01  6.10000000e-01  6.83890999e-05 
 6.20000000e-01  6.18415918e-01  6.20000000e-01  6.83195682e-05 
 6.30000000e-01  6.28428551e-01  6.30000000e-01  6.82512089e-05 
 6.40000000e-01  6.38440837e-01  6.40000000e-01  6.81840046e-05 
 6.50000000e-01  6.48452790e-01  6.50000000e-01  6.81179378e-05 
 6.60000000e-01  6.58464425e-01  6.60000000e-01  6.80529915e-05 
 6.70000000e-01  6.68475756e-01  6.70000000e-01  6.79891486e-05 
 6.80000000e-01  6.78486794e-01  6.80000000e-01  6.79263922e-05 
 6.90000000e-01  6.88497552e-01  6.90000000e-01  6.78647058e-05 
 7.00000000e-01  6.98508041e-01  7.00000000e-01  6.78040728e-05 
 7.10000000e-01  7.08518272e-01  7.10000000e-01  6.77444768e-05 
 7.20000000e-01  7.18528254e-01  7.20000000e-01  6.76859016e-05 
 7.30000000e-01  7.28537997e-01  7.30000000e-01  6.76283313e-05 
 7.40000000e-01  7.38547510e-01  7.40000000e-01  6.75717499e-05 
