 2.08929613e+04 -1.42857441e+02  2.08929613e+04 -1.54540417e+00  2.08929613e+04 -1.24429214e+02  2.08929613e+04 -1.51251411e-02  2.08929613e+04 -5.51865472e+01 
 2.13796209e+04 -1.42657104e+02  2.13796209e+04 -1.54471056e+00  2.13796209e+04 -1.24228730e+02  2.13796209e+04 -1.51246817e-02  2.13796209e+04 -5.51866543e+01 
 2.18776162e+04 -1.42456747e+02  2.18776162e+04 -1.54400324e+00  2.18776162e+04 -1.24028225e+02  2.18776162e+04 -1.51242008e-02  2.18776162e+04 -5.51867664e+01 
 2.23872114e+04 -1.42256368e+02  2.23872114e+04 -1.54328187e+00  2.23872114e+04 -1.23827696e+02  2.23872114e+04 -1.51236972e-02  2.23872114e+04 -5.51868838e+01 
 2.29086765e+04 -1.42055966e+02  2.29086765e+04 -1.54254607e+00  2.29086765e+04 -1.23627143e+02  2.29086765e+04 -1.51231699e-02  2.29086765e+04 -5.51870068e+01 
 2.34422882e+04 -1.41855542e+02  2.34422882e+04 -1.54179545e+00  2.34422882e+04 -1.23426566e+02  2.34422882e+04 -1.51226177e-02  2.34422882e+04 -5.51871355e+01 
 2.39883292e+04 -1.41655094e+02  2.39883292e+04 -1.54102964e+00  2.39883292e+04 -1.23225962e+02  2.39883292e+04 -1.51220396e-02  2.39883292e+04 -5.51872703e+01 
 2.45470892e+04 -1.41454620e+02  2.45470892e+04 -1.54024824e+00  2.45470892e+04 -1.23025331e+02  2.45470892e+04 -1.51214342e-02  2.45470892e+04 -5.51874114e+01 
 2.51188643e+04 -1.41254121e+02  2.51188643e+04 -1.53945085e+00  2.51188643e+04 -1.22824670e+02  2.51188643e+04 -1.51208004e-02  2.51188643e+04 -5.51875592e+01 
 2.57039578e+04 -1.41053594e+02  2.57039578e+04 -1.53863707e+00  2.57039578e+04 -1.22623980e+02  2.57039578e+04 -1.51201367e-02  2.57039578e+04 -5.51877140e+01 
 2.63026799e+04 -1.40853040e+02  2.63026799e+04 -1.53780648e+00  2.63026799e+04 -1.22423257e+02  2.63026799e+04 -1.51194417e-02  2.63026799e+04 -5.51878760e+01 
 2.69153480e+04 -1.40652456e+02  2.69153480e+04 -1.53695865e+00  2.69153480e+04 -1.22222502e+02  2.69153480e+04 -1.51187141e-02  2.69153480e+04 -5.51880457e+01 
 2.75422870e+04 -1.40451842e+02  2.75422870e+04 -1.53609317e+00  2.75422870e+04 -1.22021712e+02  2.75422870e+04 -1.51179522e-02  2.75422870e+04 -5.51882234e+01 
 2.81838293e+04 -1.40251196e+02  2.81838293e+04 -1.53520959e+00  2.81838293e+04 -1.21820885e+02  2.81838293e+04 -1.51171544e-02  2.81838293e+04 -5.51884094e+01 
 2.88403150e+04 -1.40050517e+02  2.88403150e+04 -1.53430747e+00  2.88403150e+04 -1.21620020e+02  2.88403150e+04 -1.51163191e-02  2.88403150e+04 -5.51886042e+01 
 2.95120923e+04 -1.39849803e+02  2.95120923e+04 -1.53338634e+00  2.95120923e+04 -1.21419115e+02  2.95120923e+04 -1.51154445e-02  2.95120923e+04 -5.51888082e+01 
 3.01995172e+04 -1.39649053e+02  3.01995172e+04 -1.53244575e+00  3.01995172e+04 -1.21218168e+02  3.01995172e+04 -1.51145287e-02  3.01995172e+04 -5.51890218e+01 
 3.09029543e+04 -1.39448266e+02  3.09029543e+04 -1.53148523e+00  3.09029543e+04 -1.21017178e+02  3.09029543e+04 -1.51135698e-02  3.09029543e+04 -5.51892455e+01 
 3.16227766e+04 -1.39247439e+02  3.16227766e+04 -1.53050429e+00  3.16227766e+04 -1.20816141e+02  3.16227766e+04 -1.51125658e-02  3.16227766e+04 -5.51894797e+01 
 3.23593657e+04 -1.39046572e+02  3.23593657e+04 -1.52950245e+00  3.23593657e+04 -1.20615057e+02  3.23593657e+04 -1.51115146e-02  3.23593657e+04 -5.51897249e+01 
 3.31131121e+04 -1.38845661e+02  3.31131121e+04 -1.52847920e+00  3.31131121e+04 -1.20413922e+02  3.31131121e+04 -1.51104139e-02  3.31131121e+04 -5.51899817e+01 
 3.38844156e+04 -1.38644706e+02  3.38844156e+04 -1.52743405e+00  3.38844156e+04 -1.20212734e+02  3.38844156e+04 -1.51092614e-02  3.38844156e+04 -5.51902506e+01 
 3.46736850e+04 -1.38443704e+02  3.46736850e+04 -1.52636647e+00  3.46736850e+04 -1.20011491e+02  3.46736850e+04 -1.51080548e-02  3.46736850e+04 -5.51905321e+01 
 3.54813389e+04 -1.38242654e+02  3.54813389e+04 -1.52527594e+00  3.54813389e+04 -1.19810191e+02  3.54813389e+04 -1.51067914e-02  3.54813389e+04 -5.51908269e+01 
 3.63078055e+04 -1.38041552e+02  3.63078055e+04 -1.52416192e+00  3.63078055e+04 -1.19608830e+02  3.63078055e+04 -1.51054685e-02  3.63078055e+04 -5.51911356e+01 
 3.71535229e+04 -1.37840397e+02  3.71535229e+04 -1.52302387e+00  3.71535229e+04 -1.19407406e+02  3.71535229e+04 -1.51040835e-02  3.71535229e+04 -5.51914589e+01 
 3.80189396e+04 -1.37639187e+02  3.80189396e+04 -1.52186124e+00  3.80189396e+04 -1.19205915e+02  3.80189396e+04 -1.51026333e-02  3.80189396e+04 -5.51917973e+01 
 3.89045145e+04 -1.37437918e+02  3.89045145e+04 -1.52067347e+00  3.89045145e+04 -1.19004356e+02  3.89045145e+04 -1.51011150e-02  3.89045145e+04 -5.51921517e+01 
 3.98107171e+04 -1.37236589e+02  3.98107171e+04 -1.51945997e+00  3.98107171e+04 -1.18802723e+02  3.98107171e+04 -1.50995253e-02  3.98107171e+04 -5.51925228e+01 
 4.07380278e+04 -1.37035196e+02  4.07380278e+04 -1.51822017e+00  4.07380278e+04 -1.18601015e+02  4.07380278e+04 -1.50978609e-02  4.07380278e+04 -5.51929114e+01 
 4.16869383e+04 -1.36833737e+02  4.16869383e+04 -1.51695347e+00  4.16869383e+04 -1.18399228e+02  4.16869383e+04 -1.50961183e-02  4.16869383e+04 -5.51933182e+01 
 4.26579519e+04 -1.36632208e+02  4.26579519e+04 -1.51565928e+00  4.26579519e+04 -1.18197358e+02  4.26579519e+04 -1.50942938e-02  4.26579519e+04 -5.51937443e+01 
 4.36515832e+04 -1.36430607e+02  4.36515832e+04 -1.51433698e+00  4.36515832e+04 -1.17995401e+02  4.36515832e+04 -1.50923835e-02  4.36515832e+04 -5.51941903e+01 
 4.46683592e+04 -1.36228930e+02  4.46683592e+04 -1.51298595e+00  4.46683592e+04 -1.17793353e+02  4.46683592e+04 -1.50903836e-02  4.46683592e+04 -5.51946574e+01 
 4.57088190e+04 -1.36027174e+02  4.57088190e+04 -1.51160556e+00  4.57088190e+04 -1.17591209e+02  4.57088190e+04 -1.50882897e-02  4.57088190e+04 -5.51951465e+01 
 4.67735141e+04 -1.35825335e+02  4.67735141e+04 -1.51019516e+00  4.67735141e+04 -1.17388967e+02  4.67735141e+04 -1.50860974e-02  4.67735141e+04 -5.51956586e+01 
 4.78630092e+04 -1.35623409e+02  4.78630092e+04 -1.50875412e+00  4.78630092e+04 -1.17186620e+02  4.78630092e+04 -1.50838023e-02  4.78630092e+04 -5.51961948e+01 
 4.89778819e+04 -1.35421393e+02  4.89778819e+04 -1.50728176e+00  4.89778819e+04 -1.16984165e+02  4.89778819e+04 -1.50813994e-02  4.89778819e+04 -5.51967563e+01 
 5.01187234e+04 -1.35219282e+02  5.01187234e+04 -1.50577743e+00  5.01187234e+04 -1.16781596e+02  5.01187234e+04 -1.50788837e-02  5.01187234e+04 -5.51973442e+01 
 5.12861384e+04 -1.35017071e+02  5.12861384e+04 -1.50424043e+00  5.12861384e+04 -1.16578908e+02  5.12861384e+04 -1.50762500e-02  5.12861384e+04 -5.51979598e+01 
 5.24807460e+04 -1.34814758e+02  5.24807460e+04 -1.50267010e+00  5.24807460e+04 -1.16376096e+02  5.24807460e+04 -1.50734927e-02  5.24807460e+04 -5.51986043e+01 
 5.37031796e+04 -1.34612336e+02  5.37031796e+04 -1.50106572e+00  5.37031796e+04 -1.16173153e+02  5.37031796e+04 -1.50706060e-02  5.37031796e+04 -5.51992792e+01 
 5.49540874e+04 -1.34409801e+02  5.49540874e+04 -1.49942659e+00  5.49540874e+04 -1.15970075e+02  5.49540874e+04 -1.50675840e-02  5.49540874e+04 -5.51999859e+01 
 5.62341325e+04 -1.34207148e+02  5.62341325e+04 -1.49775201e+00  5.62341325e+04 -1.15766855e+02  5.62341325e+04 -1.50644203e-02  5.62341325e+04 -5.52007258e+01 
 5.75439937e+04 -1.34004371e+02  5.75439937e+04 -1.49604125e+00  5.75439937e+04 -1.15563486e+02  5.75439937e+04 -1.50611084e-02  5.75439937e+04 -5.52015005e+01 
 5.88843655e+04 -1.33801465e+02  5.88843655e+04 -1.49429358e+00  5.88843655e+04 -1.15359961e+02  5.88843655e+04 -1.50576412e-02  5.88843655e+04 -5.52023117e+01 
 6.02559586e+04 -1.33598424e+02  6.02559586e+04 -1.49250827e+00  6.02559586e+04 -1.15156275e+02  6.02559586e+04 -1.50540116e-02  6.02559586e+04 -5.52031611e+01 
 6.16595002e+04 -1.33395242e+02  6.16595002e+04 -1.49068458e+00  6.16595002e+04 -1.14952419e+02  6.16595002e+04 -1.50502119e-02  6.16595002e+04 -5.52040504e+01 
 6.30957344e+04 -1.33191913e+02  6.30957344e+04 -1.48882175e+00  6.30957344e+04 -1.14748385e+02  6.30957344e+04 -1.50462344e-02  6.30957344e+04 -5.52049816e+01 
 6.45654229e+04 -1.32988429e+02  6.45654229e+04 -1.48691904e+00  6.45654229e+04 -1.14544167e+02  6.45654229e+04 -1.50420707e-02  6.45654229e+04 -5.52059566e+01 
 6.60693448e+04 -1.32784784e+02  6.60693448e+04 -1.48497568e+00  6.60693448e+04 -1.14339755e+02  6.60693448e+04 -1.50377122e-02  6.60693448e+04 -5.52069774e+01 
 6.76082975e+04 -1.32580972e+02  6.76082975e+04 -1.48299091e+00  6.76082975e+04 -1.14135141e+02  6.76082975e+04 -1.50331498e-02  6.76082975e+04 -5.52080463e+01 
 6.91830971e+04 -1.32376983e+02  6.91830971e+04 -1.48096396e+00  6.91830971e+04 -1.13930316e+02  6.91830971e+04 -1.50283741e-02  6.91830971e+04 -5.52091654e+01 
 7.07945784e+04 -1.32172811e+02  7.07945784e+04 -1.47889406e+00  7.07945784e+04 -1.13725270e+02  7.07945784e+04 -1.50233751e-02  7.07945784e+04 -5.52103372e+01 
 7.24435960e+04 -1.31968448e+02  7.24435960e+04 -1.47678044e+00  7.24435960e+04 -1.13519995e+02  7.24435960e+04 -1.50181426e-02  7.24435960e+04 -5.52115640e+01 
 7.41310241e+04 -1.31763884e+02  7.41310241e+04 -1.47462233e+00  7.41310241e+04 -1.13314479e+02  7.41310241e+04 -1.50126656e-02  7.41310241e+04 -5.52128486e+01 
 7.58577575e+04 -1.31559111e+02  7.58577575e+04 -1.47241894e+00  7.58577575e+04 -1.13108712e+02  7.58577575e+04 -1.50069330e-02  7.58577575e+04 -5.52141935e+01 
 7.76247117e+04 -1.31354119e+02  7.76247117e+04 -1.47016952e+00  7.76247117e+04 -1.12902684e+02  7.76247117e+04 -1.50009329e-02  7.76247117e+04 -5.52156017e+01 
 7.94328235e+04 -1.31148900e+02  7.94328235e+04 -1.46787328e+00  7.94328235e+04 -1.12696382e+02  7.94328235e+04 -1.49946529e-02  7.94328235e+04 -5.52170760e+01 
 8.12830516e+04 -1.30943443e+02  8.12830516e+04 -1.46552945e+00  8.12830516e+04 -1.12489795e+02  8.12830516e+04 -1.49880801e-02  8.12830516e+04 -5.52186196e+01 
 8.31763771e+04 -1.30737737e+02  8.31763771e+04 -1.46313729e+00  8.31763771e+04 -1.12282911e+02  8.31763771e+04 -1.49812010e-02  8.31763771e+04 -5.52202358e+01 
 8.51138038e+04 -1.30531773e+02  8.51138038e+04 -1.46069602e+00  8.51138038e+04 -1.12075716e+02  8.51138038e+04 -1.49740016e-02  8.51138038e+04 -5.52219279e+01 
 8.70963590e+04 -1.30325537e+02  8.70963590e+04 -1.45820491e+00  8.70963590e+04 -1.11868197e+02  8.70963590e+04 -1.49664671e-02  8.70963590e+04 -5.52236995e+01 
 8.91250938e+04 -1.30119020e+02  8.91250938e+04 -1.45566321e+00  8.91250938e+04 -1.11660342e+02  8.91250938e+04 -1.49585821e-02  8.91250938e+04 -5.52255542e+01 
 9.12010839e+04 -1.29912208e+02  9.12010839e+04 -1.45307020e+00  9.12010839e+04 -1.11452134e+02  9.12010839e+04 -1.49503305e-02  9.12010839e+04 -5.52274961e+01 
 9.33254301e+04 -1.29705089e+02  9.33254301e+04 -1.45042516e+00  9.33254301e+04 -1.11243559e+02  9.33254301e+04 -1.49416956e-02  9.33254301e+04 -5.52295292e+01 
 9.54992586e+04 -1.29497650e+02  9.54992586e+04 -1.44772740e+00  9.54992586e+04 -1.11034603e+02  9.54992586e+04 -1.49326597e-02  9.54992586e+04 -5.52316577e+01 
 9.77237221e+04 -1.29289877e+02  9.77237221e+04 -1.44497623e+00  9.77237221e+04 -1.10825248e+02  9.77237221e+04 -1.49232047e-02  9.77237221e+04 -5.52338861e+01 
 1.00000000e+05 -1.29081756e+02  1.00000000e+05 -1.44217100e+00  1.00000000e+05 -1.10615478e+02  1.00000000e+05 -1.49133112e-02  1.00000000e+05 -5.52362191e+01 
 1.02329299e+05 -1.28873273e+02  1.02329299e+05 -1.43931107e+00  1.02329299e+05 -1.10405277e+02  1.02329299e+05 -1.49029595e-02  1.02329299e+05 -5.52386616e+01 
 1.04712855e+05 -1.28664412e+02  1.04712855e+05 -1.43639584e+00  1.04712855e+05 -1.10194625e+02  1.04712855e+05 -1.48921286e-02  1.04712855e+05 -5.52412186e+01 
 1.07151931e+05 -1.28455157e+02  1.07151931e+05 -1.43342472e+00  1.07151931e+05 -1.09983505e+02  1.07151931e+05 -1.48807969e-02  1.07151931e+05 -5.52438956e+01 
 1.09647820e+05 -1.28245492e+02  1.09647820e+05 -1.43039715e+00  1.09647820e+05 -1.09771899e+02  1.09647820e+05 -1.48689415e-02  1.09647820e+05 -5.52466980e+01 
 1.12201845e+05 -1.28035400e+02  1.12201845e+05 -1.42731263e+00  1.12201845e+05 -1.09559785e+02  1.12201845e+05 -1.48565388e-02  1.12201845e+05 -5.52496319e+01 
 1.14815362e+05 -1.27824864e+02  1.14815362e+05 -1.42417068e+00  1.14815362e+05 -1.09347144e+02  1.14815362e+05 -1.48435641e-02  1.14815362e+05 -5.52527032e+01 
 1.17489755e+05 -1.27613866e+02  1.17489755e+05 -1.42097086e+00  1.17489755e+05 -1.09133955e+02  1.17489755e+05 -1.48299917e-02  1.17489755e+05 -5.52559185e+01 
 1.20226443e+05 -1.27402386e+02  1.20226443e+05 -1.41771280e+00  1.20226443e+05 -1.08920197e+02  1.20226443e+05 -1.48157946e-02  1.20226443e+05 -5.52592843e+01 
 1.23026877e+05 -1.27190406e+02  1.23026877e+05 -1.41439613e+00  1.23026877e+05 -1.08705846e+02  1.23026877e+05 -1.48009449e-02  1.23026877e+05 -5.52628077e+01 
 1.25892541e+05 -1.26977905e+02  1.25892541e+05 -1.41102059e+00  1.25892541e+05 -1.08490881e+02  1.25892541e+05 -1.47854133e-02  1.25892541e+05 -5.52664961e+01 
 1.28824955e+05 -1.26764863e+02  1.28824955e+05 -1.40758595e+00  1.28824955e+05 -1.08275277e+02  1.28824955e+05 -1.47691695e-02  1.28824955e+05 -5.52703571e+01 
 1.31825674e+05 -1.26551260e+02  1.31825674e+05 -1.40409204e+00  1.31825674e+05 -1.08059011e+02  1.31825674e+05 -1.47521816e-02  1.31825674e+05 -5.52743988e+01 
 1.34896288e+05 -1.26337072e+02  1.34896288e+05 -1.40053877e+00  1.34896288e+05 -1.07842057e+02  1.34896288e+05 -1.47344168e-02  1.34896288e+05 -5.52786294e+01 
 1.38038426e+05 -1.26122277e+02  1.38038426e+05 -1.39692612e+00  1.38038426e+05 -1.07624390e+02  1.38038426e+05 -1.47158406e-02  1.38038426e+05 -5.52830578e+01 
 1.41253754e+05 -1.25906854e+02  1.41253754e+05 -1.39325414e+00  1.41253754e+05 -1.07405984e+02  1.41253754e+05 -1.46964172e-02  1.41253754e+05 -5.52876932e+01 
 1.44543977e+05 -1.25690776e+02  1.44543977e+05 -1.38952297e+00  1.44543977e+05 -1.07186812e+02  1.44543977e+05 -1.46761094e-02  1.44543977e+05 -5.52925451e+01 
 1.47910839e+05 -1.25474022e+02  1.47910839e+05 -1.38573285e+00  1.47910839e+05 -1.06966846e+02  1.47910839e+05 -1.46548783e-02  1.47910839e+05 -5.52976236e+01 
 1.51356125e+05 -1.25256564e+02  1.51356125e+05 -1.38188408e+00  1.51356125e+05 -1.06746060e+02  1.51356125e+05 -1.46326837e-02  1.51356125e+05 -5.53029391e+01 
 1.54881662e+05 -1.25038378e+02  1.54881662e+05 -1.37797711e+00  1.54881662e+05 -1.06524422e+02  1.54881662e+05 -1.46094835e-02  1.54881662e+05 -5.53085026e+01 
 1.58489319e+05 -1.24819438e+02  1.58489319e+05 -1.37401246e+00  1.58489319e+05 -1.06301906e+02  1.58489319e+05 -1.45852344e-02  1.58489319e+05 -5.53143256e+01 
 1.62181010e+05 -1.24599717e+02  1.62181010e+05 -1.36999078e+00  1.62181010e+05 -1.06078481e+02  1.62181010e+05 -1.45598908e-02  1.62181010e+05 -5.53204199e+01 
 1.65958691e+05 -1.24379187e+02  1.65958691e+05 -1.36591283e+00  1.65958691e+05 -1.05854117e+02  1.65958691e+05 -1.45334059e-02  1.65958691e+05 -5.53267982e+01 
 1.69824365e+05 -1.24157821e+02  1.69824365e+05 -1.36177949e+00  1.69824365e+05 -1.05628783e+02  1.69824365e+05 -1.45057308e-02  1.69824365e+05 -5.53334735e+01 
 1.73780083e+05 -1.23935589e+02  1.73780083e+05 -1.35759181e+00  1.73780083e+05 -1.05402449e+02  1.73780083e+05 -1.44768147e-02  1.73780083e+05 -5.53404594e+01 
 1.77827941e+05 -1.23712465e+02  1.77827941e+05 -1.35335093e+00  1.77827941e+05 -1.05175082e+02  1.77827941e+05 -1.44466051e-02  1.77827941e+05 -5.53477702e+01 
 1.81970086e+05 -1.23488417e+02  1.81970086e+05 -1.34905817e+00  1.81970086e+05 -1.04946652e+02  1.81970086e+05 -1.44150475e-02  1.81970086e+05 -5.53554208e+01 
 1.86208714e+05 -1.23263416e+02  1.86208714e+05 -1.34471499e+00  1.86208714e+05 -1.04717126e+02  1.86208714e+05 -1.43820854e-02  1.86208714e+05 -5.53634268e+01 
 1.90546072e+05 -1.23037433e+02  1.90546072e+05 -1.34032301e+00  1.90546072e+05 -1.04486471e+02  1.90546072e+05 -1.43476602e-02  1.90546072e+05 -5.53718044e+01 
 1.94984460e+05 -1.22810436e+02  1.94984460e+05 -1.33588402e+00  1.94984460e+05 -1.04254656e+02  1.94984460e+05 -1.43117114e-02  1.94984460e+05 -5.53805707e+01 
 1.99526231e+05 -1.22582396e+02  1.99526231e+05 -1.33139999e+00  1.99526231e+05 -1.04021649e+02  1.99526231e+05 -1.42741762e-02  1.99526231e+05 -5.53897433e+01 
 2.04173794e+05 -1.22353280e+02  2.04173794e+05 -1.32687306e+00  2.04173794e+05 -1.03787416e+02  2.04173794e+05 -1.42349900e-02  2.04173794e+05 -5.53993409e+01 
 2.08929613e+05 -1.22123059e+02  2.08929613e+05 -1.32230555e+00  2.08929613e+05 -1.03551926e+02  2.08929613e+05 -1.41940855e-02  2.08929613e+05 -5.54093826e+01 
 2.13796209e+05 -1.21891700e+02  2.13796209e+05 -1.31769998e+00  2.13796209e+05 -1.03315146e+02  2.13796209e+05 -1.41513938e-02  2.13796209e+05 -5.54198887e+01 
 2.18776162e+05 -1.21659174e+02  2.18776162e+05 -1.31305908e+00  2.18776162e+05 -1.03077044e+02  2.18776162e+05 -1.41068434e-02  2.18776162e+05 -5.54308803e+01 
 2.23872114e+05 -1.21425448e+02  2.23872114e+05 -1.30838576e+00  2.23872114e+05 -1.02837589e+02  2.23872114e+05 -1.40603606e-02  2.23872114e+05 -5.54423793e+01 
 2.29086765e+05 -1.21190492e+02  2.29086765e+05 -1.30368316e+00  2.29086765e+05 -1.02596750e+02  2.29086765e+05 -1.40118698e-02  2.29086765e+05 -5.54544087e+01 
 2.34422882e+05 -1.20954274e+02  2.34422882e+05 -1.29895462e+00  2.34422882e+05 -1.02354496e+02  2.34422882e+05 -1.39612927e-02  2.34422882e+05 -5.54669923e+01 
 2.39883292e+05 -1.20716766e+02  2.39883292e+05 -1.29420370e+00  2.39883292e+05 -1.02110798e+02  2.39883292e+05 -1.39085491e-02  2.39883292e+05 -5.54801552e+01 
 2.45470892e+05 -1.20477936e+02  2.45470892e+05 -1.28943420e+00  2.45470892e+05 -1.01865626e+02  2.45470892e+05 -1.38535564e-02  2.45470892e+05 -5.54939234e+01 
 2.51188643e+05 -1.20237756e+02  2.51188643e+05 -1.28465011e+00  2.51188643e+05 -1.01618952e+02  2.51188643e+05 -1.37962301e-02  2.51188643e+05 -5.55083240e+01 
 2.57039578e+05 -1.19996196e+02  2.57039578e+05 -1.27985568e+00  2.57039578e+05 -1.01370749e+02  2.57039578e+05 -1.37364832e-02  2.57039578e+05 -5.55233853e+01 
 2.63026799e+05 -1.19753229e+02  2.63026799e+05 -1.27505536e+00  2.63026799e+05 -1.01120991e+02  2.63026799e+05 -1.36742267e-02  2.63026799e+05 -5.55391368e+01 
 2.69153480e+05 -1.19508826e+02  2.69153480e+05 -1.27025387e+00  2.69153480e+05 -1.00869653e+02  2.69153480e+05 -1.36093697e-02  2.69153480e+05 -5.55556093e+01 
 2.75422870e+05 -1.19262963e+02  2.75422870e+05 -1.26545612e+00  2.75422870e+05 -1.00616713e+02  2.75422870e+05 -1.35418193e-02  2.75422870e+05 -5.55728347e+01 
 2.81838293e+05 -1.19015614e+02  2.81838293e+05 -1.26066727e+00  2.81838293e+05 -1.00362147e+02  2.81838293e+05 -1.34714805e-02  2.81838293e+05 -5.55908464e+01 
 2.88403150e+05 -1.18766755e+02  2.88403150e+05 -1.25589271e+00  2.88403150e+05 -1.00105936e+02  2.88403150e+05 -1.33982567e-02  2.88403150e+05 -5.56096791e+01 
 2.95120923e+05 -1.18516364e+02  2.95120923e+05 -1.25113804e+00  2.95120923e+05 -9.98480624e+01  2.95120923e+05 -1.33220497e-02  2.95120923e+05 -5.56293692e+01 
 3.01995172e+05 -1.18264418e+02  3.01995172e+05 -1.24640910e+00  3.01995172e+05 -9.95885084e+01  3.01995172e+05 -1.32427596e-02  3.01995172e+05 -5.56499541e+01 
 3.09029543e+05 -1.18010900e+02  3.09029543e+05 -1.24171194e+00  3.09029543e+05 -9.93272599e+01  3.09029543e+05 -1.31602854e-02  3.09029543e+05 -5.56714732e+01 
 3.16227766e+05 -1.17755791e+02  3.16227766e+05 -1.23705281e+00  3.16227766e+05 -9.90643046e+01  3.16227766e+05 -1.30745246e-02  3.16227766e+05 -5.56939672e+01 
 3.23593657e+05 -1.17499075e+02  3.23593657e+05 -1.23243819e+00  3.23593657e+05 -9.87996324e+01  3.23593657e+05 -1.29853741e-02  3.23593657e+05 -5.57174786e+01 
 3.31131121e+05 -1.17240738e+02  3.31131121e+05 -1.22787474e+00  3.31131121e+05 -9.85332355e+01  3.31131121e+05 -1.28927298e-02  3.31131121e+05 -5.57420515e+01 
 3.38844156e+05 -1.16980768e+02  3.38844156e+05 -1.22336931e+00  3.38844156e+05 -9.82651087e+01  3.38844156e+05 -1.27964872e-02  3.38844156e+05 -5.57677319e+01 
 3.46736850e+05 -1.16719155e+02  3.46736850e+05 -1.21892892e+00  3.46736850e+05 -9.79952492e+01  3.46736850e+05 -1.26965416e-02  3.46736850e+05 -5.57945674e+01 
 3.54813389e+05 -1.16455893e+02  3.54813389e+05 -1.21456077e+00  3.54813389e+05 -9.77236570e+01  3.54813389e+05 -1.25927886e-02  3.54813389e+05 -5.58226076e+01 
 3.63078055e+05 -1.16190976e+02  3.63078055e+05 -1.21027221e+00  3.63078055e+05 -9.74503347e+01  3.63078055e+05 -1.24851240e-02  3.63078055e+05 -5.58519042e+01 
 3.71535229e+05 -1.15924401e+02  3.71535229e+05 -1.20607073e+00  3.71535229e+05 -9.71752878e+01  3.71535229e+05 -1.23734446e-02  3.71535229e+05 -5.58825105e+01 
 3.80189396e+05 -1.15656168e+02  3.80189396e+05 -1.20196394e+00  3.80189396e+05 -9.68985247e+01  3.80189396e+05 -1.22576485e-02  3.80189396e+05 -5.59144823e+01 
 3.89045145e+05 -1.15386281e+02  3.89045145e+05 -1.19795958e+00  3.89045145e+05 -9.66200565e+01  3.89045145e+05 -1.21376352e-02  3.89045145e+05 -5.59478771e+01 
 3.98107171e+05 -1.15114745e+02  3.98107171e+05 -1.19406546e+00  3.98107171e+05 -9.63398975e+01  3.98107171e+05 -1.20133066e-02  3.98107171e+05 -5.59827549e+01 
 4.07380278e+05 -1.14841568e+02  4.07380278e+05 -1.19028949e+00  4.07380278e+05 -9.60580649e+01  4.07380278e+05 -1.18845673e-02  4.07380278e+05 -5.60191779e+01 
 4.16869383e+05 -1.14566762e+02  4.16869383e+05 -1.18663963e+00  4.16869383e+05 -9.57745790e+01  4.16869383e+05 -1.17513249e-02  4.16869383e+05 -5.60572104e+01 
 4.26579519e+05 -1.14290340e+02  4.26579519e+05 -1.18312389e+00  4.26579519e+05 -9.54894629e+01  4.26579519e+05 -1.16134909e-02  4.26579519e+05 -5.60969193e+01 
 4.36515832e+05 -1.14012319e+02  4.36515832e+05 -1.17975030e+00  4.36515832e+05 -9.52027430e+01  4.36515832e+05 -1.14709813e-02  4.36515832e+05 -5.61383739e+01 
 4.46683592e+05 -1.13732721e+02  4.46683592e+05 -1.17652689e+00  4.46683592e+05 -9.49144485e+01  4.46683592e+05 -1.13237168e-02  4.46683592e+05 -5.61816460e+01 
 4.57088190e+05 -1.13451567e+02  4.57088190e+05 -1.17346168e+00  4.57088190e+05 -9.46246117e+01  4.57088190e+05 -1.11716241e-02  4.57088190e+05 -5.62268099e+01 
 4.67735141e+05 -1.13168884e+02  4.67735141e+05 -1.17056267e+00  4.67735141e+05 -9.43332677e+01  4.67735141e+05 -1.10146363e-02  4.67735141e+05 -5.62739427e+01 
 4.78630092e+05 -1.12884700e+02  4.78630092e+05 -1.16783780e+00  4.78630092e+05 -9.40404545e+01  4.78630092e+05 -1.08526936e-02  4.78630092e+05 -5.63231241e+01 
 4.89778819e+05 -1.12599048e+02  4.89778819e+05 -1.16529492e+00  4.89778819e+05 -9.37462130e+01  4.89778819e+05 -1.06857440e-02  4.89778819e+05 -5.63744367e+01 
 5.01187234e+05 -1.12311963e+02  5.01187234e+05 -1.16294182e+00  5.01187234e+05 -9.34505868e+01  5.01187234e+05 -1.05137445e-02  5.01187234e+05 -5.64279659e+01 
 5.12861384e+05 -1.12023481e+02  5.12861384e+05 -1.16078616e+00  5.12861384e+05 -9.31536221e+01  5.12861384e+05 -1.03366615e-02  5.12861384e+05 -5.64838001e+01 
 5.24807460e+05 -1.11733644e+02  5.24807460e+05 -1.15883547e+00  5.24807460e+05 -9.28553677e+01  5.24807460e+05 -1.01544717e-02  5.24807460e+05 -5.65420308e+01 
 5.37031796e+05 -1.11442495e+02  5.37031796e+05 -1.15709716e+00  5.37031796e+05 -9.25558747e+01  5.37031796e+05 -9.96716309e-03  5.37031796e+05 -5.66027524e+01 
 5.49540874e+05 -1.11150079e+02  5.49540874e+05 -1.15557844e+00  5.49540874e+05 -9.22551968e+01  5.49540874e+05 -9.77473575e-03  5.49540874e+05 -5.66660628e+01 
 5.62341325e+05 -1.10856445e+02  5.62341325e+05 -1.15428639e+00  5.62341325e+05 -9.19533897e+01  5.62341325e+05 -9.57720266e-03  5.62341325e+05 -5.67320629e+01 
