 2.75422870e+01 -1.88542593e+02  2.75422870e+01 -3.57424324e-01  2.75422870e+01 -1.80133818e+02  2.75422870e+01 -1.51348491e-02  2.75422870e+01 -5.51842939e+01 
 2.81838293e+01 -1.88520256e+02  2.81838293e+01 -3.65128641e-01  2.81838293e+01 -1.80024658e+02  2.81838293e+01 -1.51348500e-02  2.81838293e+01 -5.51842934e+01 
 2.88403150e+01 -1.88496993e+02  2.88403150e+01 -3.72972259e-01  2.88403150e+01 -1.79913211e+02  2.88403150e+01 -1.51348509e-02  2.88403150e+01 -5.51842929e+01 
 2.95120923e+01 -1.88472772e+02  2.95120923e+01 -3.80956016e-01  2.95120923e+01 -1.79799487e+02  2.95120923e+01 -1.51348517e-02  2.95120923e+01 -5.51842924e+01 
 3.01995172e+01 -1.88447559e+02  3.01995172e+01 -3.89080646e-01  3.01995172e+01 -1.79683499e+02  3.01995172e+01 -1.51348525e-02  3.01995172e+01 -5.51842920e+01 
 3.09029543e+01 -1.88421319e+02  3.09029543e+01 -3.97346771e-01  3.09029543e+01 -1.79565265e+02  3.09029543e+01 -1.51348533e-02  3.09029543e+01 -5.51842915e+01 
 3.16227766e+01 -1.88394018e+02  3.16227766e+01 -4.05754895e-01  3.16227766e+01 -1.79444801e+02  3.16227766e+01 -1.51348541e-02  3.16227766e+01 -5.51842911e+01 
 3.23593657e+01 -1.88365620e+02  3.23593657e+01 -4.14305396e-01  3.23593657e+01 -1.79322127e+02  3.23593657e+01 -1.51348548e-02  3.23593657e+01 -5.51842906e+01 
 3.31131121e+01 -1.88336089e+02  3.31131121e+01 -4.22998523e-01  3.31131121e+01 -1.79197266e+02  3.31131121e+01 -1.51348556e-02  3.31131121e+01 -5.51842902e+01 
 3.38844156e+01 -1.88305388e+02  3.38844156e+01 -4.31834384e-01  3.38844156e+01 -1.79070242e+02  3.38844156e+01 -1.51348563e-02  3.38844156e+01 -5.51842898e+01 
 3.46736850e+01 -1.88273480e+02  3.46736850e+01 -4.40812941e-01  3.46736850e+01 -1.78941081e+02  3.46736850e+01 -1.51348570e-02  3.46736850e+01 -5.51842894e+01 
 3.54813389e+01 -1.88240328e+02  3.54813389e+01 -4.49934006e-01  3.54813389e+01 -1.78809809e+02  3.54813389e+01 -1.51348577e-02  3.54813389e+01 -5.51842890e+01 
 3.63078055e+01 -1.88205893e+02  3.63078055e+01 -4.59197231e-01  3.63078055e+01 -1.78676456e+02  3.63078055e+01 -1.51348584e-02  3.63078055e+01 -5.51842886e+01 
 3.71535229e+01 -1.88170137e+02  3.71535229e+01 -4.68602101e-01  3.71535229e+01 -1.78541052e+02  3.71535229e+01 -1.51348590e-02  3.71535229e+01 -5.51842882e+01 
 3.80189396e+01 -1.88133021e+02  3.80189396e+01 -4.78147931e-01  3.80189396e+01 -1.78403630e+02  3.80189396e+01 -1.51348596e-02  3.80189396e+01 -5.51842879e+01 
 3.89045145e+01 -1.88094507e+02  3.89045145e+01 -4.87833857e-01  3.89045145e+01 -1.78264222e+02  3.89045145e+01 -1.51348603e-02  3.89045145e+01 -5.51842875e+01 
 3.98107171e+01 -1.88054555e+02  3.98107171e+01 -4.97658833e-01  3.98107171e+01 -1.78122863e+02  3.98107171e+01 -1.51348608e-02  3.98107171e+01 -5.51842872e+01 
 4.07380278e+01 -1.88013126e+02  4.07380278e+01 -5.07621622e-01  4.07380278e+01 -1.77979588e+02  4.07380278e+01 -1.51348614e-02  4.07380278e+01 -5.51842869e+01 
 4.16869383e+01 -1.87970181e+02  4.16869383e+01 -5.17720796e-01  4.16869383e+01 -1.77834434e+02  4.16869383e+01 -1.51348620e-02  4.16869383e+01 -5.51842866e+01 
 4.26579519e+01 -1.87925682e+02  4.26579519e+01 -5.27954724e-01  4.26579519e+01 -1.77687437e+02  4.26579519e+01 -1.51348625e-02  4.26579519e+01 -5.51842862e+01 
 4.36515832e+01 -1.87879590e+02  4.36515832e+01 -5.38321578e-01  4.36515832e+01 -1.77538636e+02  4.36515832e+01 -1.51348630e-02  4.36515832e+01 -5.51842859e+01 
 4.46683592e+01 -1.87831866e+02  4.46683592e+01 -5.48819320e-01  4.46683592e+01 -1.77388068e+02  4.46683592e+01 -1.51348636e-02  4.46683592e+01 -5.51842857e+01 
 4.57088190e+01 -1.87782473e+02  4.57088190e+01 -5.59445706e-01  4.57088190e+01 -1.77235772e+02  4.57088190e+01 -1.51348640e-02  4.57088190e+01 -5.51842854e+01 
 4.67735141e+01 -1.87731373e+02  4.67735141e+01 -5.70198280e-01  4.67735141e+01 -1.77081789e+02  4.67735141e+01 -1.51348645e-02  4.67735141e+01 -5.51842851e+01 
 4.78630092e+01 -1.87678529e+02  4.78630092e+01 -5.81074373e-01  4.78630092e+01 -1.76926156e+02  4.78630092e+01 -1.51348650e-02  4.78630092e+01 -5.51842848e+01 
 4.89778819e+01 -1.87623905e+02  4.89778819e+01 -5.92071106e-01  4.89778819e+01 -1.76768914e+02  4.89778819e+01 -1.51348654e-02  4.89778819e+01 -5.51842846e+01 
 5.01187234e+01 -1.87567467e+02  5.01187234e+01 -6.03185384e-01  5.01187234e+01 -1.76610103e+02  5.01187234e+01 -1.51348659e-02  5.01187234e+01 -5.51842843e+01 
 5.12861384e+01 -1.87509180e+02  5.12861384e+01 -6.14413905e-01  5.12861384e+01 -1.76449761e+02  5.12861384e+01 -1.51348663e-02  5.12861384e+01 -5.51842841e+01 
 5.24807460e+01 -1.87449010e+02  5.24807460e+01 -6.25753153e-01  5.24807460e+01 -1.76287929e+02  5.24807460e+01 -1.51348667e-02  5.24807460e+01 -5.51842839e+01 
 5.37031796e+01 -1.87386927e+02  5.37031796e+01 -6.37199408e-01  5.37031796e+01 -1.76124646e+02  5.37031796e+01 -1.51348671e-02  5.37031796e+01 -5.51842837e+01 
 5.49540874e+01 -1.87322899e+02  5.49540874e+01 -6.48748746e-01  5.49540874e+01 -1.75959951e+02  5.49540874e+01 -1.51348674e-02  5.49540874e+01 -5.51842835e+01 
 5.62341325e+01 -1.87256898e+02  5.62341325e+01 -6.60397046e-01  5.62341325e+01 -1.75793882e+02  5.62341325e+01 -1.51348678e-02  5.62341325e+01 -5.51842832e+01 
 5.75439937e+01 -1.87188896e+02  5.75439937e+01 -6.72139995e-01  5.75439937e+01 -1.75626479e+02  5.75439937e+01 -1.51348682e-02  5.75439937e+01 -5.51842831e+01 
 5.88843655e+01 -1.87118867e+02  5.88843655e+01 -6.83973092e-01  5.88843655e+01 -1.75457778e+02  5.88843655e+01 -1.51348685e-02  5.88843655e+01 -5.51842829e+01 
 6.02559586e+01 -1.87046787e+02  6.02559586e+01 -6.95891660e-01  6.02559586e+01 -1.75287817e+02  6.02559586e+01 -1.51348688e-02  6.02559586e+01 -5.51842827e+01 
 6.16595002e+01 -1.86972635e+02  6.16595002e+01 -7.07890853e-01  6.16595002e+01 -1.75116632e+02  6.16595002e+01 -1.51348691e-02  6.16595002e+01 -5.51842825e+01 
 6.30957344e+01 -1.86896389e+02  6.30957344e+01 -7.19965663e-01  6.30957344e+01 -1.74944261e+02  6.30957344e+01 -1.51348694e-02  6.30957344e+01 -5.51842823e+01 
 6.45654229e+01 -1.86818033e+02  6.45654229e+01 -7.32110933e-01  6.45654229e+01 -1.74770738e+02  6.45654229e+01 -1.51348697e-02  6.45654229e+01 -5.51842822e+01 
 6.60693448e+01 -1.86737550e+02  6.60693448e+01 -7.44321368e-01  6.60693448e+01 -1.74596097e+02  6.60693448e+01 -1.51348700e-02  6.60693448e+01 -5.51842820e+01 
 6.76082975e+01 -1.86654926e+02  6.76082975e+01 -7.56591547e-01  6.76082975e+01 -1.74420374e+02  6.76082975e+01 -1.51348703e-02  6.76082975e+01 -5.51842819e+01 
 6.91830971e+01 -1.86570152e+02  6.91830971e+01 -7.68915934e-01  6.91830971e+01 -1.74243600e+02  6.91830971e+01 -1.51348705e-02  6.91830971e+01 -5.51842817e+01 
 7.07945784e+01 -1.86483217e+02  7.07945784e+01 -7.81288891e-01  7.07945784e+01 -1.74065809e+02  7.07945784e+01 -1.51348708e-02  7.07945784e+01 -5.51842816e+01 
 7.24435960e+01 -1.86394115e+02  7.24435960e+01 -7.93704694e-01  7.24435960e+01 -1.73887031e+02  7.24435960e+01 -1.51348710e-02  7.24435960e+01 -5.51842814e+01 
 7.41310241e+01 -1.86302844e+02  7.41310241e+01 -8.06157546e-01  7.41310241e+01 -1.73707299e+02  7.41310241e+01 -1.51348713e-02  7.41310241e+01 -5.51842813e+01 
 7.58577575e+01 -1.86209401e+02  7.58577575e+01 -8.18641592e-01  7.58577575e+01 -1.73526640e+02  7.58577575e+01 -1.51348715e-02  7.58577575e+01 -5.51842812e+01 
 7.76247117e+01 -1.86113788e+02  7.76247117e+01 -8.31150931e-01  7.76247117e+01 -1.73345086e+02  7.76247117e+01 -1.51348717e-02  7.76247117e+01 -5.51842811e+01 
 7.94328235e+01 -1.86016010e+02  7.94328235e+01 -8.43679636e-01  7.94328235e+01 -1.73162662e+02  7.94328235e+01 -1.51348719e-02  7.94328235e+01 -5.51842810e+01 
 8.12830516e+01 -1.85916072e+02  8.12830516e+01 -8.56221764e-01  8.12830516e+01 -1.72979398e+02  8.12830516e+01 -1.51348721e-02  8.12830516e+01 -5.51842808e+01 
 8.31763771e+01 -1.85813984e+02  8.31763771e+01 -8.68771373e-01  8.31763771e+01 -1.72795318e+02  8.31763771e+01 -1.51348723e-02  8.31763771e+01 -5.51842807e+01 
 8.51138038e+01 -1.85709759e+02  8.51138038e+01 -8.81322539e-01  8.51138038e+01 -1.72610450e+02  8.51138038e+01 -1.51348725e-02  8.51138038e+01 -5.51842806e+01 
 8.70963590e+01 -1.85603410e+02  8.70963590e+01 -8.93869367e-01  8.70963590e+01 -1.72424816e+02  8.70963590e+01 -1.51348727e-02  8.70963590e+01 -5.51842805e+01 
 8.91250938e+01 -1.85494954e+02  8.91250938e+01 -9.06406004e-01  8.91250938e+01 -1.72238441e+02  8.91250938e+01 -1.51348729e-02  8.91250938e+01 -5.51842804e+01 
 9.12010839e+01 -1.85384412e+02  9.12010839e+01 -9.18926658e-01  9.12010839e+01 -1.72051348e+02  9.12010839e+01 -1.51348731e-02  9.12010839e+01 -5.51842803e+01 
 9.33254301e+01 -1.85271805e+02  9.33254301e+01 -9.31425607e-01  9.33254301e+01 -1.71863559e+02  9.33254301e+01 -1.51348733e-02  9.33254301e+01 -5.51842803e+01 
 9.54992586e+01 -1.85157157e+02  9.54992586e+01 -9.43897212e-01  9.54992586e+01 -1.71675095e+02  9.54992586e+01 -1.51348734e-02  9.54992586e+01 -5.51842802e+01 
 9.77237221e+01 -1.85040497e+02  9.77237221e+01 -9.56335930e-01  9.77237221e+01 -1.71485976e+02  9.77237221e+01 -1.51348736e-02  9.77237221e+01 -5.51842801e+01 
 1.00000000e+02 -1.84921851e+02  1.00000000e+02 -9.68736322e-01  1.00000000e+02 -1.71296222e+02  1.00000000e+02 -1.51348737e-02  1.00000000e+02 -5.51842800e+01 
 1.02329299e+02 -1.84801253e+02  1.02329299e+02 -9.81093067e-01  1.02329299e+02 -1.71105852e+02  1.02329299e+02 -1.51348739e-02  1.02329299e+02 -5.51842799e+01 
 1.04712855e+02 -1.84678734e+02  1.04712855e+02 -9.93400967e-01  1.04712855e+02 -1.70914883e+02  1.04712855e+02 -1.51348740e-02  1.04712855e+02 -5.51842799e+01 
 1.07151931e+02 -1.84554331e+02  1.07151931e+02 -1.00565496e+00  1.07151931e+02 -1.70723333e+02  1.07151931e+02 -1.51348742e-02  1.07151931e+02 -5.51842798e+01 
 1.09647820e+02 -1.84428080e+02  1.09647820e+02 -1.01785012e+00  1.09647820e+02 -1.70531217e+02  1.09647820e+02 -1.51348743e-02  1.09647820e+02 -5.51842797e+01 
 1.12201845e+02 -1.84300020e+02  1.12201845e+02 -1.02998167e+00  1.12201845e+02 -1.70338553e+02  1.12201845e+02 -1.51348745e-02  1.12201845e+02 -5.51842797e+01 
 1.14815362e+02 -1.84170192e+02  1.14815362e+02 -1.04204498e+00  1.14815362e+02 -1.70145354e+02  1.14815362e+02 -1.51348746e-02  1.14815362e+02 -5.51842796e+01 
 1.17489755e+02 -1.84038638e+02  1.17489755e+02 -1.05403559e+00  1.17489755e+02 -1.69951636e+02  1.17489755e+02 -1.51348747e-02  1.17489755e+02 -5.51842795e+01 
 1.20226443e+02 -1.83905401e+02  1.20226443e+02 -1.06594917e+00  1.20226443e+02 -1.69757411e+02  1.20226443e+02 -1.51348748e-02  1.20226443e+02 -5.51842795e+01 
 1.23026877e+02 -1.83770525e+02  1.23026877e+02 -1.07778158e+00  1.23026877e+02 -1.69562694e+02  1.23026877e+02 -1.51348750e-02  1.23026877e+02 -5.51842794e+01 
 1.25892541e+02 -1.83634058e+02  1.25892541e+02 -1.08952883e+00  1.25892541e+02 -1.69367495e+02  1.25892541e+02 -1.51348751e-02  1.25892541e+02 -5.51842794e+01 
 1.28824955e+02 -1.83496044e+02  1.28824955e+02 -1.10118708e+00  1.28824955e+02 -1.69171828e+02  1.28824955e+02 -1.51348752e-02  1.28824955e+02 -5.51842793e+01 
 1.31825674e+02 -1.83356533e+02  1.31825674e+02 -1.11275265e+00  1.31825674e+02 -1.68975704e+02  1.31825674e+02 -1.51348753e-02  1.31825674e+02 -5.51842792e+01 
 1.34896288e+02 -1.83215573e+02  1.34896288e+02 -1.12422205e+00  1.34896288e+02 -1.68779133e+02  1.34896288e+02 -1.51348755e-02  1.34896288e+02 -5.51842792e+01 
 1.38038426e+02 -1.83073213e+02  1.38038426e+02 -1.13559190e+00  1.38038426e+02 -1.68582126e+02  1.38038426e+02 -1.51348756e-02  1.38038426e+02 -5.51842791e+01 
 1.41253754e+02 -1.82929501e+02  1.41253754e+02 -1.14685901e+00  1.41253754e+02 -1.68384692e+02  1.41253754e+02 -1.51348757e-02  1.41253754e+02 -5.51842791e+01 
 1.44543977e+02 -1.82784489e+02  1.44543977e+02 -1.15802030e+00  1.44543977e+02 -1.68186842e+02  1.44543977e+02 -1.51348758e-02  1.44543977e+02 -5.51842790e+01 
 1.47910839e+02 -1.82638227e+02  1.47910839e+02 -1.16907287e+00  1.47910839e+02 -1.67988584e+02  1.47910839e+02 -1.51348759e-02  1.47910839e+02 -5.51842790e+01 
 1.51356125e+02 -1.82490765e+02  1.51356125e+02 -1.18001394e+00  1.51356125e+02 -1.67789927e+02  1.51356125e+02 -1.51348760e-02  1.51356125e+02 -5.51842789e+01 
 1.54881662e+02 -1.82342152e+02  1.54881662e+02 -1.19084085e+00  1.54881662e+02 -1.67590879e+02  1.54881662e+02 -1.51348761e-02  1.54881662e+02 -5.51842789e+01 
 1.58489319e+02 -1.82192441e+02  1.58489319e+02 -1.20155108e+00  1.58489319e+02 -1.67391448e+02  1.58489319e+02 -1.51348762e-02  1.58489319e+02 -5.51842789e+01 
 1.62181010e+02 -1.82041679e+02  1.62181010e+02 -1.21214223e+00  1.62181010e+02 -1.67191643e+02  1.62181010e+02 -1.51348764e-02  1.62181010e+02 -5.51842788e+01 
 1.65958691e+02 -1.81889918e+02  1.65958691e+02 -1.22261200e+00  1.65958691e+02 -1.66991470e+02  1.65958691e+02 -1.51348765e-02  1.65958691e+02 -5.51842788e+01 
 1.69824365e+02 -1.81737206e+02  1.69824365e+02 -1.23295820e+00  1.69824365e+02 -1.66790937e+02  1.69824365e+02 -1.51348766e-02  1.69824365e+02 -5.51842787e+01 
 1.73780083e+02 -1.81583591e+02  1.73780083e+02 -1.24317874e+00  1.73780083e+02 -1.66590052e+02  1.73780083e+02 -1.51348767e-02  1.73780083e+02 -5.51842787e+01 
 1.77827941e+02 -1.81429123e+02  1.77827941e+02 -1.25327161e+00  1.77827941e+02 -1.66388821e+02  1.77827941e+02 -1.51348768e-02  1.77827941e+02 -5.51842787e+01 
 1.81970086e+02 -1.81273847e+02  1.81970086e+02 -1.26323489e+00  1.81970086e+02 -1.66187251e+02  1.81970086e+02 -1.51348769e-02  1.81970086e+02 -5.51842786e+01 
 1.86208714e+02 -1.81117810e+02  1.86208714e+02 -1.27306675e+00  1.86208714e+02 -1.65985349e+02  1.86208714e+02 -1.51348770e-02  1.86208714e+02 -5.51842786e+01 
 1.90546072e+02 -1.80961057e+02  1.90546072e+02 -1.28276540e+00  1.90546072e+02 -1.65783122e+02  1.90546072e+02 -1.51348771e-02  1.90546072e+02 -5.51842785e+01 
 1.94984460e+02 -1.80803632e+02  1.94984460e+02 -1.29232913e+00  1.94984460e+02 -1.65580577e+02  1.94984460e+02 -1.51348772e-02  1.94984460e+02 -5.51842785e+01 
 1.99526231e+02 -1.80645579e+02  1.99526231e+02 -1.30175629e+00  1.99526231e+02 -1.65377721e+02  1.99526231e+02 -1.51348773e-02  1.99526231e+02 -5.51842785e+01 
 2.04173794e+02 -1.80486939e+02  2.04173794e+02 -1.31104527e+00  2.04173794e+02 -1.65174560e+02  2.04173794e+02 -1.51348774e-02  2.04173794e+02 -5.51842784e+01 
 2.08929613e+02 -1.80327752e+02  2.08929613e+02 -1.32019451e+00  2.08929613e+02 -1.64971102e+02  2.08929613e+02 -1.51348775e-02  2.08929613e+02 -5.51842784e+01 
 2.13796209e+02 -1.80168057e+02  2.13796209e+02 -1.32920251e+00  2.13796209e+02 -1.64767354e+02  2.13796209e+02 -1.51348776e-02  2.13796209e+02 -5.51842784e+01 
 2.18776162e+02 -1.80007892e+02  2.18776162e+02 -1.33806778e+00  2.18776162e+02 -1.64563322e+02  2.18776162e+02 -1.51348777e-02  2.18776162e+02 -5.51842783e+01 
 2.23872114e+02 -1.79847292e+02  2.23872114e+02 -1.34678888e+00  2.23872114e+02 -1.64359015e+02  2.23872114e+02 -1.51348778e-02  2.23872114e+02 -5.51842783e+01 
 2.29086765e+02 -1.79686292e+02  2.29086765e+02 -1.35536440e+00  2.29086765e+02 -1.64154440e+02  2.29086765e+02 -1.51348780e-02  2.29086765e+02 -5.51842783e+01 
 2.34422882e+02 -1.79524923e+02  2.34422882e+02 -1.36379296e+00  2.34422882e+02 -1.63949605e+02  2.34422882e+02 -1.51348781e-02  2.34422882e+02 -5.51842782e+01 
 2.39883292e+02 -1.79363217e+02  2.39883292e+02 -1.37207322e+00  2.39883292e+02 -1.63744517e+02  2.39883292e+02 -1.51348782e-02  2.39883292e+02 -5.51842782e+01 
 2.45470892e+02 -1.79201202e+02  2.45470892e+02 -1.38020385e+00  2.45470892e+02 -1.63539185e+02  2.45470892e+02 -1.51348783e-02  2.45470892e+02 -5.51842782e+01 
 2.51188643e+02 -1.79038906e+02  2.51188643e+02 -1.38818358e+00  2.51188643e+02 -1.63333618e+02  2.51188643e+02 -1.51348784e-02  2.51188643e+02 -5.51842781e+01 
 2.57039578e+02 -1.78876351e+02  2.57039578e+02 -1.39601114e+00  2.57039578e+02 -1.63127823e+02  2.57039578e+02 -1.51348785e-02  2.57039578e+02 -5.51842781e+01 
 2.63026799e+02 -1.78713563e+02  2.63026799e+02 -1.40368531e+00  2.63026799e+02 -1.62921811e+02  2.63026799e+02 -1.51348786e-02  2.63026799e+02 -5.51842781e+01 
 2.69153480e+02 -1.78550561e+02  2.69153480e+02 -1.41120492e+00  2.69153480e+02 -1.62715590e+02  2.69153480e+02 -1.51348787e-02  2.69153480e+02 -5.51842780e+01 
 2.75422870e+02 -1.78387365e+02  2.75422870e+02 -1.41856881e+00  2.75422870e+02 -1.62509170e+02  2.75422870e+02 -1.51348787e-02  2.75422870e+02 -5.51842780e+01 
 2.81838293e+02 -1.78223990e+02  2.81838293e+02 -1.42577591e+00  2.81838293e+02 -1.62302561e+02  2.81838293e+02 -1.51348788e-02  2.81838293e+02 -5.51842780e+01 
 2.88403150e+02 -1.78060452e+02  2.88403150e+02 -1.43282515e+00  2.88403150e+02 -1.62095773e+02  2.88403150e+02 -1.51348789e-02  2.88403150e+02 -5.51842780e+01 
 2.95120923e+02 -1.77896764e+02  2.95120923e+02 -1.43971557e+00  2.95120923e+02 -1.61888815e+02  2.95120923e+02 -1.51348790e-02  2.95120923e+02 -5.51842779e+01 
 3.01995172e+02 -1.77732935e+02  3.01995172e+02 -1.44644624e+00  3.01995172e+02 -1.61681699e+02  3.01995172e+02 -1.51348791e-02  3.01995172e+02 -5.51842779e+01 
 3.09029543e+02 -1.77568973e+02  3.09029543e+02 -1.45301630e+00  3.09029543e+02 -1.61474435e+02  3.09029543e+02 -1.51348792e-02  3.09029543e+02 -5.51842779e+01 
 3.16227766e+02 -1.77404886e+02  3.16227766e+02 -1.45942500e+00  3.16227766e+02 -1.61267035e+02  3.16227766e+02 -1.51348793e-02  3.16227766e+02 -5.51842779e+01 
 3.23593657e+02 -1.77240677e+02  3.23593657e+02 -1.46567163e+00  3.23593657e+02 -1.61059508e+02  3.23593657e+02 -1.51348793e-02  3.23593657e+02 -5.51842778e+01 
 3.31131121e+02 -1.77076349e+02  3.31131121e+02 -1.47175562e+00  3.31131121e+02 -1.60851868e+02  3.31131121e+02 -1.51348794e-02  3.31131121e+02 -5.51842778e+01 
 3.38844156e+02 -1.76911902e+02  3.38844156e+02 -1.47767648e+00  3.38844156e+02 -1.60644124e+02  3.38844156e+02 -1.51348795e-02  3.38844156e+02 -5.51842778e+01 
 3.46736850e+02 -1.76747334e+02  3.46736850e+02 -1.48343381e+00  3.46736850e+02 -1.60436288e+02  3.46736850e+02 -1.51348795e-02  3.46736850e+02 -5.51842778e+01 
 3.54813389e+02 -1.76582641e+02  3.54813389e+02 -1.48902738e+00  3.54813389e+02 -1.60228372e+02  3.54813389e+02 -1.51348796e-02  3.54813389e+02 -5.51842778e+01 
 3.63078055e+02 -1.76417820e+02  3.63078055e+02 -1.49445704e+00  3.63078055e+02 -1.60020388e+02  3.63078055e+02 -1.51348796e-02  3.63078055e+02 -5.51842778e+01 
 3.71535229e+02 -1.76252862e+02  3.71535229e+02 -1.49972280e+00  3.71535229e+02 -1.59812346e+02  3.71535229e+02 -1.51348797e-02  3.71535229e+02 -5.51842777e+01 
 3.80189396e+02 -1.76087759e+02  3.80189396e+02 -1.50482480e+00  3.80189396e+02 -1.59604260e+02  3.80189396e+02 -1.51348797e-02  3.80189396e+02 -5.51842777e+01 
 3.89045145e+02 -1.75922502e+02  3.89045145e+02 -1.50976332e+00  3.89045145e+02 -1.59396139e+02  3.89045145e+02 -1.51348798e-02  3.89045145e+02 -5.51842777e+01 
 3.98107171e+02 -1.75757079e+02  3.98107171e+02 -1.51453882e+00  3.98107171e+02 -1.59187995e+02  3.98107171e+02 -1.51348798e-02  3.98107171e+02 -5.51842777e+01 
 4.07380278e+02 -1.75591477e+02  4.07380278e+02 -1.51915189e+00  4.07380278e+02 -1.58979840e+02  4.07380278e+02 -1.51348798e-02  4.07380278e+02 -5.51842777e+01 
 4.16869383e+02 -1.75425683e+02  4.16869383e+02 -1.52360331e+00  4.16869383e+02 -1.58771684e+02  4.16869383e+02 -1.51348798e-02  4.16869383e+02 -5.51842777e+01 
 4.26579519e+02 -1.75259683e+02  4.26579519e+02 -1.52789401e+00  4.26579519e+02 -1.58563538e+02  4.26579519e+02 -1.51348798e-02  4.26579519e+02 -5.51842777e+01 
 4.36515832e+02 -1.75093460e+02  4.36515832e+02 -1.53202509e+00  4.36515832e+02 -1.58355413e+02  4.36515832e+02 -1.51348798e-02  4.36515832e+02 -5.51842777e+01 
 4.46683592e+02 -1.74926998e+02  4.46683592e+02 -1.53599783e+00  4.46683592e+02 -1.58147318e+02  4.46683592e+02 -1.51348798e-02  4.46683592e+02 -5.51842777e+01 
 4.57088190e+02 -1.74760281e+02  4.57088190e+02 -1.53981369e+00  4.57088190e+02 -1.57939265e+02  4.57088190e+02 -1.51348797e-02  4.57088190e+02 -5.51842777e+01 
 4.67735141e+02 -1.74593290e+02  4.67735141e+02 -1.54347429e+00  4.67735141e+02 -1.57731262e+02  4.67735141e+02 -1.51348797e-02  4.67735141e+02 -5.51842777e+01 
 4.78630092e+02 -1.74426009e+02  4.78630092e+02 -1.54698141e+00  4.78630092e+02 -1.57523318e+02  4.78630092e+02 -1.51348796e-02  4.78630092e+02 -5.51842777e+01 
 4.89778819e+02 -1.74258418e+02  4.89778819e+02 -1.55033704e+00  4.89778819e+02 -1.57315443e+02  4.89778819e+02 -1.51348796e-02  4.89778819e+02 -5.51842777e+01 
 5.01187234e+02 -1.74090500e+02  5.01187234e+02 -1.55354329e+00  5.01187234e+02 -1.57107644e+02  5.01187234e+02 -1.51348795e-02  5.01187234e+02 -5.51842778e+01 
 5.12861384e+02 -1.73922237e+02  5.12861384e+02 -1.55660246e+00  5.12861384e+02 -1.56899930e+02  5.12861384e+02 -1.51348794e-02  5.12861384e+02 -5.51842778e+01 
 5.24807460e+02 -1.73753611e+02  5.24807460e+02 -1.55951699e+00  5.24807460e+02 -1.56692308e+02  5.24807460e+02 -1.51348793e-02  5.24807460e+02 -5.51842778e+01 
 5.37031796e+02 -1.73584603e+02  5.37031796e+02 -1.56228949e+00  5.37031796e+02 -1.56484785e+02  5.37031796e+02 -1.51348792e-02  5.37031796e+02 -5.51842778e+01 
 5.49540874e+02 -1.73415198e+02  5.49540874e+02 -1.56492268e+00  5.49540874e+02 -1.56277368e+02  5.49540874e+02 -1.51348790e-02  5.49540874e+02 -5.51842779e+01 
 5.62341325e+02 -1.73245377e+02  5.62341325e+02 -1.56741945e+00  5.62341325e+02 -1.56070063e+02  5.62341325e+02 -1.51348789e-02  5.62341325e+02 -5.51842779e+01 
 5.75439937e+02 -1.73075126e+02  5.75439937e+02 -1.56978280e+00  5.75439937e+02 -1.55862875e+02  5.75439937e+02 -1.51348787e-02  5.75439937e+02 -5.51842779e+01 
 5.88843655e+02 -1.72904427e+02  5.88843655e+02 -1.57201582e+00  5.88843655e+02 -1.55655809e+02  5.88843655e+02 -1.51348785e-02  5.88843655e+02 -5.51842780e+01 
 6.02559586e+02 -1.72733267e+02  6.02559586e+02 -1.57412175e+00  6.02559586e+02 -1.55448870e+02  6.02559586e+02 -1.51348783e-02  6.02559586e+02 -5.51842780e+01 
 6.16595002e+02 -1.72561632e+02  6.16595002e+02 -1.57610389e+00  6.16595002e+02 -1.55242062e+02  6.16595002e+02 -1.51348780e-02  6.16595002e+02 -5.51842781e+01 
 6.30957344e+02 -1.72389508e+02  6.30957344e+02 -1.57796565e+00  6.30957344e+02 -1.55035390e+02  6.30957344e+02 -1.51348778e-02  6.30957344e+02 -5.51842781e+01 
 6.45654229e+02 -1.72216883e+02  6.45654229e+02 -1.57971050e+00  6.45654229e+02 -1.54828855e+02  6.45654229e+02 -1.51348775e-02  6.45654229e+02 -5.51842782e+01 
 6.60693448e+02 -1.72043747e+02  6.60693448e+02 -1.58134196e+00  6.60693448e+02 -1.54622461e+02  6.60693448e+02 -1.51348772e-02  6.60693448e+02 -5.51842783e+01 
 6.76082975e+02 -1.71870090e+02  6.76082975e+02 -1.58286363e+00  6.76082975e+02 -1.54416210e+02  6.76082975e+02 -1.51348769e-02  6.76082975e+02 -5.51842783e+01 
 6.91830971e+02 -1.71695902e+02  6.91830971e+02 -1.58427912e+00  6.91830971e+02 -1.54210103e+02  6.91830971e+02 -1.51348765e-02  6.91830971e+02 -5.51842784e+01 
 7.07945784e+02 -1.71521176e+02  7.07945784e+02 -1.58559208e+00  7.07945784e+02 -1.54004143e+02  7.07945784e+02 -1.51348761e-02  7.07945784e+02 -5.51842785e+01 
 7.24435960e+02 -1.71345905e+02  7.24435960e+02 -1.58680618e+00  7.24435960e+02 -1.53798331e+02  7.24435960e+02 -1.51348757e-02  7.24435960e+02 -5.51842786e+01 
 7.41310241e+02 -1.71170083e+02  7.41310241e+02 -1.58792509e+00  7.41310241e+02 -1.53592666e+02  7.41310241e+02 -1.51348753e-02  7.41310241e+02 -5.51842787e+01 
