 1.00000000e+00  8.80543647e+01  1.00000000e+00 -4.82026738e-04  1.00000000e+00  1.41290292e+01  1.00000000e+00  1.66089115e+00  1.00000000e+00  5.86897694e+00 
 1.02329299e+00  8.80543647e+01  1.02329299e+00 -4.93316341e-04  1.02329299e+00  1.41290292e+01  1.02329299e+00  1.66089114e+00  1.02329299e+00  5.86897690e+00 
 1.04712855e+00  8.80543646e+01  1.04712855e+00 -5.04867506e-04  1.04712855e+00  1.41290292e+01  1.04712855e+00  1.66089112e+00  1.04712855e+00  5.86897685e+00 
 1.07151931e+00  8.80543646e+01  1.07151931e+00 -5.16686359e-04  1.07151931e+00  1.41290291e+01  1.07151931e+00  1.66089110e+00  1.07151931e+00  5.86897680e+00 
 1.09647820e+00  8.80543645e+01  1.09647820e+00 -5.28779165e-04  1.09647820e+00  1.41290291e+01  1.09647820e+00  1.66089109e+00  1.09647820e+00  5.86897675e+00 
 1.12201845e+00  8.80543645e+01  1.12201845e+00 -5.41152337e-04  1.12201845e+00  1.41290290e+01  1.12201845e+00  1.66089107e+00  1.12201845e+00  5.86897670e+00 
 1.14815362e+00  8.80543644e+01  1.14815362e+00 -5.53812435e-04  1.14815362e+00  1.41290290e+01  1.14815362e+00  1.66089105e+00  1.14815362e+00  5.86897664e+00 
 1.17489755e+00  8.80543643e+01  1.17489755e+00 -5.66766171e-04  1.17489755e+00  1.41290290e+01  1.17489755e+00  1.66089103e+00  1.17489755e+00  5.86897658e+00 
 1.20226443e+00  8.80543643e+01  1.20226443e+00 -5.80020414e-04  1.20226443e+00  1.41290289e+01  1.20226443e+00  1.66089101e+00  1.20226443e+00  5.86897652e+00 
 1.23026877e+00  8.80543642e+01  1.23026877e+00 -5.93582191e-04  1.23026877e+00  1.41290289e+01  1.23026877e+00  1.66089099e+00  1.23026877e+00  5.86897645e+00 
 1.25892541e+00  8.80543641e+01  1.25892541e+00 -6.07458693e-04  1.25892541e+00  1.41290288e+01  1.25892541e+00  1.66089096e+00  1.25892541e+00  5.86897638e+00 
 1.28824955e+00  8.80543641e+01  1.28824955e+00 -6.21657277e-04  1.28824955e+00  1.41290287e+01  1.28824955e+00  1.66089094e+00  1.28824955e+00  5.86897631e+00 
 1.31825674e+00  8.80543640e+01  1.31825674e+00 -6.36185472e-04  1.31825674e+00  1.41290287e+01  1.31825674e+00  1.66089091e+00  1.31825674e+00  5.86897624e+00 
 1.34896288e+00  8.80543639e+01  1.34896288e+00 -6.51050980e-04  1.34896288e+00  1.41290286e+01  1.34896288e+00  1.66089089e+00  1.34896288e+00  5.86897616e+00 
 1.38038426e+00  8.80543638e+01  1.38038426e+00 -6.66261684e-04  1.38038426e+00  1.41290286e+01  1.38038426e+00  1.66089086e+00  1.38038426e+00  5.86897608e+00 
 1.41253754e+00  8.80543637e+01  1.41253754e+00 -6.81825648e-04  1.41253754e+00  1.41290285e+01  1.41253754e+00  1.66089083e+00  1.41253754e+00  5.86897599e+00 
 1.44543977e+00  8.80543636e+01  1.44543977e+00 -6.97751125e-04  1.44543977e+00  1.41290284e+01  1.44543977e+00  1.66089080e+00  1.44543977e+00  5.86897590e+00 
 1.47910839e+00  8.80543635e+01  1.47910839e+00 -7.14046558e-04  1.47910839e+00  1.41290283e+01  1.47910839e+00  1.66089077e+00  1.47910839e+00  5.86897581e+00 
 1.51356125e+00  8.80543634e+01  1.51356125e+00 -7.30720588e-04  1.51356125e+00  1.41290283e+01  1.51356125e+00  1.66089073e+00  1.51356125e+00  5.86897571e+00 
 1.54881662e+00  8.80543633e+01  1.54881662e+00 -7.47782055e-04  1.54881662e+00  1.41290282e+01  1.54881662e+00  1.66089070e+00  1.54881662e+00  5.86897561e+00 
 1.58489319e+00  8.80543632e+01  1.58489319e+00 -7.65240005e-04  1.58489319e+00  1.41290281e+01  1.58489319e+00  1.66089066e+00  1.58489319e+00  5.86897550e+00 
 1.62181010e+00  8.80543631e+01  1.62181010e+00 -7.83103694e-04  1.62181010e+00  1.41290280e+01  1.62181010e+00  1.66089062e+00  1.62181010e+00  5.86897538e+00 
 1.65958691e+00  8.80543629e+01  1.65958691e+00 -8.01382596e-04  1.65958691e+00  1.41290279e+01  1.65958691e+00  1.66089058e+00  1.65958691e+00  5.86897527e+00 
 1.69824365e+00  8.80543628e+01  1.69824365e+00 -8.20086400e-04  1.69824365e+00  1.41290278e+01  1.69824365e+00  1.66089054e+00  1.69824365e+00  5.86897514e+00 
 1.73780083e+00  8.80543627e+01  1.73780083e+00 -8.39225024e-04  1.73780083e+00  1.41290277e+01  1.73780083e+00  1.66089050e+00  1.73780083e+00  5.86897501e+00 
 1.77827941e+00  8.80543625e+01  1.77827941e+00 -8.58808615e-04  1.77827941e+00  1.41290276e+01  1.77827941e+00  1.66089045e+00  1.77827941e+00  5.86897487e+00 
 1.81970086e+00  8.80543624e+01  1.81970086e+00 -8.78847557e-04  1.81970086e+00  1.41290275e+01  1.81970086e+00  1.66089040e+00  1.81970086e+00  5.86897473e+00 
