 3.95252019e-01  3.95252019e-01 
 4.71503432e-01  4.71503432e-01 
 4.38283399e-01  4.38283399e-01 
 4.59421175e-01  4.59421175e-01 
 3.76310713e-01  3.76310713e-01 
 4.19188821e-01  4.19188821e-01 
 4.29027118e-01  4.29027118e-01 
 4.27970673e-01  4.27970673e-01 
 4.58210735e-01  4.58210735e-01 
 3.97244463e-01  3.97244463e-01 
 4.56717063e-01  4.56717063e-01 
 3.88297569e-01  3.88297569e-01 
 3.11403110e-01  3.11403110e-01 
 3.78548224e-01  3.78548224e-01 
 4.16404395e-01  4.16404395e-01 
 4.40516743e-01  4.40516743e-01 
 3.78633189e-01  3.78633189e-01 
 4.08797309e-01  4.08797309e-01 
 4.39033664e-01  4.39033664e-01 
 4.36764501e-01  4.36764501e-01 
 4.21699042e-01  4.21699042e-01 
 3.63555234e-01  3.63555234e-01 
 4.06498961e-01  4.06498961e-01 
 4.41236592e-01  4.41236592e-01 
 3.64657219e-01  3.64657219e-01 
 4.36254569e-01  4.36254569e-01 
 4.34026967e-01  4.34026967e-01 
 4.36113615e-01  4.36113615e-01 
 4.16063552e-01  4.16063552e-01 
 3.97918614e-01  3.97918614e-01 
 3.71845853e-01  3.71845853e-01 
 4.27331139e-01  4.27331139e-01 
 4.26442517e-01  4.26442517e-01 
 3.85395985e-01  3.85395985e-01 
 3.35387489e-01  3.35387489e-01 
 4.23117012e-01  4.23117012e-01 
 4.16513801e-01  4.16513801e-01 
 4.09681382e-01  4.09681382e-01 
 3.74324453e-01  3.74324453e-01 
 4.56491852e-01  4.56491852e-01 
 3.64211605e-01  3.64211605e-01 
 4.50117177e-01  4.50117177e-01 
 3.65442429e-01  3.65442429e-01 
 3.88483359e-01  3.88483359e-01 
 4.24537646e-01  4.24537646e-01 
 4.78248297e-01  4.78248297e-01 
 4.23680062e-01  4.23680062e-01 
 4.21094967e-01  4.21094967e-01 
 4.40761099e-01  4.40761099e-01 
 4.07644426e-01  4.07644426e-01 
 4.45747436e-01  4.45747436e-01 
 4.37926535e-01  4.37926535e-01 
 4.38306160e-01  4.38306160e-01 
 4.00090240e-01  4.00090240e-01 
 4.01315877e-01  4.01315877e-01 
 4.27777773e-01  4.27777773e-01 
 3.78825169e-01  3.78825169e-01 
 4.34746232e-01  4.34746232e-01 
 4.52859754e-01  4.52859754e-01 
 4.06606276e-01  4.06606276e-01 
 4.46956219e-01  4.46956219e-01 
 4.41065782e-01  4.41065782e-01 
 4.31128047e-01  4.31128047e-01 
 3.69629759e-01  3.69629759e-01 
 4.45545626e-01  4.45545626e-01 
 4.23300602e-01  4.23300602e-01 
 4.57912471e-01  4.57912471e-01 
 4.23897743e-01  4.23897743e-01 
 4.75972739e-01  4.75972739e-01 
 4.58251535e-01  4.58251535e-01 
 4.33206233e-01  4.33206233e-01 
 4.48614450e-01  4.48614450e-01 
 3.94165226e-01  3.94165226e-01 
 3.84703462e-01  3.84703462e-01 
 4.35509042e-01  4.35509042e-01 
 4.47576683e-01  4.47576683e-01 
 4.14247637e-01  4.14247637e-01 
 3.87413147e-01  3.87413147e-01 
 4.24810399e-01  4.24810399e-01 
 4.16442386e-01  4.16442386e-01 
 4.14812215e-01  4.14812215e-01 
 4.09305848e-01  4.09305848e-01 
 3.78881427e-01  3.78881427e-01 
 4.72083027e-01  4.72083027e-01 
 4.12973834e-01  4.12973834e-01 
 4.44075831e-01  4.44075831e-01 
 5.04168210e-01  5.04168210e-01 
 4.12874017e-01  4.12874017e-01 
 4.37012703e-01  4.37012703e-01 
 4.38525995e-01  4.38525995e-01 
 4.21584489e-01  4.21584489e-01 
 4.67755847e-01  4.67755847e-01 
 4.14437720e-01  4.14437720e-01 
 4.08157373e-01  4.08157373e-01 
 4.48979403e-01  4.48979403e-01 
 4.33759280e-01  4.33759280e-01 
 4.24689821e-01  4.24689821e-01 
 3.79826035e-01  3.79826035e-01 
 3.41029574e-01  3.41029574e-01 
 3.50108736e-01  3.50108736e-01 
 4.43574820e-01  4.43574820e-01 
 3.73394603e-01  3.73394603e-01 
 4.91893173e-01  4.91893173e-01 
 4.05567795e-01  4.05567795e-01 
 4.60524360e-01  4.60524360e-01 
 3.84028039e-01  3.84028039e-01 
 4.11684421e-01  4.11684421e-01 
 4.29042263e-01  4.29042263e-01 
 4.65307188e-01  4.65307188e-01 
